step,uid,case_uid,sample_index,rollout_index,data_source,score,reward,response_length,token_logprob_mean,token_logprob_std,token_logprob_min,token_logprob_max,token_prob_mean,token_prob_min,token_entropy_mean,token_entropy_std,low_confidence_token_ratio,answer_tail_confidence,logprob_slope,entropy_slope,eos_prob_mean,eos_prob_max,eos_prob_final,eos_prob_slope,eos_high_prob_ratio,eos_top1_ratio,top1_prob_mean,top1_prob_final,topk_mass_mean,topk_mass_final
0,val::math500::355::c4aaca40d829b95f::sample1,val::math500::355::c4aaca40d829b95f,21,1,math500,0.0,0.0,525,-0.36166988593005744,0.8764652850522129,-5.725966453552246,0.0,0.8379052971826778,0.0032602008432149887,0.37464214904340226,0.6228096910137818,0.07428571428571429,0.9092844291590154,0.0012231718189683481,-0.0009837935426025765,9.85693449453396e-07,0.000118752803246025,2.696519368328154e-05,-4.2840416771464974e-10,0.0,0.0,0.8816262575274422,0.864189088344574,0.989898901553381,0.9998432397842407
0,val::math500::355::c4aaca40d829b95f::sample2,val::math500::355::c4aaca40d829b95f,22,2,math500,0.0,0.0,848,-1.8302825271642769,2.648132338287576,-14.981254577636719,-3.3378546504536644e-06,0.5618631982720351,3.1169068392955523e-07,1.8754097166130244,2.2143775367862752,0.3431603773584906,0.05958196075849287,-0.004315761608289291,0.0047071928861404854,0.0001974826855508138,0.008073308505117893,0.0003584779624361545,1.1572228476069775e-06,0.0,0.0,0.6405939765907122,0.6088744401931763,0.8224535767639162,0.8958310484886169
0,val::math500::355::c4aaca40d829b95f::sample3,val::math500::355::c4aaca40d829b95f,23,3,math500,0.0,0.0,629,-3.6439358211997352,4.229012773159388,-16.153995513916016,-4.291525328881107e-06,0.43581245665092805,9.647369125787009e-08,3.4406050985506975,3.4382926005041554,0.5007949125596184,0.0031196261779875556,-0.015593453189024126,0.015206482819094211,0.0006112700125755914,0.05161460489034653,0.0001269522326765582,3.227582216900767e-06,0.0,0.003179650238473768,0.5089408128251379,0.08444119244813919,0.6552676651597212,0.2246062308549881
0,val::math500::365::22fe24f8406687ac::sample0,val::math500::365::22fe24f8406687ac,24,0,math500,0.0,0.0,686,-0.43771941484873866,1.2535982500912537,-15.977662086486816,-1.6689286894688848e-06,0.8233421353700462,1.1507726327408818e-07,0.4132407486273918,0.6642245655039737,0.08309037900874636,0.7702968791127205,-0.0001323361360575367,5.8796740546612053e-05,6.8399795207922816e-06,0.0010265866294503212,0.00010834356362465769,2.6231742076053758e-08,0.0,0.0,0.8787256375433057,0.9345373511314392,0.9871157725767908,0.9995165467262268
0,val::math500::365::22fe24f8406687ac::sample1,val::math500::365::22fe24f8406687ac,25,1,math500,0.0,0.0,839,-0.29641588526402446,0.7261826707158923,-6.310336112976074,0.0,0.8523593385133856,0.0018174222204834223,0.32725656527075486,0.5471367396752522,0.057210965435041714,0.8709978335537016,-0.0006645513871549964,0.0006665125924187282,5.717270976117005e-07,0.0001298751012654975,1.3804873560729902e-05,1.8285503183923882e-09,0.0,0.0,0.8897726480561587,0.6437216997146606,0.9946800698398549,0.9994122982025146
0,val::math500::365::22fe24f8406687ac::sample2,val::math500::365::22fe24f8406687ac,26,2,math500,0.0,0.0,1785,-0.46308908593626935,1.1982712643920577,-15.18713092803955,0.0,0.8180033423994506,2.536955605592084e-07,0.4562692879377876,0.759440241323324,0.09635854341736695,0.6415556247229688,1.9049753752658284e-05,-4.398663559198289e-05,6.391374229429974e-06,0.00043053412809967995,9.213462362822611e-06,1.3881596922582097e-08,0.0,0.0,0.8653547911834316,0.7540135979652405,0.983100018113935,0.9998316168785095
0,val::math500::365::22fe24f8406687ac::sample3,val::math500::365::22fe24f8406687ac,27,3,math500,1.0,1.0,771,-0.16734408633496764,0.5464159290119847,-4.794404029846191,0.0,0.9161468553519898,0.00827592983841896,0.16127418706407634,0.37513008200385384,0.03501945525291829,0.897670543869026,0.00016783282666616283,-0.00017046481363190125,1.1181185883238074e-06,0.00016533264715690166,0.00016533264715690166,5.819039851853014e-09,0.0,0.0,0.9441338829338628,0.4928496778011322,0.998434295063662,0.998620331287384
0,val::math500::425::20f77fefd0c2a9e5::sample0,val::math500::425::20f77fefd0c2a9e5,28,0,math500,0.0,0.0,1073,-0.36426086520508777,0.9530050751030045,-12.121808052062988,0.0,0.8377522032401642,5.439583674160531e-06,0.3748384867423796,0.6349117263431869,0.0782851817334576,0.9344854517839849,0.0006750909289378182,-0.0005979670152392648,2.9398119135076693e-06,0.00021652197756338865,2.1173398636165075e-05,4.287975787013039e-09,0.0,0.0,0.8820389696541837,0.6785717606544495,0.9897803693093213,0.9999048709869385
0,val::math500::425::20f77fefd0c2a9e5::sample1,val::math500::425::20f77fefd0c2a9e5,29,1,math500,0.0,0.0,698,-0.35136817593536473,0.8457193094296155,-12.575057029724121,0.0,0.8262003150164418,3.457181037447299e-06,0.3718314159922889,0.5553681895589878,0.07020057306590258,0.9103838432347402,-1.547548558083754e-05,-1.4465726484070899e-05,4.985855197538098e-07,2.9311280741239898e-05,6.695269405554427e-08,1.3386172223121492e-09,0.0,0.0,0.8721415374460056,0.8931243419647217,0.9949450064183648,0.9998971223831177
0,val::math500::425::20f77fefd0c2a9e5::sample2,val::math500::425::20f77fefd0c2a9e5,30,2,math500,0.0,0.0,862,-0.36849582533684533,0.9693268282300652,-10.396586418151855,-1.1920928244535389e-07,0.8388001273552067,3.053654290852137e-05,0.3430692898329865,0.556180126996716,0.07076566125290024,0.7140076034808089,-0.0001268612192382847,-1.041950075092752e-05,2.7311716778854415e-06,0.0003564944490790367,1.9698152755154297e-05,1.4593792702676235e-08,0.0,0.0,0.8851469200960168,0.7153481245040894,0.9938317892722907,0.9994531273841858
0,val::math500::425::20f77fefd0c2a9e5::sample3,val::math500::425::20f77fefd0c2a9e5,31,3,math500,0.0,0.0,674,-0.33543028573031664,1.1038956721094833,-15.803390502929688,0.0,0.8532291370698694,1.3698553402718971e-07,0.3256542010181722,0.545891808810995,0.05934718100890208,0.9006173460642799,-0.00013944802726489246,-0.0002447579567288758,6.39228233342116e-07,2.586011032690294e-05,1.1398361010606095e-07,3.2598211203900322e-09,0.0,0.0,0.889314307900317,0.86635422706604,0.9948330747090744,0.9994379878044128
60,val::math500::52::c4a59c042fb03f9e::sample0,val::math500::52::c4a59c042fb03f9e,0,0,math500,0.0,0.0,337,-0.09907928435890215,0.36370103069042353,-2.9918148517608643,0.0,0.941630219029213,0.05019626021385193,0.1288518642647572,0.3310246187462958,0.017804154302670624,0.9579112511128187,0.000239502131537364,-0.00016207417373530198,3.150934006211123e-07,5.992196383886039e-05,1.7860097045740986e-07,3.102443785913941e-09,0.0,0.0,0.9524475271075699,0.9626054167747498,0.9989779588022996,0.9999805688858032
60,val::math500::52::c4a59c042fb03f9e::sample1,val::math500::52::c4a59c042fb03f9e,1,1,math500,0.0,0.0,298,-0.3565193151184815,0.9085979091827462,-8.723831176757812,0.0,0.8425007813297906,0.0001626628072699532,0.3082927455208839,0.5810894950480783,0.0738255033557047,0.6416230315185203,-0.0019438080440478905,0.0015710206050539445,6.40444951578711e-07,2.9087004804750904e-05,8.53311939863488e-06,4.384037262157263e-09,0.0,0.0,0.8867224107352679,0.9545117616653442,0.9937924032643337,0.9999327063560486
60,val::math500::52::c4a59c042fb03f9e::sample2,val::math500::52::c4a59c042fb03f9e,2,2,math500,0.0,0.0,262,-0.1859685832393875,0.5664685648664556,-4.758211135864258,0.0,0.9021215223074528,0.008580945432186127,0.20493096019409518,0.4423189032245244,0.030534351145038167,0.9099027207121253,0.0006374604239859861,-0.0005855842715998594,5.158879235372647e-07,4.847341915592551e-05,4.279043423593976e-06,5.868516501654577e-09,0.0,0.0,0.9246083265952482,0.9519133567810059,0.9977493813929666,0.9999430179595947
60,val::math500::52::c4a59c042fb03f9e::sample3,val::math500::52::c4a59c042fb03f9e,3,3,math500,0.0,0.0,254,-0.2467021101413916,0.5704502568771159,-3.0525014400482178,0.0,0.8656351830458312,0.04724060744047165,0.29583817329656537,0.5543645816758173,0.05511811023622047,0.9468284333124757,-0.00046903243311916784,0.0005881185469293708,7.471068614897363e-07,0.00012020741269225255,9.552235269438825e-07,1.035432415463216e-08,0.0,0.0,0.8886338770976216,0.9523516297340393,0.9957750977024319,0.9999436140060425
60,val::math500::76::63d40f3702faa438::sample0,val::math500::76::63d40f3702faa438,4,0,math500,1.0,1.0,675,-0.8072979485046013,1.4299838089012546,-11.488039016723633,-1.1920928244535389e-07,0.6669520382978131,1.0251987987430766e-05,0.795001098063982,0.7944066134050878,0.16,0.6888613915070891,-0.0011666789539889837,0.000893394605666672,8.481720449542393e-06,0.004690755158662796,3.7165061712585157e-06,6.809301054519647e-08,0.0,0.0,0.7496773329266796,0.5682316422462463,0.9758053562376234,0.9993870258331299
60,val::math500::76::63d40f3702faa438::sample1,val::math500::76::63d40f3702faa438,5,1,math500,1.0,1.0,710,-0.5285033398815301,1.0066288345001986,-8.62717056274414,0.0,0.7555894039348703,0.00017917089280672371,0.5554246088759246,0.6970217254066361,0.11126760563380282,0.8452803071122617,-0.00034599407410595376,0.0005000773741772852,2.807966900898288e-07,2.4436738385702483e-05,3.041353124899615e-08,1.165889704348256e-09,0.0,0.0,0.8212264659119324,0.9142708778381348,0.9866774581687551,0.9998568892478943
60,val::math500::76::63d40f3702faa438::sample2,val::math500::76::63d40f3702faa438,6,2,math500,1.0,1.0,226,-0.4366910943781678,0.9204964078499356,-5.78551721572876,-3.576278118089249e-07,0.7953589179994027,0.00307172117754817,0.4435619666108311,0.5842743799540328,0.10176991150442478,0.933496200479567,-0.0007242826624017008,0.0005112473181614666,3.4159016642425995e-07,1.861722739704419e-05,1.768343099683989e-05,2.214563081484482e-09,0.0,0.0,0.849460161958648,0.6835996508598328,0.9920917490942288,0.9992561340332031
60,val::math500::76::63d40f3702faa438::sample3,val::math500::76::63d40f3702faa438,7,3,math500,1.0,1.0,544,-0.6561393231722641,1.2005167743689005,-9.696301460266113,-1.1920928244535389e-07,0.7188029726117774,6.151057459646836e-05,0.634230258610603,0.7203290444022621,0.13419117647058823,0.7567960712615331,0.0003131711591977179,-0.00032251451745932835,3.7244545290090276e-07,7.379818271147087e-05,7.811057116668962e-07,1.0624072535406281e-09,0.0,0.0,0.7938285450286725,0.9999448657035828,0.9833914036040797,0.9999851584434509
60,val::math500::165::b907a1ae74a7d44b::sample0,val::math500::165::b907a1ae74a7d44b,8,0,math500,1.0,1.0,429,-0.17831466752377897,0.6825249806430321,-7.1237568855285645,0.0,0.9195892985065962,0.0008057340164668858,0.15292744255011903,0.3520772828467506,0.03496503496503497,0.9933035578578711,0.0006095358923190237,-0.0005246864929990497,1.1893492579318193e-07,3.2887317047425313e-06,8.520267442690965e-07,8.3267376008612e-11,0.0,0.0,0.9455038259079406,0.9625701308250427,0.9990728833736517,0.999992311000824
60,val::math500::165::b907a1ae74a7d44b::sample1,val::math500::165::b907a1ae74a7d44b,9,1,math500,0.0,0.0,567,-0.10893345134707136,0.4176186915603044,-3.688833713531494,0.0,0.9402143494037146,0.025001144036650658,0.11779710703073097,0.27192717047643666,0.01763668430335097,0.9375453793909401,0.00016136965691085494,-0.0003122502399687246,1.539767800652644e-07,4.211270788800903e-05,9.766961284185527e-07,9.77280691245673e-10,0.0,0.0,0.9603703631189975,0.9737597107887268,0.999540773228573,0.9998269081115723
60,val::math500::165::b907a1ae74a7d44b::sample2,val::math500::165::b907a1ae74a7d44b,10,2,math500,1.0,1.0,636,-0.16864870237147206,0.6253435057939913,-9.048937797546387,0.0,0.9155781475895556,0.00011751579586416483,0.15827344201051735,0.32933016922679276,0.031446540880503145,0.9246269846335053,-5.0138496318793484e-05,-0.0002039959233116804,1.926177523597815e-07,1.983888796530664e-05,1.2396146757964743e-06,-3.283365070829439e-10,0.0,0.0,0.9414616687773908,0.9625108242034912,0.9992859283895612,0.9999875426292419
60,val::math500::165::b907a1ae74a7d44b::sample3,val::math500::165::b907a1ae74a7d44b,11,3,math500,1.0,1.0,230,-0.21391950905052295,0.6231238925732638,-5.7537665367126465,0.0,0.8895173507742584,0.003170815296471119,0.21762851292047078,0.4115388633550813,0.043478260869565216,0.9523412268608809,0.0009912146107336033,-0.0007258384739193617,6.643404584031187e-07,5.412775499280542e-05,1.0079886124003679e-05,-7.169414312045241e-10,0.0,0.0,0.9248493191988572,0.8249202370643616,0.9980182303034741,0.9993302822113037
60,val::math500::174::f537d36330f3b0f0::sample0,val::math500::174::f537d36330f3b0f0,12,0,math500,1.0,1.0,540,-0.14960375416109103,0.7050279111999298,-10.016085624694824,0.0,0.928827611872893,4.467548569664359e-05,0.14373372434014237,0.30896754647901903,0.018518518518518517,0.9651866722851992,0.00020400848593758725,-0.000217235406842256,1.4323077044985052e-07,2.1441952412715182e-05,1.1692620773828821e-06,5.668008179597422e-10,0.0,0.0,0.9455967324751394,0.9664387106895447,0.9996808114979002,0.9998385310173035
60,val::math500::174::f537d36330f3b0f0::sample1,val::math500::174::f537d36330f3b0f0,13,1,math500,1.0,1.0,435,-0.09761061230343249,0.3752801751328817,-4.579080581665039,0.0,0.9426228372251679,0.010264328680932522,0.10938232481511921,0.2792653256314046,0.011494252873563218,0.9448398952372372,0.00017163336852752054,-0.00019527835021560221,1.81369753501043e-07,1.9894114302587695e-05,1.3974296280139242e-06,7.520143728262807e-10,0.0,0.0,0.9570217112700145,0.9575516581535339,0.9994705901748833,0.9999366998672485
60,val::math500::174::f537d36330f3b0f0::sample2,val::math500::174::f537d36330f3b0f0,14,2,math500,1.0,1.0,487,-0.1566388933260337,0.5609316610020716,-6.9627461433410645,0.0,0.9186410264319308,0.0009464937611483037,0.1535090601337241,0.3199802192781135,0.028747433264887063,0.8107983847148716,0.0005263934609417577,-0.0003359388525537432,5.605661297354203e-08,1.5057585187605582e-06,7.998449973456445e-07,5.1915601860704175e-11,0.0,0.0,0.9422140463544113,0.9618973731994629,0.9993389158278275,0.9998289942741394
60,val::math500::174::f537d36330f3b0f0::sample3,val::math500::174::f537d36330f3b0f0,15,3,math500,1.0,1.0,412,-0.10947189759820615,0.35714980949072844,-3.168003797531128,0.0,0.9339135595262774,0.042087528854608536,0.11456370089337256,0.270826955010477,0.012135922330097087,0.9569602683186531,0.00010798423902720093,-0.0001779733539176549,8.66711340596587e-08,8.273613275378011e-06,8.273613275378011e-06,4.73632718668362e-10,0.0,0.0,0.9543591275521852,0.7672522664070129,0.9998000115156174,0.9997304677963257
60,val::math500::274::20410f435f0b3dd2::sample0,val::math500::274::20410f435f0b3dd2,16,0,math500,0.0,0.0,805,-0.4535046019431718,0.931501508587065,-7.979106903076172,0.0,0.7862077208707305,0.0003425452159717679,0.47482535002063114,0.6121744281319133,0.09440993788819876,0.9130188100971282,0.00021933310223469328,-0.0002652128554678239,8.462438850981568e-07,0.0001272425288334489,5.913696440984495e-06,1.2311051791796932e-09,0.0,0.0,0.8436867440894523,0.9624821543693542,0.9912194534858562,0.9998645186424255
60,val::math500::274::20410f435f0b3dd2::sample1,val::math500::274::20410f435f0b3dd2,17,1,math500,0.0,0.0,184,-0.5620804983369526,1.1591954172884555,-11.957356452941895,-4.768370445162873e-07,0.735535444067765,6.411890353774652e-06,0.6317630927700392,0.7080286468185302,0.11413043478260869,0.8396900002844632,0.0003538479034841976,9.688593088228082e-06,0.00015390385058292036,0.028185011819005013,1.9549632270354778e-05,4.384558537550559e-06,0.0,0.0,0.8025403500575087,0.8044838309288025,0.9838967132179633,0.9987645149230957
60,val::math500::274::20410f435f0b3dd2::sample2,val::math500::274::20410f435f0b3dd2,18,2,math500,0.0,0.0,586,-0.25282470855200345,0.8633055195057646,-16.11589241027832,0.0,0.8735876683800723,1.0022056784464439e-07,0.2762265307023371,0.4612475027145767,0.040955631399317405,0.951327876187861,0.00019775651643116334,-0.0004802730322785225,2.4015159562574147e-07,3.5021141229663044e-05,1.755766589894847e-07,2.769394315909946e-10,0.0,0.0,0.9063649374877226,0.946304976940155,0.9966764087969939,0.9997892379760742
60,val::math500::274::20410f435f0b3dd2::sample3,val::math500::274::20410f435f0b3dd2,19,3,math500,0.0,0.0,348,-0.2867295813871566,0.7743445565900215,-6.893575191497803,0.0,0.8591477579969763,0.0010142810642719269,0.287240176061302,0.4600762639816371,0.05459770114942529,0.9853631351143122,0.0009793718737672074,-0.001367330862812254,2.739958174320148e-07,1.683203663560562e-05,1.371599978483573e-06,5.628880572871285e-10,0.0,0.0,0.902355160350087,0.9398518204689026,0.9973635688937944,0.9999927878379822
