step,position_bucket,token_count,logprob,logprob_min,logprob_max,prob,prob_min,prob_max,entropy,entropy_min,entropy_max,eos_prob,eos_prob_min,eos_prob_max,top1_prob,top1_prob_min,top1_prob_max,topk_mass,topk_mass_min,topk_mass_max
0,0,2502,-0.5476523134017538,-14.775038719177246,0.0,0.7918942923352169,3.83073597731709e-07,1.0,0.5162668060462086,2.3943216547195334e-06,8.513339042663574,0.0002519604974934159,2.8128666930415935e-12,0.1519436240196228,0.8494910656792416,0.03371095657348633,1.0,0.981865881369721,0.11587931960821152,1.000000238418579
0,1,2484,-0.5137039804169465,-15.160467147827148,0.0,0.8037404058930365,2.60551018982369e-07,1.0,0.47807892861523005,3.297546413705277e-07,5.462066173553467,1.0520159029573157e-05,7.063503970096419e-14,0.01033863890916109,0.8557826232722991,0.060469239950180054,1.0,0.9817021419556629,0.2753964960575104,1.000000238418579
0,2,2492,-0.5029853536974866,-11.46360969543457,0.0,0.8024232832461321,1.0505520549486391e-05,1.0,0.5194021903270519,2.4818683641569805e-07,6.562789440155029,0.00031102421551144774,7.429863316893383e-17,0.7293762564659119,0.8525138312433495,0.047876469790935516,1.0,0.9763776327858575,0.1950596272945404,1.000000238418579
0,3,2486,-0.5017759220985755,-15.18713092803955,0.0,0.8052923862538351,2.536955605592084e-07,1.0,0.5097278548850437,6.668695373690525e-09,6.947439193725586,4.898324157027657e-06,5.279209923760627e-15,0.005183164030313492,0.8543870739926519,0.03317663073539734,1.0,0.9763462216453215,0.14070087671279907,1.0000001192092896
0,4,2484,-0.44138364066661206,-12.851325988769531,0.0,0.8277310577814366,2.622648253236548e-06,1.0,0.48792132703205277,6.500909532913823e-11,7.3851728439331055,9.869636332185413e-05,2.383110653487723e-18,0.21948465704917908,0.8663381329376173,0.017206287011504173,1.0,0.9754346860047796,0.09326891601085663,1.0000001192092896
0,5,2490,-0.5644009964933435,-16.43549346923828,0.0,0.8213900023085959,7.28041129605117e-08,1.0,0.5754032920914537,2.473071400443949e-11,8.745887756347656,5.9950335497467014e-05,1.6217271404832484e-19,0.051213715225458145,0.8622442643655591,0.023774506524205208,1.0,0.9640867159847754,0.12401838600635529,1.000000238418579
0,6,2493,-0.6212298342435696,-15.909318923950195,0.0,0.8167558170874024,1.2321699216499837e-07,1.0,0.628132212839657,8.827484576645617e-11,8.656494140625,7.402674095695844e-05,1.3550037859412904e-19,0.04859619960188866,0.8584820970671002,0.012862829491496086,1.0,0.9549256461245489,0.07486262172460556,1.000000238418579
0,7,2485,-0.45655808695096833,-15.803390502929688,0.0,0.8648887256257003,1.3698553402718971e-07,1.0,0.4552877834671159,5.587473886348171e-11,9.020727157592773,5.726271934991105e-05,2.0469715840702642e-16,0.05161460489034653,0.8933952148063052,0.010302110575139523,1.0,0.9710501441638355,0.055071908980607986,1.000000238418579
0,8,2491,-0.5235937480310945,-14.718416213989258,0.0,0.8578817414105364,4.053900113376585e-07,1.0,0.5230299755697412,1.2899327439530595e-10,8.9811429977417,4.878037040719201e-05,1.8851959012063284e-18,0.03908417001366615,0.8865971728342065,0.007959364913403988,1.0,0.9627665868638414,0.040557555854320526,1.0000001192092896
0,9,2471,-0.6167401633046627,-15.977662086486816,0.0,0.849560832935257,1.1507726327408818e-07,1.0,0.6027729898657086,2.507229146520018e-10,9.74621868133545,0.000149755201594012,1.953234153566775e-16,0.048358164727687836,0.8796854350208567,0.008894946426153183,1.0,0.9520049178810773,0.04960670322179794,1.000000238418579
60,0,2137,-0.30210362289117637,-8.67939567565918,0.0,0.853079179425328,0.00017005379777401686,1.0,0.2964656341474189,5.241545295575634e-07,2.9161829948425293,2.3442773066544297e-07,7.593794842074286e-13,0.0001272425288334489,0.8953553149297966,0.18648669123649597,1.0,0.9965493431367994,0.714316725730896,1.000000238418579
60,1,2120,-0.234218405666915,-10.016085624694824,0.0,0.8809575957021532,4.467548569664359e-05,1.0,0.24196888129196512,8.067708279213548e-08,3.2862491607666016,2.0882757465859158e-07,6.331635655229886e-14,5.412775499280542e-05,0.9137882649195644,0.14716170728206635,1.0,0.9974264194380562,0.6401773691177368,1.000000238418579
60,2,2126,-0.2448686866110399,-13.1796236038208,0.0,0.8850821637291462,1.8886964880948653e-06,1.0,0.2362725145107088,9.730337779956244e-08,3.7566580772399902,1.1268111140368906e-06,7.287724433256357e-14,0.0018563871271908283,0.9193664000966251,0.11676475405693054,1.0,0.996498525310886,0.5381753444671631,1.000000238418579
60,3,2119,-0.31582697853132863,-8.559191703796387,0.0,0.8502437556172228,0.00019177424837835133,1.0,0.34554237401059934,5.3805234045967154e-08,8.817752838134766,0.00021794388592036052,2.4654052670908255e-13,0.3736845850944519,0.889493346024426,0.05760783702135086,1.0,0.9915118969066237,0.16750448942184448,1.0000001192092896
