step,position_bucket,token_count,logprob,logprob_min,logprob_max,prob,prob_min,prob_max,entropy,entropy_min,entropy_max,eos_prob,eos_prob_min,eos_prob_max,top1_prob,top1_prob_min,top1_prob_max,topk_mass,topk_mass_min,topk_mass_max
60,4,2119,-0.28705111564191566,-11.957356452941895,0.0,0.8676564615606697,6.411890353774652e-06,1.0,0.29497311272533516,1.0540480843701516e-07,4.144084930419922,3.9922948176772534e-07,1.5760808118130652e-14,0.00011015535710612312,0.9017101730826105,0.11680468916893005,1.0,0.9940366124476729,0.5752532482147217,1.000000238418579
60,5,2126,-0.32518832080067644,-10.637513160705566,0.0,0.8512260276115264,2.399864752078429e-05,1.0,0.3276131006305743,1.0120214710696018e-07,3.4548118114471436,7.079333725749074e-07,1.867711460343995e-15,0.00015588727546855807,0.8924224528353504,0.15596048533916473,1.0,0.9926896195644942,0.5792444944381714,1.000000238418579
60,6,2125,-0.3234276484503557,-9.078460693359375,0.0,0.8597047730898896,0.00011409709986764938,1.0,0.32016411073926565,2.6871934011296617e-08,4.627018451690674,1.9875283668473165e-06,5.02687690294944e-16,0.0007096223416738212,0.8963907698182498,0.10939063131809235,1.0,0.991538749891169,0.39960432052612305,1.000000238418579
60,7,2120,-0.25938909491051604,-11.03783130645752,0.0,0.8778799830897697,1.608165621291846e-05,1.0,0.2712199128691779,2.923087372153077e-08,3.5120034217834473,9.837676182663017e-07,2.4691193053942107e-16,0.00029593182262033224,0.9100708356302865,0.15726283192634583,1.0,0.9940693928385681,0.6523410677909851,1.000000238418579
60,8,2126,-0.301262832986207,-15.779021263122559,0.0,0.8681810659902057,1.4036479001333646e-07,1.0,0.2831887601730446,5.3865121252272274e-09,4.221202850341797,7.128729902644097e-06,2.2705599065416665e-15,0.010629392229020596,0.9056395155536265,0.10813403129577637,1.0,0.9946620535256161,0.5639822483062744,1.000000238418579
60,9,2108,-0.2625887033536542,-16.11589241027832,0.0,0.8878054081914607,1.0022056784464439e-07,1.0,0.24067606034180217,6.052903245290508e-08,3.5338973999023438,8.532971979826534e-05,1.189688267604766e-14,0.10983018577098846,0.9199413232208429,0.15267153084278107,1.0,0.9960805384664879,0.7296026349067688,1.000000238418579
120,0,2425,-0.25444533340880926,-12.801170349121094,0.0,0.8736066468118423,2.757543597908807e-06,1.0,0.2521890263711338,1.2846541608269035e-07,3.586085796356201,1.8346944784337296e-07,2.853908447997093e-14,7.741695299046114e-05,0.9093825281465177,0.16449862718582153,1.0,0.9977131354931703,0.5585750341415405,1.000000238418579
120,1,2410,-0.221517872937893,-7.523046493530273,0.0,0.8861218971658944,0.0005404834519140422,1.0,0.23840783940742746,2.085130716977801e-07,2.780045986175537,3.363388376558785e-07,1.2396812363538873e-13,5.414345287135802e-05,0.9163691977371319,0.1723622977733612,1.0,0.9970460566000325,0.782950758934021,1.000000238418579
120,2,2413,-0.29261244331671094,-14.712813377380371,0.0,0.8615449765992345,4.076677271314111e-07,1.0,0.295896553316891,2.7119082091076052e-08,3.4072628021240234,2.2461630285874007e-07,1.7482341258239636e-13,3.993837890448049e-05,0.8988878163827488,0.13742421567440033,1.0,0.9952445969362255,0.667008638381958,1.000000238418579
120,3,2408,-0.2529699682173426,-8.7947359085083,0.0,0.8761609091449716,0.00015152864216361195,1.0,0.2687204486251118,5.680119929962757e-09,3.206747055053711,2.031590741494333e-07,9.212283578119082e-14,4.3932970584137365e-05,0.9087398447579027,0.1584625095129013,1.0,0.9958958208956987,0.6817852854728699,1.000000238418579
120,4,2406,-0.291483792290443,-10.996649742126465,0.0,0.8682805021735241,1.6757749108364806e-05,1.0,0.27819048474590935,5.8530062574391195e-08,3.4764115810394287,2.1423629821802743e-07,5.935529591292359e-15,5.1195449486840516e-05,0.9054598372030139,0.192343607544899,1.0,0.9952743625948058,0.6136530041694641,1.000000238418579
120,5,2417,-0.3110629105697647,-10.194965362548828,0.0,0.8528895639557879,3.735792779480107e-05,1.0,0.32055030514871813,9.009856682951067e-08,3.474026679992676,2.1604354885974395e-06,1.1238071037585106e-15,0.0025466836523264647,0.8908851631093627,0.18201303482055664,1.0,0.9943430415351971,0.651880145072937,1.000000238418579
120,6,2412,-0.2833085670518593,-9.55209732055664,0.0,0.8630453583856805,7.105209078872576e-05,1.0,0.29141568373713367,2.188313530382402e-08,3.462170124053955,8.158676055836514e-07,2.306307026256403e-15,9.835897799348459e-05,0.8988392563478073,0.1199837177991867,1.0,0.9962866114542062,0.5805884599685669,1.000000238418579
120,7,2409,-0.2774162291021196,-12.798158645629883,0.0,0.8658510115305712,2.7658609269565204e-06,1.0,0.2999334099792474,1.828004059234445e-08,3.331238269805908,1.272668352358374e-06,6.17202119016576e-15,0.00013981989468447864,0.8987260109077305,0.1365109533071518,1.0,0.9950147981018187,0.6359768509864807,1.000000238418579
120,8,2414,-0.26700965408253585,-9.846478462219238,0.0,0.8772233415980832,5.293327194522135e-05,1.0,0.25700437490471395,9.981344639697909e-09,4.5086774826049805,7.924242622800284e-06,1.9421125050902077e-15,0.0027892107609659433,0.909259175710448,0.1201542541384697,1.0,0.9958959214185622,0.6289376616477966,1.000000238418579
120,9,2394,-0.1872203964937821,-8.846418380737305,0.0,0.9105721360520588,0.000143896191730164,1.0,0.1872416224151814,6.97871342936196e-08,2.888504981994629,1.175900588647567e-05,1.806432491197968e-16,0.0007096236804500222,0.9340645569557933,0.1524113267660141,1.0,0.997696219107063,0.7255253791809082,1.000000238418579
180,0,2353,-0.30653371459737994,-12.329211235046387,0.0,0.8534314037197204,4.420705408847425e-06,1.0,0.29480422621201724,1.0977778686083184e-07,3.8303382396698,2.2325779534267496e-07,5.3315689265819727e-14,0.00023753041750751436,0.896173685105162,0.15109719336032867,1.0,0.9967776979986678,0.6493899822235107,1.0000001192092896
180,1,2341,-0.31084097857734294,-9.145874977111816,0.0,0.8552933063461119,0.00010665887384675443,1.0,0.30718056833192625,4.0673356238585257e-08,3.271019458770752,2.2039701438203905e-07,9.357605293934534e-14,2.4851569833117537e-05,0.8948169026948712,0.15408927202224731,1.0,0.994782259453061,0.6739037036895752,1.000000238418579
180,2,2344,-0.33179182944148994,-10.735862731933594,0.0,0.8529604209783865,2.1750742234871723e-05,1.0,0.2939695831130132,1.5028660982352449e-07,3.597397804260254,2.8120085158323906e-07,1.070923297957771e-12,2.5819350412348285e-05,0.9001827052486076,0.11634176224470139,1.0,0.9950026464696223,0.594162106513977,1.000000238418579
180,3,2340,-0.33512172460740414,-10.09591007232666,0.0,0.8478141641954475,4.1247913031838834e-05,1.0,0.3301959812583455,4.865817260224503e-08,4.662531852722168,2.7975045654215415e-07,6.136738795077534e-14,0.00010111721348948777,0.8905717621151453,0.11157292872667313,1.0,0.993055884170736,0.4449666142463684,1.000000238418579
180,4,2337,-0.26625300634670646,-11.69373893737793,0.0,0.8756347164699091,8.345909918716643e-06,1.0,0.2720687192090923,7.166831039739918e-08,3.2050671577453613,3.036988501002324e-07,6.367942451964521e-15,7.580396049888805e-05,0.9081862517845748,0.14655554294586182,1.0,0.994755524164803,0.7258798480033875,1.000000238418579
180,5,2343,-0.2899349886480519,-14.4381103515625,0.0,0.8644269726541509,5.365477022678533e-07,1.0,0.28788099004724244,2.8563057696828764e-08,3.635817527770996,5.938537127769321e-07,1.1530854328550659e-14,0.0001331909152213484,0.9022408661854303,0.12267287820577621,1.0,0.9949836581118637,0.6109808683395386,1.000000238418579
180,6,2343,-0.27251789015004485,-7.15049934387207,0.0,0.8720611777369796,0.0007844722713343799,1.0,0.27811769613518167,1.408735883501322e-08,3.121746301651001,1.1332991114328293e-06,8.788016061553425e-16,0.00028443909832276404,0.9041629849980389,0.09997184574604034,1.0,0.9938637786475298,0.6215834617614746,1.000000238418579
180,7,2341,-0.33628607418997264,-9.276521682739258,0.0,0.8496484803304423,9.359612158732489e-05,1.0,0.3328252844247949,1.656072612377102e-09,4.214290618896484,3.4960701445803133e-06,1.6969991431351627e-16,0.000783005089033395,0.8808505029880251,0.0993376299738884,1.0,0.989427652714447,0.4915710687637329,1.0000001192092896
180,8,2344,-0.25925186597540156,-8.696383476257324,0.0,0.8792949877046426,0.00016718935512471944,1.0,0.2614609323340135,1.8069357121675012e-09,3.49172306060791,3.205612187873762e-06,5.509349450509e-17,0.0013540368527173996,0.9099757358965817,0.09997894614934921,1.0,0.9950100694856139,0.6035616993904114,1.000000238418579
180,9,2325,-0.20565283393633588,-8.336469650268555,0.0,0.8949521577611793,0.000239616769249551,1.0,0.21770412516270105,3.824105476724071e-08,4.238051414489746,2.1131314155065682e-05,3.336563406748823e-14,0.024047991260886192,0.9240062319463299,0.09914623200893402,1.0,0.9974697866491092,0.5599485039710999,1.000000238418579
