slug,paper_label,plot_key,family,variant,step,sample_count,traced_count,traced_ratio,score,response_length,answer_tail_confidence,low_confidence_token_ratio,token_entropy_mean,eos_prob_final,top1_prob_mean
instruct_b_reward_shuffle,Instruct nominal control condition,InstrShuffle,Instruct,Nominal control,42,4000,8,0.002,0.68,479.3125,0.9475248698145151,0.017852969194791513,0.11598657950526103,0.9853784926235676,0.9628214323893189
instruct_b_reward_shuffle,Instruct nominal control condition,InstrShuffle,Instruct,Nominal control,48,4000,8,0.002,0.6795,479.65625,0.905468215525616,0.03373749417005456,0.2510440210462548,0.9756462452933192,0.9481085101142526
instruct_b_reward_shuffle,Instruct nominal control condition,InstrShuffle,Instruct,Nominal control,54,4000,8,0.002,0.6875,498.5625,0.9417625102214515,0.01839081157959299,0.12246187875280157,0.9592962763144897,0.9631470171734691
instruct_b_reward_shuffle,Instruct nominal control condition,InstrShuffle,Instruct,Nominal control,60,4000,8,0.002,0.69125,485.0625,0.9084300170943607,0.02856702170902281,0.21160096494713798,0.9682503459043801,0.953640891239047
instruct_b_reward_shuffle,Instruct nominal control condition,InstrShuffle,Instruct,Nominal control,66,4000,8,0.002,0.6905,474.53125,0.9289845793973655,0.022021669517926057,0.16734874347457662,0.966358580510132,0.9607703164219856
instruct_b_reward_shuffle,Instruct nominal control condition,InstrShuffle,Instruct,Nominal control,72,4000,8,0.002,0.688,468.484375,0.9253661609254777,0.0222126670742,0.16611916830879636,0.9635897879488766,0.9601478846743703
instruct_b_reward_shuffle,Instruct nominal control condition,InstrShuffle,Instruct,Nominal control,78,4000,8,0.002,0.69,476.109375,0.9196491437032819,0.024773651522991713,0.1750779568683356,0.9834042806178331,0.9575744867324829
instruct_b_reward_shuffle,Instruct nominal control condition,InstrShuffle,Instruct,Nominal control,84,4000,8,0.002,0.687,474.40625,0.9269090043380857,0.028552883846714394,0.21132487966679037,0.9717371356673539,0.9536679545417428
instruct_b_reward_shuffle,Instruct nominal control condition,InstrShuffle,Instruct,Nominal control,90,4000,8,0.002,0.69025,483.390625,0.9186288228956982,0.026298924702132354,0.2067518350086175,0.9719402352004636,0.955877935513854
instruct_b_reward_shuffle,Instruct nominal control condition,InstrShuffle,Instruct,Nominal control,96,4000,8,0.002,0.687,460.21875,0.9316795647609979,0.02296755274073803,0.15568927343701944,0.9901598724536598,0.9594160038977861
instruct_b_reward_shuffle,Instruct nominal control condition,InstrShuffle,Instruct,Nominal control,102,4000,8,0.002,0.6885,498.78125,0.9654349582269788,0.015848675760935294,0.10196013713721186,0.9980039987713099,0.9666765499860048
instruct_b_reward_shuffle,Instruct nominal control condition,InstrShuffle,Instruct,Nominal control,108,4000,8,0.002,0.68475,471.125,0.9272156606893986,0.025434557956032222,0.18645484640728682,0.9731269991025329,0.9580898554995656
instruct_b_reward_shuffle,Instruct nominal control condition,InstrShuffle,Instruct,Nominal control,114,4000,8,0.002,0.69425,481.1875,0.951975473202765,0.019359044279553927,0.11858201737049967,0.9913640441372991,0.9640136556699872
instruct_b_reward_shuffle,Instruct nominal control condition,InstrShuffle,Instruct,Nominal control,120,4000,8,0.002,0.686,493.453125,0.9420620389282703,0.01638097369504976,0.10434769379207864,0.9919707588851452,0.9664737237617373
instruct_b_reward_shuffle,Instruct nominal control condition,InstrShuffle,Instruct,Nominal control,126,4000,8,0.002,0.685,498.0,0.9632178386673331,0.014980091091274517,0.09743664035340771,0.9958259230479598,0.9670299319550395
instruct_b_reward_shuffle,Instruct nominal control condition,InstrShuffle,Instruct,Nominal control,132,4000,8,0.002,0.689,482.546875,0.950684039387852,0.01979791857957025,0.1409175622393377,0.9946146300062537,0.9627994000911713
instruct_b_reward_shuffle,Instruct nominal control condition,InstrShuffle,Instruct,Nominal control,138,4000,8,0.002,0.69225,474.140625,0.9324817550368607,0.02168482461820531,0.15606733952881768,0.987869375385344,0.960467672906816
instruct_b_reward_shuffle,Instruct nominal control condition,InstrShuffle,Instruct,Nominal control,144,4000,8,0.002,0.69125,474.03125,0.9365383122785715,0.019571799184632255,0.1374870758736506,0.971483705798164,0.9624491594731808
instruct_b_reward_shuffle,Instruct nominal control condition,InstrShuffle,Instruct,Nominal control,150,4000,8,0.002,0.6865,490.3125,0.9289261164085474,0.022997655789367855,0.16188287938712165,0.9810963573399931,0.9595998600125313
instruct_b_reward_shuffle,Instruct nominal control condition,InstrShuffle,Instruct,Nominal control,156,4000,8,0.002,0.68825,456.65625,0.9396276071638567,0.024597724859631853,0.1867156223161146,0.9854477364569902,0.957365452311933
instruct_b_reward_shuffle,Instruct nominal control condition,InstrShuffle,Instruct,Nominal control,162,4000,8,0.002,0.68575,448.0625,0.9578969581052661,0.015188927340204827,0.10022066696546972,0.9899914339184761,0.9672956373542547
instruct_b_reward_shuffle,Instruct nominal control condition,InstrShuffle,Instruct,Nominal control,168,4000,8,0.002,0.68625,480.921875,0.9241223223507404,0.029063704969303217,0.21830142807448283,0.9754792000167072,0.9536177297122777
instruct_b_reward_shuffle,Instruct nominal control condition,InstrShuffle,Instruct,Nominal control,174,4000,8,0.002,0.69625,467.703125,0.9312784687936073,0.02927726076450199,0.21354295749915764,0.9798686469439417,0.9541080398485065
instruct_b_reward_shuffle,Instruct nominal control condition,InstrShuffle,Instruct,Nominal control,180,4000,8,0.002,0.69325,486.09375,0.9381158373435028,0.032324018560757395,0.26441797584993765,0.9928879784420133,0.9494980950839818
instruct_c_n8_baseline,Instruct baseline (n=8),InstrCN8,Instruct,Baseline,0,4000,8,0.002,0.68375,473.25,0.9526396980509162,0.017585024510481162,0.11262250191066414,0.994733932428062,0.9623808907344937
instruct_c_n8_baseline,Instruct baseline (n=8),InstrCN8,Instruct,Baseline,6,4000,8,0.002,0.68075,504.671875,0.8871731654799078,0.05440450886453618,0.4433924196055159,0.9198625022545457,0.9289520580787212
instruct_c_n8_baseline,Instruct baseline (n=8),InstrCN8,Instruct,Baseline,12,4000,8,0.002,0.6805,470.3125,0.9456389902770752,0.019057017718296265,0.1253820710699074,0.9702596863353392,0.963483888655901
instruct_c_n8_baseline,Instruct baseline (n=8),InstrCN8,Instruct,Baseline,18,4000,8,0.002,0.688,493.484375,0.909700405325566,0.029181518435507314,0.21793360519222915,0.9705931940115988,0.9531245538964868
instruct_c_n8_baseline,Instruct baseline (n=8),InstrCN8,Instruct,Baseline,24,4000,8,0.002,0.68225,487.578125,0.9207492602508864,0.03260387512636953,0.2501983527909033,0.967505179985892,0.948334897402674
instruct_c_n8_baseline,Instruct baseline (n=8),InstrCN8,Instruct,Baseline,30,4000,8,0.002,0.6875,469.078125,0.9455961745698005,0.019730062304006424,0.1399531769566238,0.9818844147957861,0.9627289632335305
instruct_c_n8_baseline,Instruct baseline (n=8),InstrCN8,Instruct,Baseline,36,4000,8,0.002,0.6895,466.46875,0.9223445812240243,0.027189771422854392,0.1815094532794319,0.9845856549218297,0.9548409413546324
instruct_c_n8_baseline,Instruct baseline (n=8),InstrCN8,Instruct,Baseline,42,4000,8,0.002,0.68175,479.5625,0.949353788048029,0.01698242512793513,0.11224965495057404,0.9950609318912029,0.9638494895771146
instruct_c_n8_baseline,Instruct baseline (n=8),InstrCN8,Instruct,Baseline,48,4000,8,0.002,0.68775,449.03125,0.9291022797115147,0.0205041856461321,0.12843612191500142,0.9849321478977799,0.9624886736273766
instruct_c_n8_baseline,Instruct baseline (n=8),InstrCN8,Instruct,Baseline,54,4000,8,0.002,0.6915,473.40625,0.9385410319082439,0.021087689648993546,0.15362070023547858,0.9927142821252346,0.9610249772667885
instruct_c_n8_baseline,Instruct baseline (n=8),InstrCN8,Instruct,Baseline,60,4000,8,0.002,0.688,474.375,0.933322754688561,0.022516584351251367,0.15906840394018218,0.9808481147047132,0.9589715674519539
instruct_c_n8_baseline,Instruct baseline (n=8),InstrCN8,Instruct,Baseline,66,4000,8,0.002,0.68775,478.125,0.9393843160942197,0.020851920769928256,0.14092855504713953,0.9642743270960636,0.9613426337018609
instruct_c_n8_baseline,Instruct baseline (n=8),InstrCN8,Instruct,Baseline,72,4000,8,0.002,0.68575,484.796875,0.9358961349353194,0.020755566212756094,0.13879915041616186,0.9796000602655113,0.9624418644234538
instruct_c_n8_baseline,Instruct baseline (n=8),InstrCN8,Instruct,Baseline,78,4000,8,0.002,0.688,468.203125,0.9232948428689269,0.02077017967530992,0.1440171598806046,0.9628882264369167,0.9620949178934097
instruct_c_n8_baseline,Instruct baseline (n=8),InstrCN8,Instruct,Baseline,84,4000,8,0.002,0.685,474.21875,0.932987140622572,0.020389727669680724,0.15468343714019284,0.9730685530230403,0.9606392486020923
instruct_c_n8_baseline,Instruct baseline (n=8),InstrCN8,Instruct,Baseline,90,4000,8,0.002,0.69375,476.0,0.9322031257906929,0.020147709481534548,0.14778741128975525,0.9826030731201172,0.9612968638539314
instruct_c_n8_baseline,Instruct baseline (n=8),InstrCN8,Instruct,Baseline,96,4000,8,0.002,0.6935,468.609375,0.9377373646711931,0.018445353907736717,0.13002808165038005,0.9838881157338619,0.9632627721875906
instruct_c_n8_baseline,Instruct baseline (n=8),InstrCN8,Instruct,Baseline,102,4000,8,0.002,0.68325,488.09375,0.9493416326586157,0.017886896846903255,0.11732818355085328,0.9872743608430028,0.965286179445684
instruct_c_n8_baseline,Instruct baseline (n=8),InstrCN8,Instruct,Baseline,108,4000,8,0.002,0.68925,466.5,0.9253960420610383,0.03554797001197585,0.28762111673131585,0.9730708301067352,0.9471978689543903
instruct_c_n8_baseline,Instruct baseline (n=8),InstrCN8,Instruct,Baseline,114,4000,8,0.002,0.6845,482.890625,0.9527963371947408,0.01808462575354497,0.10961057001259178,0.9907892737537622,0.9654056718572974
instruct_c_n8_baseline,Instruct baseline (n=8),InstrCN8,Instruct,Baseline,120,4000,8,0.002,0.6955,480.59375,0.9402857136446983,0.024469603660691064,0.16731526603689417,0.9803563794121146,0.9586172429844737
instruct_c_n8_baseline,Instruct baseline (n=8),InstrCN8,Instruct,Baseline,126,4000,8,0.002,0.68825,481.09375,0.9486572830937803,0.020352558229205897,0.14354845986235887,0.9816596311429748,0.961320755071938
instruct_c_n8_baseline,Instruct baseline (n=8),InstrCN8,Instruct,Baseline,132,4000,8,0.002,0.68675,488.859375,0.9158948742551729,0.032741268070822116,0.2340240371413529,0.9643412045552395,0.9507872173562646
instruct_c_n8_baseline,Instruct baseline (n=8),InstrCN8,Instruct,Baseline,138,4000,8,0.002,0.68225,473.234375,0.9435457149520516,0.024982840222946834,0.18312951776897535,0.9839445645920932,0.9567446699365973
instruct_c_n8_baseline,Instruct baseline (n=8),InstrCN8,Instruct,Baseline,144,4000,8,0.002,0.69375,477.890625,0.9249437928083353,0.03606003806271474,0.30634226521942765,0.9879518989473581,0.946772528346628
instruct_c_n8_baseline,Instruct baseline (n=8),InstrCN8,Instruct,Baseline,150,4000,8,0.002,0.692,471.25,0.9546670950949192,0.01892445984049118,0.12820433161687106,0.9848797805607319,0.9632877176627517
instruct_c_n8_baseline,Instruct baseline (n=8),InstrCN8,Instruct,Baseline,156,4000,8,0.002,0.68925,476.25,0.9310626848600805,0.02307485034361889,0.17765225074253976,0.9826695574447513,0.9579470725730062
instruct_c_n8_baseline,Instruct baseline (n=8),InstrCN8,Instruct,Baseline,162,4000,8,0.002,0.6995,475.203125,0.957329879514873,0.018072388500513625,0.12112871027784422,0.9951614560559392,0.9635395854711533
instruct_c_n8_baseline,Instruct baseline (n=8),InstrCN8,Instruct,Baseline,168,4000,8,0.002,0.68825,470.4375,0.9556635683402419,0.017721917374728946,0.11331188213080168,0.9958001626655459,0.9641648521646857
instruct_c_n8_baseline,Instruct baseline (n=8),InstrCN8,Instruct,Baseline,174,4000,8,0.002,0.687,462.71875,0.9490623651072383,0.01900213083354174,0.11786708288127556,0.994650399312377,0.9641800476238132
instruct_c_n8_baseline,Instruct baseline (n=8),InstrCN8,Instruct,Baseline,180,4000,8,0.002,0.68725,470.34375,0.9571306044235826,0.018683212936593918,0.1322405325481668,0.9925984116271138,0.9634320987388492
