slug,paper_label,plot_key,family,variant,step,sample_count,traced_count,traced_ratio,score,response_length,answer_tail_confidence,low_confidence_token_ratio,token_entropy_mean,eos_prob_final,top1_prob_mean
base_c_n8_baseline,Base baseline (n=8),BaseCN8,Base,Baseline,180,4000,8,0.002,0.57325,603.078125,0.9330873591825366,0.032491942271008156,0.1838827544124797,0.9880379629321396,0.9354296224191785
base_c_n1_group_ablation,Base small-group ablation (n=1),BaseCN1,Base,Small-group ablation,0,4000,8,0.002,0.363,762.75,0.8157055672636488,0.11023128501255997,0.6334195281378925,0.7781918246637679,0.8562504909932613
base_c_n1_group_ablation,Base small-group ablation (n=1),BaseCN1,Base,Small-group ablation,6,4000,8,0.002,0.371,742.765625,0.8343168791616336,0.09121198565117083,0.46160808752756566,0.7684179862506343,0.8759798342362046
base_c_n1_group_ablation,Base small-group ablation (n=1),BaseCN1,Base,Small-group ablation,12,4000,8,0.002,0.383,733.109375,0.8190101241343655,0.10015060527075548,0.5749311627587304,0.747616854536395,0.8634965452365577
base_c_n1_group_ablation,Base small-group ablation (n=1),BaseCN1,Base,Small-group ablation,18,4000,8,0.002,0.39275,826.109375,0.8248763956362382,0.09552389760210644,0.5200417393352836,0.712551812852253,0.8724743137136102
base_c_n1_group_ablation,Base small-group ablation (n=1),BaseCN1,Base,Small-group ablation,24,4000,8,0.002,0.40975,714.0625,0.8019805709482171,0.08845873715472408,0.4901419439120218,0.7957128688158288,0.8770191031508148
base_c_n1_group_ablation,Base small-group ablation (n=1),BaseCN1,Base,Small-group ablation,30,4000,8,0.002,0.42075,724.328125,0.8274224846973084,0.08750213903840631,0.423619921784848,0.8406027565861302,0.8813417456112802
base_c_n1_group_ablation,Base small-group ablation (n=1),BaseCN1,Base,Small-group ablation,36,4000,8,0.002,0.4385,808.5625,0.8660655562998727,0.07611505921522621,0.4211266349302605,0.816944321499082,0.8859962439164519
base_c_n1_group_ablation,Base small-group ablation (n=1),BaseCN1,Base,Small-group ablation,42,4000,8,0.002,0.467,691.078125,0.8721808230038732,0.07574273033242207,0.3975371507694945,0.8426997463526407,0.8910078727640212
base_c_n1_group_ablation,Base small-group ablation (n=1),BaseCN1,Base,Small-group ablation,48,4000,8,0.002,0.4725,600.9375,0.893427568487823,0.06253940836177208,0.31937286583706737,0.9051538617095776,0.90282316878438
base_c_n1_group_ablation,Base small-group ablation (n=1),BaseCN1,Base,Small-group ablation,54,4000,8,0.002,0.485,670.328125,0.8859224400293897,0.059134134789928794,0.3426463216310367,0.859916593714569,0.9055383447557688
base_c_n1_group_ablation,Base small-group ablation (n=1),BaseCN1,Base,Small-group ablation,60,4000,8,0.002,0.5035,614.875,0.8611271939007565,0.06568674472509883,0.33028936805203557,0.8815648649247405,0.9017514577135444
base_c_n1_group_ablation,Base small-group ablation (n=1),BaseCN1,Base,Small-group ablation,66,4000,8,0.002,0.50875,655.5625,0.9132420113310218,0.0526303256774554,0.2708263212116435,0.9158658654141536,0.9142255904152989
base_c_n1_group_ablation,Base small-group ablation (n=1),BaseCN1,Base,Small-group ablation,72,4000,8,0.002,0.512,574.484375,0.8963111909106374,0.051316910481546074,0.26987610768992454,0.9395640910541913,0.9143402008339763
base_c_n1_group_ablation,Base small-group ablation (n=1),BaseCN1,Base,Small-group ablation,78,4000,8,0.002,0.52225,627.75,0.9170003179460764,0.04397708358010277,0.23671148449648172,0.9062804503839184,0.9204089641571045
base_c_n1_group_ablation,Base small-group ablation (n=1),BaseCN1,Base,Small-group ablation,84,4000,8,0.002,0.52725,639.296875,0.9157266360707581,0.03900371730924235,0.21211529371794313,0.9115081096216596,0.9278629375621676
base_c_n1_group_ablation,Base small-group ablation (n=1),BaseCN1,Base,Small-group ablation,90,4000,8,0.002,0.52375,619.078125,0.921176340430975,0.038706618404830806,0.20602494024205953,0.9453615419103796,0.9291525073349476
base_c_n1_group_ablation,Base small-group ablation (n=1),BaseCN1,Base,Small-group ablation,96,4000,8,0.002,0.53075,672.125,0.9206590282265097,0.04354880571918329,0.22893651318736374,0.9333783729168991,0.9236473944038153
base_c_n1_group_ablation,Base small-group ablation (n=1),BaseCN1,Base,Small-group ablation,102,4000,8,0.002,0.5285,589.25,0.8972332329140045,0.04908645428076852,0.2612865592818707,0.9235456811558275,0.9201012528501451
base_c_n1_group_ablation,Base small-group ablation (n=1),BaseCN1,Base,Small-group ablation,108,4000,8,0.002,0.53025,634.25,0.8952258860226721,0.044757526004104875,0.2320120830554515,0.9258547345077643,0.9218344837427139
base_c_n1_group_ablation,Base small-group ablation (n=1),BaseCN1,Base,Small-group ablation,114,4000,8,0.002,0.538,544.953125,0.9227013885974884,0.03916379158181371,0.21156911086291075,0.9674033913765829,0.9284554095938802
base_c_n1_group_ablation,Base small-group ablation (n=1),BaseCN1,Base,Small-group ablation,120,4000,8,0.002,0.5445,569.609375,0.9267587102949619,0.03156058402964845,0.17479986092075706,0.943249869871674,0.9379538893699646
base_c_n1_group_ablation,Base small-group ablation (n=1),BaseCN1,Base,Small-group ablation,126,4000,8,0.002,0.5495,571.9375,0.927851403132081,0.03364333027275279,0.1864037028281018,0.9532018523326354,0.9346094066277146
base_c_n1_group_ablation,Base small-group ablation (n=1),BaseCN1,Base,Small-group ablation,132,4000,8,0.002,0.54425,672.75,0.9186223549768329,0.03530009115638677,0.18512395955622196,0.9298049788428897,0.9349859328940511
base_c_n1_group_ablation,Base small-group ablation (n=1),BaseCN1,Base,Small-group ablation,138,4000,8,0.002,0.543,571.078125,0.9366980446502566,0.03463236597599462,0.18370853154920042,0.9777625966915346,0.9353498267009854
base_c_n1_group_ablation,Base small-group ablation (n=1),BaseCN1,Base,Small-group ablation,144,4000,8,0.002,0.54575,619.734375,0.9246619399636984,0.03673411455383757,0.1980373333208263,0.928262957189062,0.9318620152771473
base_c_n1_group_ablation,Base small-group ablation (n=1),BaseCN1,Base,Small-group ablation,150,4000,8,0.002,0.5495,580.921875,0.933932420797646,0.033465039890870685,0.18554682383546606,0.9458724597957493,0.9344893386587501
base_c_n1_group_ablation,Base small-group ablation (n=1),BaseCN1,Base,Small-group ablation,156,4000,8,0.002,0.54275,571.453125,0.9323306931182742,0.03198130291275447,0.17535543907433748,0.9801814473178232,0.9376058019697666
base_c_n1_group_ablation,Base small-group ablation (n=1),BaseCN1,Base,Small-group ablation,162,4000,8,0.002,0.54875,609.71875,0.9286851165816188,0.03380223177373409,0.18266947113443166,0.942621335929619,0.935616728849709
base_c_n1_group_ablation,Base small-group ablation (n=1),BaseCN1,Base,Small-group ablation,168,4000,8,0.002,0.54775,602.90625,0.9215617296285927,0.03880765408030129,0.20977241592481732,0.9494296724394858,0.9283307464793324
base_c_n1_group_ablation,Base small-group ablation (n=1),BaseCN1,Base,Small-group ablation,174,4000,8,0.002,0.559,529.875,0.9188655931502581,0.03361372115614358,0.1873276053229347,0.9751690254967159,0.9343425808474422
base_c_n1_group_ablation,Base small-group ablation (n=1),BaseCN1,Base,Small-group ablation,180,4000,8,0.002,0.547,580.4375,0.900273151230067,0.048846669582417235,0.2811008564895019,0.9214564015991032,0.9226808473467827
base_d_weak_constraint,Base weak-regularization variant,BaseWeak,Base,Weak regularization,0,4000,8,0.002,0.3745,812.46875,0.8128798566467594,0.11598829957074486,0.6752286916598678,0.7339566613322962,0.851113623008132
base_d_weak_constraint,Base weak-regularization variant,BaseWeak,Base,Weak regularization,6,4000,8,0.002,0.38075,864.71875,0.7665586301591247,0.13213225893559866,0.741515805828385,0.6887766223364681,0.8353429650887847
base_d_weak_constraint,Base weak-regularization variant,BaseWeak,Base,Weak regularization,12,4000,8,0.002,0.41625,845.1875,0.8029653187986696,0.10394651946262456,0.585975700058043,0.7692175691248576,0.865963771706447
base_d_weak_constraint,Base weak-regularization variant,BaseWeak,Base,Weak regularization,18,4000,8,0.002,0.44025,727.34375,0.8649400100111961,0.056677704938920215,0.30139163229614496,0.8222178559516536,0.9068395551294088
base_d_weak_constraint,Base weak-regularization variant,BaseWeak,Base,Weak regularization,24,4000,8,0.002,0.4995,754.25,0.8658783121500164,0.05134235160949174,0.26945498504210263,0.7899646161262341,0.9144576005637646
base_d_weak_constraint,Base weak-regularization variant,BaseWeak,Base,Weak regularization,30,4000,8,0.002,0.51825,775.96875,0.9098711974802427,0.05572983699676115,0.3461928030010313,0.8212051917792976,0.9112335338722914
base_d_weak_constraint,Base weak-regularization variant,BaseWeak,Base,Weak regularization,36,4000,8,0.002,0.53225,639.359375,0.9359494289383292,0.03145265015336918,0.1902036095270887,0.8888701067523642,0.9345322456210852
base_d_weak_constraint,Base weak-regularization variant,BaseWeak,Base,Weak regularization,42,4000,8,0.002,0.5355,665.15625,0.9000703956262441,0.05268184250599006,0.32332402013707906,0.8931836797627581,0.918395719723776
base_d_weak_constraint,Base weak-regularization variant,BaseWeak,Base,Weak regularization,48,4000,8,0.002,0.5415,535.515625,0.915988290682435,0.03707528164522955,0.20368399878498167,0.9399005445917165,0.9310326473787427
base_d_weak_constraint,Base weak-regularization variant,BaseWeak,Base,Weak regularization,54,4000,8,0.002,0.55575,545.546875,0.9256365355104208,0.034251781151397154,0.18824331660289317,0.9579756070850268,0.9335898365825415
base_d_weak_constraint,Base weak-regularization variant,BaseWeak,Base,Weak regularization,60,4000,8,0.002,0.54675,589.84375,0.9183052591979504,0.03380761057633208,0.18544255482265726,0.9505476374769213,0.935501104220748
base_d_weak_constraint,Base weak-regularization variant,BaseWeak,Base,Weak regularization,66,4000,8,0.002,0.55275,599.125,0.9288234300911427,0.035584934914368205,0.1903079254552722,0.9320137408258595,0.9334083218127489
base_d_weak_constraint,Base weak-regularization variant,BaseWeak,Base,Weak regularization,72,4000,8,0.002,0.5525,650.6875,0.9342816611751914,0.03596878301323159,0.19308451900724322,0.945183352046209,0.9319398729130626
base_d_weak_constraint,Base weak-regularization variant,BaseWeak,Base,Weak regularization,78,4000,8,0.002,0.56,641.203125,0.8954963886644691,0.038009079777111765,0.19679021765477955,0.9041390300419282,0.9321514302864671
base_d_weak_constraint,Base weak-regularization variant,BaseWeak,Base,Weak regularization,84,4000,8,0.002,0.562,602.28125,0.9245883394032717,0.02961790581321111,0.170478229643777,0.9491117627016644,0.938833293505013
base_d_weak_constraint,Base weak-regularization variant,BaseWeak,Base,Weak regularization,90,4000,8,0.002,0.557,599.828125,0.9379812013357878,0.03259217878803611,0.17841409984976053,0.9331865073509676,0.9371136324480176
base_d_weak_constraint,Base weak-regularization variant,BaseWeak,Base,Weak regularization,96,4000,8,0.002,0.55775,766.9375,0.9308346416801214,0.037447338763740845,0.2138678570627235,0.868475359552136,0.9324081586673856
base_d_weak_constraint,Base weak-regularization variant,BaseWeak,Base,Weak regularization,102,4000,8,0.002,0.57475,623.0625,0.9403633745387197,0.03131268038850976,0.1725368705810979,0.915758461656701,0.939339330419898
base_d_weak_constraint,Base weak-regularization variant,BaseWeak,Base,Weak regularization,108,4000,8,0.002,0.5695,604.3125,0.9238535901531577,0.03280347895633895,0.17646023054840043,0.9366208950777183,0.93773955386132
base_d_weak_constraint,Base weak-regularization variant,BaseWeak,Base,Weak regularization,114,4000,8,0.002,0.56375,651.4375,0.9232845474034548,0.0340123281293927,0.18463621544651687,0.9234110395639046,0.9358089035376906
base_d_weak_constraint,Base weak-regularization variant,BaseWeak,Base,Weak regularization,120,4000,8,0.002,0.56575,569.21875,0.928579144179821,0.03194440477818716,0.17431667301570997,0.9822257878258824,0.9383187154307961
base_d_weak_constraint,Base weak-regularization variant,BaseWeak,Base,Weak regularization,126,4000,8,0.002,0.569,611.921875,0.9402183946222067,0.029938803032564465,0.1722880435991101,0.9486015722751524,0.9385557556524873
base_d_weak_constraint,Base weak-regularization variant,BaseWeak,Base,Weak regularization,132,4000,8,0.002,0.57475,549.640625,0.9334015613421798,0.029373671670327894,0.1663772176252678,0.9858319275081158,0.9401870602741838
base_d_weak_constraint,Base weak-regularization variant,BaseWeak,Base,Weak regularization,138,4000,8,0.002,0.5695,575.203125,0.9289684537798166,0.03358146311802557,0.18002221448114142,0.9061413656883865,0.9356925459578633
base_d_weak_constraint,Base weak-regularization variant,BaseWeak,Base,Weak regularization,144,4000,8,0.002,0.569,579.53125,0.9301995560526848,0.031407497692271136,0.16919022001093253,0.9951009703800082,0.9396773166954517
base_d_weak_constraint,Base weak-regularization variant,BaseWeak,Base,Weak regularization,150,4000,8,0.002,0.56775,600.828125,0.9449740350246429,0.028366532540530898,0.1557654447387904,0.9548841831181902,0.9433552138507366
base_d_weak_constraint,Base weak-regularization variant,BaseWeak,Base,Weak regularization,156,4000,8,0.002,0.569,559.84375,0.9315159637480974,0.029519176736357622,0.16316492180339992,0.9795686844736442,0.9413725323975086
base_d_weak_constraint,Base weak-regularization variant,BaseWeak,Base,Weak regularization,162,4000,8,0.002,0.56725,606.078125,0.9445648062974215,0.02814217305422062,0.15773652552161366,0.9421151009969377,0.9431458478793502
base_d_weak_constraint,Base weak-regularization variant,BaseWeak,Base,Weak regularization,168,4000,8,0.002,0.57,632.703125,0.931062126532197,0.027450499808765016,0.15448558947537094,0.9631230961531869,0.9442088166251779
base_d_weak_constraint,Base weak-regularization variant,BaseWeak,Base,Weak regularization,174,4000,8,0.002,0.5765,561.6875,0.9388493951410055,0.027287332275591325,0.1583746465621516,0.9777990495786071,0.9423373751342297
base_d_weak_constraint,Base weak-regularization variant,BaseWeak,Base,Weak regularization,180,4000,8,0.002,0.57475,578.609375,0.943669275380671,0.02935627276019659,0.15632654924411327,0.9737787619248194,0.9436556342989206
base_b_reward_shuffle,Base nominal control condition,BaseShuffle,Base,Nominal control,0,4000,8,0.002,0.3745,812.46875,0.8128798566467594,0.11598829957074486,0.6752286916598678,0.7339566613322962,0.851113623008132
base_b_reward_shuffle,Base nominal control condition,BaseShuffle,Base,Nominal control,6,4000,8,0.002,0.38925,844.453125,0.7908286755555309,0.1107986438437365,0.6306437025777996,0.7124251400306904,0.8549823667854071
base_b_reward_shuffle,Base nominal control condition,BaseShuffle,Base,Nominal control,12,4000,8,0.002,0.4325,786.578125,0.8257091813138686,0.10299704386852682,0.5490291436435655,0.6975440970983896,0.8632547815795988
base_b_reward_shuffle,Base nominal control condition,BaseShuffle,Base,Nominal control,18,4000,8,0.002,0.455,747.3125,0.898669664748013,0.056922699048300274,0.30483859858941287,0.8123479854981175,0.9066591272130609
base_b_reward_shuffle,Base nominal control condition,BaseShuffle,Base,Nominal control,24,4000,8,0.002,0.50275,686.40625,0.8734950637444854,0.060074620632804,0.315995657001622,0.8416783020326586,0.9064472364261746
base_b_reward_shuffle,Base nominal control condition,BaseShuffle,Base,Nominal control,30,4000,8,0.002,0.5155,681.109375,0.9191109016537666,0.0401946569327265,0.2152732473332435,0.8675697033263607,0.9268188718706369
base_b_reward_shuffle,Base nominal control condition,BaseShuffle,Base,Nominal control,36,4000,8,0.002,0.5275,592.3125,0.9020736473612487,0.043059023868408985,0.2340835474897176,0.927964254324525,0.9228991521522403
base_b_reward_shuffle,Base nominal control condition,BaseShuffle,Base,Nominal control,42,4000,8,0.002,0.52775,569.609375,0.9243714166805148,0.03802744076529052,0.20617967878933996,0.9397865922717331,0.9284603400155902
base_b_reward_shuffle,Base nominal control condition,BaseShuffle,Base,Nominal control,48,4000,8,0.002,0.53175,639.734375,0.9264965280890465,0.036996136434026994,0.20463259960524738,0.9045898260359885,0.9295680960640311
base_b_reward_shuffle,Base nominal control condition,BaseShuffle,Base,Nominal control,54,4000,8,0.002,0.53975,524.203125,0.9131437207106501,0.040119362267432734,0.21779846370918676,0.9781184944381494,0.9287205934524536
base_b_reward_shuffle,Base nominal control condition,BaseShuffle,Base,Nominal control,60,4000,8,0.002,0.54675,572.609375,0.9201692822389305,0.036497627952485345,0.20135263312840834,0.9399406304152295,0.9312183549627662
base_b_reward_shuffle,Base nominal control condition,BaseShuffle,Base,Nominal control,66,4000,8,0.002,0.54875,604.71875,0.9282639417797327,0.028903069302032236,0.17026841774350032,0.941686672383562,0.9395336238667369
base_b_reward_shuffle,Base nominal control condition,BaseShuffle,Base,Nominal control,72,4000,8,0.002,0.55375,605.3125,0.918527210393222,0.046301937007228844,0.25781003665179014,0.9314528122993289,0.9244885738007724
base_b_reward_shuffle,Base nominal control condition,BaseShuffle,Base,Nominal control,78,4000,8,0.002,0.55525,591.296875,0.893691640580073,0.04064199201820884,0.22186191973742098,0.9037693958693674,0.9254656173288822
base_b_reward_shuffle,Base nominal control condition,BaseShuffle,Base,Nominal control,84,4000,8,0.002,0.54925,684.828125,0.9149030023254454,0.037935806962195784,0.20755945215933025,0.9220133930772081,0.9311736281961203
base_b_reward_shuffle,Base nominal control condition,BaseShuffle,Base,Nominal control,90,4000,8,0.002,0.544,658.359375,0.923549011349678,0.037291500229912344,0.20304570777807385,0.9147153621278916,0.9301193747669458
base_b_reward_shuffle,Base nominal control condition,BaseShuffle,Base,Nominal control,96,4000,8,0.002,0.5475,707.015625,0.9237664653919637,0.04027593297359999,0.2133372687967494,0.8702541491416844,0.9273749506101012
base_b_reward_shuffle,Base nominal control condition,BaseShuffle,Base,Nominal control,102,4000,8,0.002,0.55175,634.8125,0.9417623784393072,0.0313072358694626,0.17804742208682,0.9140901772003431,0.9359195102006197
base_b_reward_shuffle,Base nominal control condition,BaseShuffle,Base,Nominal control,108,4000,8,0.002,0.56125,703.625,0.9390218881890178,0.03452456504601287,0.19293512927833945,0.9070931530380089,0.9336322052404284
base_b_reward_shuffle,Base nominal control condition,BaseShuffle,Base,Nominal control,114,4000,8,0.002,0.5725,620.59375,0.9131877338513732,0.042548099809209816,0.2193180602043867,0.9068210513240172,0.9265522453933954
base_b_reward_shuffle,Base nominal control condition,BaseShuffle,Base,Nominal control,120,4000,8,0.002,0.55925,615.453125,0.9351435462012887,0.036898565624142066,0.19914900127332658,0.9381725680671836,0.9313936959952116
base_b_reward_shuffle,Base nominal control condition,BaseShuffle,Base,Nominal control,126,4000,8,0.002,0.5625,580.5,0.9204916326561943,0.03837857331382111,0.2045740375178866,0.9390066899056857,0.931843183003366
base_b_reward_shuffle,Base nominal control condition,BaseShuffle,Base,Nominal control,132,4000,8,0.002,0.562,615.0,0.9296518685296178,0.03267680924182059,0.17580991587601602,0.9570691987715819,0.937284218147397
base_b_reward_shuffle,Base nominal control condition,BaseShuffle,Base,Nominal control,138,4000,8,0.002,0.56325,530.203125,0.9246785631403327,0.03189189766999334,0.17350224300753325,0.9637101111407254,0.937245930545032
base_b_reward_shuffle,Base nominal control condition,BaseShuffle,Base,Nominal control,144,4000,8,0.002,0.5615,544.484375,0.9093756261281669,0.04548311882535927,0.23510990769136697,0.9555265128147072,0.9236340122297406
base_b_reward_shuffle,Base nominal control condition,BaseShuffle,Base,Nominal control,150,4000,8,0.002,0.56075,738.25,0.916900304146111,0.03680082363280235,0.19299284822773188,0.8921164669330962,0.93219402898103
base_b_reward_shuffle,Base nominal control condition,BaseShuffle,Base,Nominal control,156,4000,8,0.002,0.55925,613.015625,0.9294458711519837,0.035731704148929566,0.185022798134014,0.9605347417188032,0.935993704944849
base_b_reward_shuffle,Base nominal control condition,BaseShuffle,Base,Nominal control,162,4000,8,0.002,0.5755,552.421875,0.941072610206902,0.03319592823390849,0.18179330800194293,0.9612098188553381,0.9357658931985497
base_b_reward_shuffle,Base nominal control condition,BaseShuffle,Base,Nominal control,168,4000,8,0.002,0.563,579.984375,0.9198596673086286,0.03332368160772603,0.18211233732290566,0.9513235506616696,0.9351514214649796
base_b_reward_shuffle,Base nominal control condition,BaseShuffle,Base,Nominal control,174,4000,8,0.002,0.56325,600.9375,0.9349313005805016,0.04155668924795464,0.24797751323785633,0.9458106374445294,0.9277600641362369
base_b_reward_shuffle,Base nominal control condition,BaseShuffle,Base,Nominal control,180,4000,8,0.002,0.5745,531.34375,0.9213907327502966,0.03572932210227009,0.18667401518905535,0.968836368064595,0.9342738194391131
instruct_b_reward_shuffle,Instruct nominal control condition,InstrShuffle,Instruct,Nominal control,0,4000,8,0.002,0.68375,473.25,0.9526396980509162,0.017585024510481162,0.11262250191066414,0.994733932428062,0.9623808907344937
instruct_b_reward_shuffle,Instruct nominal control condition,InstrShuffle,Instruct,Nominal control,6,4000,8,0.002,0.685,479.140625,0.9268419053405523,0.02103590029219049,0.14920111373066902,0.9632824286818504,0.960042373277247
instruct_b_reward_shuffle,Instruct nominal control condition,InstrShuffle,Instruct,Nominal control,12,4000,8,0.002,0.6875,473.75,0.9336574313929304,0.02797563818967319,0.193190224992577,0.9886806514114141,0.951701432466507
instruct_b_reward_shuffle,Instruct nominal control condition,InstrShuffle,Instruct,Nominal control,18,4000,8,0.002,0.68625,485.953125,0.931559553835541,0.02650770524633117,0.1990032087196596,0.9728562999516726,0.9532810468226671
instruct_b_reward_shuffle,Instruct nominal control condition,InstrShuffle,Instruct,Nominal control,24,4000,8,0.002,0.67575,517.96875,0.9381068946240703,0.023283404298126698,0.16290240903617814,0.964047985655779,0.9589459076523781
instruct_b_reward_shuffle,Instruct nominal control condition,InstrShuffle,Instruct,Nominal control,30,4000,8,0.002,0.6905,477.40625,0.9550155093893409,0.018072963692247868,0.1142838309169747,0.9861892787739635,0.9648690689355135
instruct_b_reward_shuffle,Instruct nominal control condition,InstrShuffle,Instruct,Nominal control,36,4000,8,0.002,0.69275,474.484375,0.9434193153865635,0.0189398273214465,0.12617102189688012,0.9888550164178014,0.9623030545189977
