slug,paper_label,short_label,family,kind,step,sample_count,score,response_length,answer_tail_confidence,low_confidence_token_ratio,token_entropy_mean,eos_prob_final,top1_prob_mean
base_full,Base full-data,Base full,Base,full-data,36,4000,0.49125,643.25,0.8994213817641139,0.0432630323630292,0.23176649899687618,0.8915179664485287,0.9232805073261261
base_full,Base full-data,Base full,Base,full-data,42,4000,0.5125,642.6875,0.8915783786214888,0.047206075039866846,0.25391861621756107,0.9197751682526696,0.9178968789055943
base_full,Base full-data,Base full,Base,full-data,48,4000,0.51925,668.375,0.9081554422155023,0.038676340438541956,0.2114334610523656,0.9146978369105638,0.9272305425256491
base_full,Base full-data,Base full,Base,full-data,54,4000,0.53375,678.875,0.9182837205007672,0.044304326227575075,0.22979676141403615,0.8736877736127742,0.9233570424839854
base_full,Base full-data,Base full,Base,full-data,60,4000,0.54775,690.09375,0.9258873742073774,0.03643843246391043,0.1994841763516888,0.8993317491051389,0.9311819514259696
base_full,Base full-data,Base full,Base,full-data,66,4000,0.5485,554.296875,0.8838616451248527,0.055655237649261835,0.30356930603738874,0.8989616101025604,0.9131654864177108
base_full,Base full-data,Base full,Base,full-data,72,4000,0.55775,594.78125,0.9293866166844964,0.03302636129956227,0.18781682418193668,0.9589659500233694,0.9336857805028558
base_full,Base full-data,Base full,Base,full-data,78,4000,0.5695,573.53125,0.9115384928882122,0.0359123658054159,0.20448138035135344,0.9568901468266031,0.9296774500980973
base_full,Base full-data,Base full,Base,full-data,84,4000,0.56525,628.234375,0.9263451192528009,0.03470447922882158,0.18504390388261527,0.9194736633379827,0.9345113262534142
base_full,Base full-data,Base full,Base,full-data,90,4000,0.57475,553.140625,0.919829158578068,0.03258692219242221,0.1851817200658843,0.9832141324877739,0.9355156002566218
base_full,Base full-data,Base full,Base,full-data,96,4000,0.5735,569.390625,0.9318281747400761,0.03330555307911709,0.18057002197019756,0.9872929463163018,0.9361803783103824
base_full,Base full-data,Base full,Base,full-data,102,4000,0.5755,574.40625,0.9111672565340996,0.03567425923392875,0.18473138270201162,0.9363207858248492,0.9347356241196394
base_full,Base full-data,Base full,Base,full-data,108,4000,0.584,583.859375,0.9183433265425265,0.03816925838327734,0.20196618291083723,0.9647263595192113,0.9305986249819398
base_full,Base full-data,Base full,Base,full-data,114,4000,0.5875,500.578125,0.9191508898511529,0.03451708120701369,0.19348858250305057,0.967464895453304,0.9314101804047823
base_full,Base full-data,Base full,Base,full-data,120,4000,0.59475,598.96875,0.9251348562538624,0.03527186904102564,0.19084773142822087,0.9488809944009162,0.9324978226795793
base_full,Base full-data,Base full,Base,full-data,126,4000,0.6025,598.15625,0.9368879403918982,0.030013610346941277,0.16827238438418135,0.9524801355850654,0.9392374316230416
base_full,Base full-data,Base full,Base,full-data,132,4000,0.59425,616.9375,0.9100397154688835,0.03470277522865217,0.18719846865860745,0.9058127645664281,0.9329827092587948
base_full,Base full-data,Base full,Base,full-data,138,4000,0.60325,562.875,0.9314165487885475,0.02947861018765252,0.16942046995973215,0.9325909295853592,0.9391298843547702
base_full,Base full-data,Base full,Base,full-data,144,4000,0.5865,591.984375,0.9353426592424512,0.03037732253142167,0.16934125300031155,0.94729624180209,0.9394423794001341
base_full,Base full-data,Base full,Base,full-data,150,4000,0.58875,546.859375,0.9216685304418206,0.03332864365802379,0.18194405233953148,0.9564210649338942,0.9353135945275426
base_full,Base full-data,Base full,Base,full-data,156,4000,0.60125,574.125,0.9198937639594078,0.036635848227888346,0.20985170872882009,0.9549662948507809,0.9308974556624889
base_full,Base full-data,Base full,Base,full-data,162,4000,0.60425,525.796875,0.9206161815673113,0.030962812328652944,0.17167814151616767,0.9779702356318012,0.9375195875763893
base_full,Base full-data,Base full,Base,full-data,168,4000,0.6025,548.9375,0.9266048921272159,0.031254282184818294,0.17959609342506155,0.964760515373255,0.9355373196303844
base_full,Base full-data,Base full,Base,full-data,174,4000,0.606,610.65625,0.9243492949754,0.03144533273371053,0.17091454501496628,0.9489233029517821,0.9384213155135512
base_full,Base full-data,Base full,Base,full-data,180,4000,0.6105,536.0,0.9319833125919104,0.03080470369604882,0.17184821492992342,0.9548670652879994,0.9378436077386141
base_n1,Base small-group ablation (n=1),Base n=1,Base,one-shot,0,4000,0.363,762.75,0.8157055672636488,0.11023128501255997,0.6334195281378925,0.7781918246637679,0.8562504909932613
base_n1,Base small-group ablation (n=1),Base n=1,Base,one-shot,6,4000,0.371,742.765625,0.8343168791616336,0.09121198565117083,0.46160808752756566,0.7684179862506343,0.8759798342362046
base_n1,Base small-group ablation (n=1),Base n=1,Base,one-shot,12,4000,0.383,733.109375,0.8190101241343655,0.10015060527075548,0.5749311627587304,0.747616854536395,0.8634965452365577
base_n1,Base small-group ablation (n=1),Base n=1,Base,one-shot,18,4000,0.39275,826.109375,0.8248763956362382,0.09552389760210644,0.5200417393352836,0.712551812852253,0.8724743137136102
base_n1,Base small-group ablation (n=1),Base n=1,Base,one-shot,24,4000,0.40975,714.0625,0.8019805709482171,0.08845873715472408,0.4901419439120218,0.7957128688158288,0.8770191031508148
base_n1,Base small-group ablation (n=1),Base n=1,Base,one-shot,30,4000,0.42075,724.328125,0.8274224846973084,0.08750213903840631,0.423619921784848,0.8406027565861302,0.8813417456112802
base_n1,Base small-group ablation (n=1),Base n=1,Base,one-shot,36,4000,0.4385,808.5625,0.8660655562998727,0.07611505921522621,0.4211266349302605,0.816944321499082,0.8859962439164519
base_n1,Base small-group ablation (n=1),Base n=1,Base,one-shot,42,4000,0.467,691.078125,0.8721808230038732,0.07574273033242207,0.3975371507694945,0.8426997463526407,0.8910078727640212
base_n1,Base small-group ablation (n=1),Base n=1,Base,one-shot,48,4000,0.4725,600.9375,0.893427568487823,0.06253940836177208,0.31937286583706737,0.9051538617095776,0.90282316878438
base_n1,Base small-group ablation (n=1),Base n=1,Base,one-shot,54,4000,0.485,670.328125,0.8859224400293897,0.059134134789928794,0.3426463216310367,0.859916593714569,0.9055383447557688
base_n1,Base small-group ablation (n=1),Base n=1,Base,one-shot,60,4000,0.5035,614.875,0.8611271939007565,0.06568674472509883,0.33028936805203557,0.8815648649247405,0.9017514577135444
base_n1,Base small-group ablation (n=1),Base n=1,Base,one-shot,66,4000,0.50875,655.5625,0.9132420113310218,0.0526303256774554,0.2708263212116435,0.9158658654141536,0.9142255904152989
base_n1,Base small-group ablation (n=1),Base n=1,Base,one-shot,72,4000,0.512,574.484375,0.8963111909106374,0.051316910481546074,0.26987610768992454,0.9395640910541913,0.9143402008339763
base_n1,Base small-group ablation (n=1),Base n=1,Base,one-shot,78,4000,0.52225,627.75,0.9170003179460764,0.04397708358010277,0.23671148449648172,0.9062804503839184,0.9204089641571045
base_n1,Base small-group ablation (n=1),Base n=1,Base,one-shot,84,4000,0.52725,639.296875,0.9157266360707581,0.03900371730924235,0.21211529371794313,0.9115081096216596,0.9278629375621676
base_n1,Base small-group ablation (n=1),Base n=1,Base,one-shot,90,4000,0.52375,619.078125,0.921176340430975,0.038706618404830806,0.20602494024205953,0.9453615419103796,0.9291525073349476
base_n1,Base small-group ablation (n=1),Base n=1,Base,one-shot,96,4000,0.53075,672.125,0.9206590282265097,0.04354880571918329,0.22893651318736374,0.9333783729168991,0.9236473944038153
base_n1,Base small-group ablation (n=1),Base n=1,Base,one-shot,102,4000,0.5285,589.25,0.8972332329140045,0.04908645428076852,0.2612865592818707,0.9235456811558275,0.9201012528501451
base_n1,Base small-group ablation (n=1),Base n=1,Base,one-shot,108,4000,0.53025,634.25,0.8952258860226721,0.044757526004104875,0.2320120830554515,0.9258547345077643,0.9218344837427139
base_n1,Base small-group ablation (n=1),Base n=1,Base,one-shot,114,4000,0.538,544.953125,0.9227013885974884,0.03916379158181371,0.21156911086291075,0.9674033913765829,0.9284554095938802
base_n1,Base small-group ablation (n=1),Base n=1,Base,one-shot,120,4000,0.5445,569.609375,0.9267587102949619,0.03156058402964845,0.17479986092075706,0.943249869871674,0.9379538893699646
base_n1,Base small-group ablation (n=1),Base n=1,Base,one-shot,126,4000,0.5495,571.9375,0.927851403132081,0.03364333027275279,0.1864037028281018,0.9532018523326354,0.9346094066277146
base_n1,Base small-group ablation (n=1),Base n=1,Base,one-shot,132,4000,0.54425,672.75,0.9186223549768329,0.03530009115638677,0.18512395955622196,0.9298049788428897,0.9349859328940511
base_n1,Base small-group ablation (n=1),Base n=1,Base,one-shot,138,4000,0.543,571.078125,0.9366980446502566,0.03463236597599462,0.18370853154920042,0.9777625966915346,0.9353498267009854
base_n1,Base small-group ablation (n=1),Base n=1,Base,one-shot,144,4000,0.54575,619.734375,0.9246619399636984,0.03673411455383757,0.1980373333208263,0.928262957189062,0.9318620152771473
base_n1,Base small-group ablation (n=1),Base n=1,Base,one-shot,150,4000,0.5495,580.921875,0.933932420797646,0.033465039890870685,0.18554682383546606,0.9458724597957493,0.9344893386587501
base_n1,Base small-group ablation (n=1),Base n=1,Base,one-shot,156,4000,0.54275,571.453125,0.9323306931182742,0.03198130291275447,0.17535543907433748,0.9801814473178232,0.9376058019697666
base_n1,Base small-group ablation (n=1),Base n=1,Base,one-shot,162,4000,0.54875,609.71875,0.9286851165816188,0.03380223177373409,0.18266947113443166,0.942621335929619,0.935616728849709
base_n1,Base small-group ablation (n=1),Base n=1,Base,one-shot,168,4000,0.54775,602.90625,0.9215617296285927,0.03880765408030129,0.20977241592481732,0.9494296724394858,0.9283307464793324
base_n1,Base small-group ablation (n=1),Base n=1,Base,one-shot,174,4000,0.559,529.875,0.9188655931502581,0.03361372115614358,0.1873276053229347,0.9751690254967159,0.9343425808474422
base_n1,Base small-group ablation (n=1),Base n=1,Base,one-shot,180,4000,0.547,580.4375,0.900273151230067,0.048846669582417235,0.2811008564895019,0.9214564015991032,0.9226808473467827
base_weak,Base weak-regularization variant,Base weak-reg.,Base,one-shot,0,4000,0.3745,812.46875,0.8128798566467594,0.11598829957074486,0.6752286916598678,0.7339566613322962,0.851113623008132
base_weak,Base weak-regularization variant,Base weak-reg.,Base,one-shot,6,4000,0.38075,864.71875,0.7665586301591247,0.13213225893559866,0.741515805828385,0.6887766223364681,0.8353429650887847
base_weak,Base weak-regularization variant,Base weak-reg.,Base,one-shot,12,4000,0.41625,845.1875,0.8029653187986696,0.10394651946262456,0.585975700058043,0.7692175691248576,0.865963771706447
base_weak,Base weak-regularization variant,Base weak-reg.,Base,one-shot,18,4000,0.44025,727.34375,0.8649400100111961,0.056677704938920215,0.30139163229614496,0.8222178559516536,0.9068395551294088
base_weak,Base weak-regularization variant,Base weak-reg.,Base,one-shot,24,4000,0.4995,754.25,0.8658783121500164,0.05134235160949174,0.26945498504210263,0.7899646161262341,0.9144576005637646
base_weak,Base weak-regularization variant,Base weak-reg.,Base,one-shot,30,4000,0.51825,775.96875,0.9098711974802427,0.05572983699676115,0.3461928030010313,0.8212051917792976,0.9112335338722914
base_weak,Base weak-regularization variant,Base weak-reg.,Base,one-shot,36,4000,0.53225,639.359375,0.9359494289383292,0.03145265015336918,0.1902036095270887,0.8888701067523642,0.9345322456210852
base_weak,Base weak-regularization variant,Base weak-reg.,Base,one-shot,42,4000,0.5355,665.15625,0.9000703956262441,0.05268184250599006,0.32332402013707906,0.8931836797627581,0.918395719723776
base_weak,Base weak-regularization variant,Base weak-reg.,Base,one-shot,48,4000,0.5415,535.515625,0.915988290682435,0.03707528164522955,0.20368399878498167,0.9399005445917165,0.9310326473787427
base_weak,Base weak-regularization variant,Base weak-reg.,Base,one-shot,54,4000,0.55575,545.546875,0.9256365355104208,0.034251781151397154,0.18824331660289317,0.9579756070850268,0.9335898365825415
base_weak,Base weak-regularization variant,Base weak-reg.,Base,one-shot,60,4000,0.54675,589.84375,0.9183052591979504,0.03380761057633208,0.18544255482265726,0.9505476374769213,0.935501104220748
base_weak,Base weak-regularization variant,Base weak-reg.,Base,one-shot,66,4000,0.55275,599.125,0.9288234300911427,0.035584934914368205,0.1903079254552722,0.9320137408258595,0.9334083218127489
base_weak,Base weak-regularization variant,Base weak-reg.,Base,one-shot,72,4000,0.5525,650.6875,0.9342816611751914,0.03596878301323159,0.19308451900724322,0.945183352046209,0.9319398729130626
base_weak,Base weak-regularization variant,Base weak-reg.,Base,one-shot,78,4000,0.56,641.203125,0.8954963886644691,0.038009079777111765,0.19679021765477955,0.9041390300419282,0.9321514302864671
base_weak,Base weak-regularization variant,Base weak-reg.,Base,one-shot,84,4000,0.562,602.28125,0.9245883394032717,0.02961790581321111,0.170478229643777,0.9491117627016644,0.938833293505013
base_weak,Base weak-regularization variant,Base weak-reg.,Base,one-shot,90,4000,0.557,599.828125,0.9379812013357878,0.03259217878803611,0.17841409984976053,0.9331865073509676,0.9371136324480176
base_weak,Base weak-regularization variant,Base weak-reg.,Base,one-shot,96,4000,0.55775,766.9375,0.9308346416801214,0.037447338763740845,0.2138678570627235,0.868475359552136,0.9324081586673856
base_weak,Base weak-regularization variant,Base weak-reg.,Base,one-shot,102,4000,0.57475,623.0625,0.9403633745387197,0.03131268038850976,0.1725368705810979,0.915758461656701,0.939339330419898
base_weak,Base weak-regularization variant,Base weak-reg.,Base,one-shot,108,4000,0.5695,604.3125,0.9238535901531577,0.03280347895633895,0.17646023054840043,0.9366208950777183,0.93773955386132
base_weak,Base weak-regularization variant,Base weak-reg.,Base,one-shot,114,4000,0.56375,651.4375,0.9232845474034548,0.0340123281293927,0.18463621544651687,0.9234110395639046,0.9358089035376906
base_weak,Base weak-regularization variant,Base weak-reg.,Base,one-shot,120,4000,0.56575,569.21875,0.928579144179821,0.03194440477818716,0.17431667301570997,0.9822257878258824,0.9383187154307961
base_weak,Base weak-regularization variant,Base weak-reg.,Base,one-shot,126,4000,0.569,611.921875,0.9402183946222067,0.029938803032564465,0.1722880435991101,0.9486015722751524,0.9385557556524873
base_weak,Base weak-regularization variant,Base weak-reg.,Base,one-shot,132,4000,0.57475,549.640625,0.9334015613421798,0.029373671670327894,0.1663772176252678,0.9858319275081158,0.9401870602741838
base_weak,Base weak-regularization variant,Base weak-reg.,Base,one-shot,138,4000,0.5695,575.203125,0.9289684537798166,0.03358146311802557,0.18002221448114142,0.9061413656883865,0.9356925459578633
base_weak,Base weak-regularization variant,Base weak-reg.,Base,one-shot,144,4000,0.569,579.53125,0.9301995560526848,0.031407497692271136,0.16919022001093253,0.9951009703800082,0.9396773166954517
base_weak,Base weak-regularization variant,Base weak-reg.,Base,one-shot,150,4000,0.56775,600.828125,0.9449740350246429,0.028366532540530898,0.1557654447387904,0.9548841831181902,0.9433552138507366
base_weak,Base weak-regularization variant,Base weak-reg.,Base,one-shot,156,4000,0.569,559.84375,0.9315159637480974,0.029519176736357622,0.16316492180339992,0.9795686844736442,0.9413725323975086
base_weak,Base weak-regularization variant,Base weak-reg.,Base,one-shot,162,4000,0.56725,606.078125,0.9445648062974215,0.02814217305422062,0.15773652552161366,0.9421151009969377,0.9431458478793502
base_weak,Base weak-regularization variant,Base weak-reg.,Base,one-shot,168,4000,0.57,632.703125,0.931062126532197,0.027450499808765016,0.15448558947537094,0.9631230961531869,0.9442088166251779
base_weak,Base weak-regularization variant,Base weak-reg.,Base,one-shot,174,4000,0.5765,561.6875,0.9388493951410055,0.027287332275591325,0.1583746465621516,0.9777990495786071,0.9423373751342297
base_weak,Base weak-regularization variant,Base weak-reg.,Base,one-shot,180,4000,0.57475,578.609375,0.943669275380671,0.02935627276019659,0.15632654924411327,0.9737787619248194,0.9436556342989206
base_random,Base corrupted-reward control,Base random-reward,Base,control,0,4000,0.363,762.75,0.8157055672636488,0.11023128501255997,0.6334195281378925,0.7781918246637679,0.8562504909932613
base_random,Base corrupted-reward control,Base random-reward,Base,control,6,4000,0.35475,773.65625,0.7676221834262833,0.11045990968705155,0.5936047126306221,0.7046507628812819,0.8551595318131149
base_random,Base corrupted-reward control,Base random-reward,Base,control,12,4000,0.23275,680.5625,0.5541378159487067,0.2936038179032039,1.968125903280452,0.45972939935297474,0.6828467348823324
base_random,Base corrupted-reward control,Base random-reward,Base,control,18,4000,0.023,1107.1875,0.236335011482538,0.7141693410812877,6.644923973508412,0.08689351171649312,0.2936655760568101
base_random,Base corrupted-reward control,Base random-reward,Base,control,24,4000,0.00425,940.265625,0.06849183340349896,0.9011527001857758,9.046765041537583,0.031215773986077788,0.11379057237354573
base_random,Base corrupted-reward control,Base random-reward,Base,control,30,4000,0.002,1084.296875,0.008591158978731528,0.9714434333145618,10.627667210996151,0.014269282817735984,0.03221950169245247
base_random,Base corrupted-reward control,Base random-reward,Base,control,36,4000,0.00025,1186.234375,0.025526041723068715,0.9665122395381331,10.592494286596775,0.0358272858019566,0.039147924220742425
base_random,Base corrupted-reward control,Base random-reward,Base,control,42,4000,0.0,1312.78125,0.011773710662538406,0.9850578773766756,10.951852172613144,0.0006920335878431716,0.019592259548517177
base_random,Base corrupted-reward control,Base random-reward,Base,control,48,4000,0.00025,1256.25,0.001484071776900464,0.997415971942246,11.198080003261566,0.005678854747719342,0.008139968998875702
base_random,Base corrupted-reward control,Base random-reward,Base,control,54,4000,0.00025,1422.984375,0.00022657742762532962,0.9995127897709608,11.401242464780807,0.0021985930911228024,0.0030527222788805375
base_random,Base corrupted-reward control,Base random-reward,Base,control,60,4000,0.0,1327.859375,0.000137237867718909,0.9983179653063416,11.351502895355225,0.0009057593399006691,0.00478621203910734
base_random,Base corrupted-reward control,Base random-reward,Base,control,66,4000,0.00025,1378.703125,8.116539206071138e-05,0.9997258316725492,11.44954951107502,0.00041992133265011944,0.002473973689120612
base_random,Base corrupted-reward control,Base random-reward,Base,control,72,4000,0.00025,1394.796875,0.009149179893370274,0.9956745766103268,11.355910047888756,0.000538381636509655,0.007441751329679391
base_random,Base corrupted-reward control,Base random-reward,Base,control,78,4000,0.0,1239.5625,0.00020373239038917745,0.9998593777418137,11.396125301718712,0.0010553220931797114,0.004179086983640445
base_random,Base corrupted-reward control,Base random-reward,Base,control,84,4000,0.00025,1305.078125,0.0007983828624702483,0.9983389284461737,11.435053154826164,0.0008806665711063033,0.003473815688266768
base_random,Base corrupted-reward control,Base random-reward,Base,control,90,4000,0.00025,1174.265625,0.00019813053016548565,0.9998636757954955,11.440092265605927,0.0006613555549392913,0.0037617919297190383
base_random,Base corrupted-reward control,Base random-reward,Base,control,96,4000,0.0,1553.5625,7.483589750734154e-05,0.9996798392385244,11.519321516156197,0.0006422332597821878,0.002064758929918753
base_random,Base corrupted-reward control,Base random-reward,Base,control,102,4000,0.0,1374.078125,5.0303833887710425e-05,0.9995343144983053,11.513608381152153,0.0004421998381189951,0.0023434356389770983
base_random,Base corrupted-reward control,Base random-reward,Base,control,108,4000,0.0,1238.21875,0.00044966927760015096,0.9988281931728125,11.450355216860771,0.001040143948785044,0.003648760000942275
base_random,Base corrupted-reward control,Base random-reward,Base,control,114,4000,0.0,1618.859375,0.00019745233753099,0.9999522175639868,11.52399680018425,0.0003827810905931983,0.0021005793860240374
base_random,Base corrupted-reward control,Base random-reward,Base,control,120,4000,0.0,1359.1875,0.00027760376326568803,0.9996793558821082,11.504664704203606,0.0038723441056944807,0.0026213518485747045
base_random,Base corrupted-reward control,Base random-reward,Base,control,126,4000,0.0,1435.71875,0.004166069090487667,0.9994049072265625,11.529197037220001,0.0003525146997951367,0.002367822862652247
base_random,Base corrupted-reward control,Base random-reward,Base,control,132,4000,0.0,1269.6875,0.00015129707252725666,0.9999470878392458,11.499087616801262,0.0009712695113677228,0.002609814706374891
base_random,Base corrupted-reward control,Base random-reward,Base,control,138,4000,0.0,1292.671875,0.014512075796702106,0.9991558454930782,11.508388802409172,0.01662123623680145,0.003070743510761531
base_random,Base corrupted-reward control,Base random-reward,Base,control,144,4000,0.0,1502.84375,3.788904821533379e-05,0.9999471558257937,11.549695640802383,0.0004504928992901114,0.0019146429094689665
base_random,Base corrupted-reward control,Base random-reward,Base,control,150,4000,0.0,1260.484375,6.063225376351511e-05,0.9999923706054688,11.532356694340706,0.0007900970392711315,0.002106520843881299
base_random,Base corrupted-reward control,Base random-reward,Base,control,156,4000,0.0,1469.21875,0.0001521583400290183,0.9999923706054688,11.541123285889626,0.0007784785935314176,0.002244998335299897
base_random,Base corrupted-reward control,Base random-reward,Base,control,162,4000,0.00025,1427.125,0.0002925307263836885,0.9994570259004831,11.53378663957119,0.0006323509270487193,0.002654747882843367
base_random,Base corrupted-reward control,Base random-reward,Base,control,168,4000,0.0,1313.609375,0.000162703500265593,0.9999847412109375,11.531799972057343,0.0009245046654200451,0.0024098206813505385
base_random,Base corrupted-reward control,Base random-reward,Base,control,174,4000,0.0,1474.046875,6.63319338087831e-05,1.0,11.5595773011446,0.0004235699538241988,0.0019033643275179202
base_random,Base corrupted-reward control,Base random-reward,Base,control,180,4000,0.00025,1192.359375,7.381637497871907e-05,1.0,11.546642050147057,0.000919751329945484,0.0021174618450459093
instr_n8,Instruct baseline (n=8),Instruct n=8,Instruct,one-shot,0,4000,0.68375,473.25,0.9526396980509162,0.017585024510481162,0.11262250191066414,0.994733932428062,0.9623808907344937
instr_n8,Instruct baseline (n=8),Instruct n=8,Instruct,one-shot,6,4000,0.68075,504.671875,0.8871731654799078,0.05440450886453618,0.4433924196055159,0.9198625022545457,0.9289520580787212
