step,training/global_step,training/global_step_timestamp,actor/entropy,actor/entropy_timestamp,actor/kl_loss,actor/kl_loss_timestamp,actor/ppo_kl,actor/ppo_kl_timestamp,actor/pg_loss,actor/pg_loss_timestamp,response_length/mean,response_length/mean_timestamp,val-core/math500/reward/mean@1,val-core/math500/reward/mean@1_timestamp,val-core/math500/reward/pass@1,val-core/math500/reward/pass@1_timestamp,val-aux/math500/response_length/mean@1,val-aux/math500/response_length/mean@1_timestamp,val-token/math500/summary/token_entropy_mean,val-token/math500/summary/token_entropy_mean_timestamp,val-token/math500/summary/low_confidence_token_ratio,val-token/math500/summary/low_confidence_token_ratio_timestamp,val-token/math500/summary/response_length_mean,val-token/math500/summary/response_length_mean_timestamp,val-token/math500/summary/top1_prob_mean,val-token/math500/summary/top1_prob_mean_timestamp,val-token/math500/summary/eos_prob_mean,val-token/math500/summary/eos_prob_mean_timestamp,val-token/math500/summary/topk_mass_mean,val-token/math500/summary/topk_mass_mean_timestamp,val-token/math500/summary/analyzed_samples,val-token/math500/summary/analyzed_samples_timestamp,val-token/math500/summary/analyzed_sample_fraction,val-token/math500/summary/analyzed_sample_fraction_timestamp
52,52.0,1775398417000.0,0.1736534386873245,1775398417000.0,0.0012281546314625,1775398417000.0,0.0001116172854835,1775398417000.0,-187.24129796028137,1775398417000.0,572.5,1775398417000.0,,,,,,,,,,,,,,,,,,,,,,
53,53.0,1775398449000.0,0.1777440458536148,1775398449000.0,0.0011241811916988,1775398449000.0,-8.559911702832323e-05,1775398449000.0,-185.6552627086639,1775398449000.0,641.34375,1775398449000.0,,,,,,,,,,,,,,,,,,,,,,
54,54.0,1775398511000.0,0.1574837863445282,1775398511000.0,0.0011659397696348,1775398511000.0,0.0001852873010648,1775398511000.0,-204.786878824234,1775398511000.0,593.28125,1775398511000.0,0.512,1775398511000.0,0.512,1775398511000.0,544.53125,1775398511000.0,0.2986320563470958,1775398511000.0,0.0564131994261119,1775398511000.0,544.53125,1775398511000.0,0.9064614852839598,1775398511000.0,0.0017905825629918,1775398511000.0,0.9859807677522108,1775398511000.0,64.0,1775398511000.0,0.128,1775398511000.0
55,55.0,1775398545000.0,0.1612992733716964,1775398545000.0,0.0011197577568964,1775398545000.0,-6.909328783422097e-05,1775398545000.0,-173.44736003875732,1775398545000.0,674.265625,1775398545000.0,,,,,,,,,,,,,,,,,,,,,,
56,56.0,1775398577000.0,0.1570630222558975,1775398577000.0,0.0011600227189774,1775398577000.0,0.0001325158128793,1775398577000.0,-180.2516777515411,1775398577000.0,625.0625,1775398577000.0,,,,,,,,,,,,,,,,,,,,,,
57,57.0,1775398610000.0,0.2038021683692932,1775398610000.0,0.0013798581494484,1775398610000.0,-6.566719962464163e-05,1775398610000.0,-225.00454425811768,1775398610000.0,628.0625,1775398610000.0,,,,,,,,,,,,,,,,,,,,,,
58,58.0,1775398643000.0,0.1568076312541961,1775398643000.0,0.0014944443573767,1775398643000.0,-1.9634338229934656e-05,1775398643000.0,-208.92930936813352,1775398643000.0,598.359375,1775398643000.0,,,,,,,,,,,,,,,,,,,,,,
59,59.0,1775398676000.0,0.1533016711473465,1775398676000.0,0.0016736721045162,1775398676000.0,0.0001533907255861,1775398676000.0,-196.5311803817749,1775398676000.0,676.171875,1775398676000.0,,,,,,,,,,,,,,,,,,,,,,
60,60.0,1775398736000.0,0.1642860323190689,1775398736000.0,0.0010228224891761,1775398736000.0,-0.0001237637252415,1775398736000.0,-213.7448260784149,1775398736000.0,689.765625,1775398736000.0,0.494,1775398736000.0,0.494,1775398736000.0,608.03125,1775398736000.0,0.2748118026740456,1775398736000.0,0.0536310839286632,1775398736000.0,608.03125,1775398736000.0,0.9102990734262874,1775398736000.0,0.0014897802720856,1775398736000.0,0.9887057310901248,1775398736000.0,64.0,1775398736000.0,0.128,1775398736000.0
61,61.0,1775398764000.0,0.1457022428512573,1775398764000.0,0.0010147851662622,1775398764000.0,3.742718615740159e-05,1775398764000.0,-206.8614883422852,1775398764000.0,584.234375,1775398764000.0,,,,,,,,,,,,,,,,,,,,,,
62,62.0,1775398787000.0,0.1340269893407821,1775398787000.0,0.001361580176308,1775398787000.0,0.0001279090781736,1775398787000.0,-248.77241230010983,1775398787000.0,541.859375,1775398787000.0,,,,,,,,,,,,,,,,,,,,,,
63,63.0,1775398818000.0,0.1684482246637344,1775398818000.0,0.0010805817910295,1775398818000.0,4.2423006220815296e-05,1775398818000.0,-215.48466658592224,1775398818000.0,628.5,1775398818000.0,,,,,,,,,,,,,,,,,,,,,,
64,64.0,1775398848000.0,0.149040475487709,1775398848000.0,0.0011771475510613,1775398848000.0,0.0001091738522518,1775398848000.0,-232.35764265060425,1775398848000.0,615.5,1775398848000.0,,,,,,,,,,,,,,,,,,,,,,
65,65.0,1775398878000.0,0.1666719615459442,1775398878000.0,0.0016084872913779,1775398878000.0,-0.0001223898942726,1775398878000.0,-192.8212971687317,1775398878000.0,583.46875,1775398878000.0,,,,,,,,,,,,,,,,,,,,,,
66,66.0,1775398939000.0,0.1471111178398132,1775398939000.0,0.0015273727003659,1775398939000.0,-3.255949877711828e-05,1775398939000.0,-210.84646368026733,1775398939000.0,607.234375,1775398939000.0,0.498,1775398939000.0,0.498,1775398939000.0,617.90625,1775398939000.0,0.3354460850764206,1775398939000.0,0.0633945278915693,1775398939000.0,617.90625,1775398939000.0,0.9027600423197149,1775398939000.0,0.0015005918403088,1775398939000.0,0.9810270304528664,1775398939000.0,64.0,1775398939000.0,0.128,1775398939000.0
67,67.0,1775398970000.0,0.1720603108406067,1775398970000.0,0.0013098957751935,1775398970000.0,-4.01643863483514e-05,1775398970000.0,-190.94227504730225,1775398970000.0,646.375,1775398970000.0,,,,,,,,,,,,,,,,,,,,,,
68,68.0,1775399000000.0,0.1437075287103653,1775399000000.0,0.0012852149666287,1775399000000.0,-0.0001385521323413,1775399000000.0,-235.1790816783905,1775399000000.0,594.140625,1775399000000.0,,,,,,,,,,,,,,,,,,,,,,
69,69.0,1775399030000.0,0.1618591845035553,1775399030000.0,0.0015959581178321,1775399030000.0,-0.0001006731376946,1775399030000.0,-203.31750917434687,1775399030000.0,601.5625,1775399030000.0,,,,,,,,,,,,,,,,,,,,,,
70,70.0,1775399061000.0,0.1462350487709045,1775399061000.0,0.0013575300690717,1775399061000.0,-2.863066951874771e-05,1775399061000.0,-211.9998366832733,1775399061000.0,580.46875,1775399061000.0,,,,,,,,,,,,,,,,,,,,,,
71,71.0,1775399091000.0,0.145373985171318,1775399091000.0,0.0016616404573142,1775399091000.0,-0.0001267266379727,1775399091000.0,-225.42684125900269,1775399091000.0,579.359375,1775399091000.0,,,,,,,,,,,,,,,,,,,,,,
72,72.0,1775399151000.0,0.1483823210000991,1775399151000.0,0.0015711518863099,1775399151000.0,2.732686880335677e-06,1775399151000.0,-213.29355478286743,1775399151000.0,641.65625,1775399151000.0,0.522,1775399151000.0,0.522,1775399151000.0,597.8125,1775399151000.0,0.2457886115581155,1775399151000.0,0.0462362780972294,1775399151000.0,597.8125,1775399151000.0,0.917040552198108,1775399151000.0,0.0015805974805954,1775399151000.0,0.9910641498236648,1775399151000.0,64.0,1775399151000.0,0.128,1775399151000.0
73,73.0,1775399181000.0,0.1434030830860138,1775399181000.0,0.0017019534607243,1775399181000.0,-0.000102366261558,1775399181000.0,-243.88572454452515,1775399181000.0,598.65625,1775399181000.0,,,,,,,,,,,,,,,,,,,,,,
74,74.0,1775399212000.0,0.1392934322357177,1775399212000.0,0.001455596917367,1775399212000.0,0.0002368150614984,1775399212000.0,-242.805029630661,1775399212000.0,571.59375,1775399212000.0,,,,,,,,,,,,,,,,,,,,,,
75,75.0,1775399235000.0,0.1382285505533218,1775399235000.0,0.0017301062507613,1775399235000.0,-1.5973921762224563e-05,1775399235000.0,-221.51034593582156,1775399235000.0,547.515625,1775399235000.0,,,,,,,,,,,,,,,,,,,,,,
76,76.0,1775399265000.0,0.1330875754356384,1775399265000.0,0.0016480004123877,1775399265000.0,-7.110713886504527e-05,1775399265000.0,-231.33703994750977,1775399265000.0,550.21875,1775399265000.0,,,,,,,,,,,,,,,,,,,,,,
77,77.0,1775399295000.0,0.1466863304376602,1775399295000.0,0.0019090135792794,1775399295000.0,9.315688907918228e-05,1775399295000.0,-227.0268955230713,1775399295000.0,575.953125,1775399295000.0,,,,,,,,,,,,,,,,,,,,,,
78,78.0,1775399346000.0,0.1253340989351272,1775399346000.0,0.0019413551417528,1775399346000.0,-9.421862705494276e-05,1775399346000.0,-239.12993907928467,1775399346000.0,524.0,1775399346000.0,0.506,1775399346000.0,0.506,1775399346000.0,678.609375,1775399346000.0,0.2794549913953794,1775399346000.0,0.0528654647601943,1775399346000.0,678.609375,1775399346000.0,0.9100211286815986,1775399346000.0,0.0013199760235064,1775399346000.0,0.9878916050814618,1775399346000.0,64.0,1775399346000.0,0.128,1775399346000.0
79,79.0,1775399377000.0,0.1386405080556869,1775399377000.0,0.0019170444575138,1775399377000.0,-0.0001486170626776,1775399377000.0,-206.0881190299988,1775399377000.0,597.890625,1775399377000.0,,,,,,,,,,,,,,,,,,,,,,
80,80.0,1775399407000.0,0.1394005417823791,1775399407000.0,0.0018865461970563,1775399407000.0,-0.0001226697710876,1775399407000.0,-208.9922721385956,1775399407000.0,596.65625,1775399407000.0,,,,,,,,,,,,,,,,,,,,,,
81,81.0,1775399438000.0,0.136365070939064,1775399438000.0,0.0018052105369861,1775399438000.0,9.718072499254048e-05,1775399438000.0,-218.85402917861936,1775399438000.0,546.796875,1775399438000.0,,,,,,,,,,,,,,,,,,,,,,
82,82.0,1775399468000.0,0.1400072574615478,1775399468000.0,0.0018801394617184,1775399468000.0,7.831113612155605e-05,1775399468000.0,-217.3317213058472,1775399468000.0,578.125,1775399468000.0,,,,,,,,,,,,,,,,,,,,,,
83,83.0,1775399499000.0,0.1421774923801422,1775399499000.0,0.0020624127355404,1775399499000.0,-7.638996487457916e-05,1775399499000.0,-225.10708928108212,1775399499000.0,577.46875,1775399499000.0,,,,,,,,,,,,,,,,,,,,,,
84,84.0,1775399562000.0,0.1321932077407837,1775399562000.0,0.0022894724825164,1775399562000.0,8.349806194019038e-06,1775399562000.0,-235.1818950176239,1775399562000.0,584.296875,1775399562000.0,0.512,1775399562000.0,0.512,1775399562000.0,649.46875,1775399562000.0,0.2835392753044187,1775399562000.0,0.0548525236972525,1775399562000.0,649.46875,1775399562000.0,0.9076877858855236,1775399562000.0,0.0015103385391766,1775399562000.0,0.9883701971656392,1775399562000.0,64.0,1775399562000.0,0.128,1775399562000.0
85,85.0,1775399593000.0,0.1357350200414657,1775399593000.0,0.0019218179368181,1775399593000.0,-0.0002023841019536,1775399593000.0,-216.0869874954224,1775399593000.0,591.140625,1775399593000.0,,,,,,,,,,,,,,,,,,,,,,
86,86.0,1775399617000.0,0.128153920173645,1775399617000.0,0.0020972335696569,1775399617000.0,-8.800335592695774e-06,1775399617000.0,-246.72616147994995,1775399617000.0,518.71875,1775399617000.0,,,,,,,,,,,,,,,,,,,,,,
87,87.0,1775399647000.0,0.1245747730135917,1775399647000.0,0.0020728899835376,1775399647000.0,0.0001644627045607,1775399647000.0,-236.8716640472412,1775399647000.0,539.671875,1775399647000.0,,,,,,,,,,,,,,,,,,,,,,
88,88.0,1775399677000.0,0.1396254599094391,1775399677000.0,0.0023900963496998,1775399677000.0,-0.0001612457039747,1775399677000.0,-212.57179236412048,1775399677000.0,544.28125,1775399677000.0,,,,,,,,,,,,,,,,,,,,,,
89,89.0,1775399707000.0,0.1285610347986221,1775399707000.0,0.0021624688597512,1775399707000.0,-9.525996847514762e-05,1775399707000.0,-227.2629313468933,1775399707000.0,567.796875,1775399707000.0,,,,,,,,,,,,,,,,,,,,,,
