step,training/global_step,training/global_step_timestamp,actor/entropy,actor/entropy_timestamp,actor/kl_loss,actor/kl_loss_timestamp,actor/ppo_kl,actor/ppo_kl_timestamp,actor/pg_loss,actor/pg_loss_timestamp,response_length/mean,response_length/mean_timestamp,val-core/math500/reward/mean@1,val-core/math500/reward/mean@1_timestamp,val-core/math500/reward/pass@1,val-core/math500/reward/pass@1_timestamp,val-aux/math500/response_length/mean@1,val-aux/math500/response_length/mean@1_timestamp,val-token/math500/summary/token_entropy_mean,val-token/math500/summary/token_entropy_mean_timestamp,val-token/math500/summary/low_confidence_token_ratio,val-token/math500/summary/low_confidence_token_ratio_timestamp,val-token/math500/summary/response_length_mean,val-token/math500/summary/response_length_mean_timestamp,val-token/math500/summary/top1_prob_mean,val-token/math500/summary/top1_prob_mean_timestamp,val-token/math500/summary/eos_prob_mean,val-token/math500/summary/eos_prob_mean_timestamp,val-token/math500/summary/topk_mass_mean,val-token/math500/summary/topk_mass_mean_timestamp,val-token/math500/summary/analyzed_samples,val-token/math500/summary/analyzed_samples_timestamp,val-token/math500/summary/analyzed_sample_fraction,val-token/math500/summary/analyzed_sample_fraction_timestamp
90,90.0,1775399766000.0,0.1385771483182907,1775399766000.0,0.0022201863321242,1775399766000.0,0.0002467995152528,1775399766000.0,-235.71044087409973,1775399766000.0,561.328125,1775399766000.0,0.514,1775399766000.0,0.514,1775399766000.0,618.765625,1775399766000.0,0.273910335921172,1775399766000.0,0.0512865836721294,1775399766000.0,618.765625,1775399766000.0,0.9107490438020748,1775399766000.0,0.0014843321198704,1775399766000.0,0.9890334328564516,1775399766000.0,64.0,1775399766000.0,0.128,1775399766000.0
91,91.0,1775399797000.0,0.1403830200433731,1775399797000.0,0.002051915609627,1775399797000.0,-4.6961597433892166e-05,1775399797000.0,-223.2295277118683,1775399797000.0,591.046875,1775399797000.0,,,,,,,,,,,,,,,,,,,,,,
92,92.0,1775399828000.0,0.1268686056137085,1775399828000.0,0.0023433471433236,1775399828000.0,0.0002361240171921,1775399828000.0,-235.22467684745789,1775399828000.0,564.234375,1775399828000.0,,,,,,,,,,,,,,,,,,,,,,
93,93.0,1775399860000.0,0.1365826427936554,1775399860000.0,0.0024867822867236,1775399860000.0,-0.0001970639623323,1775399860000.0,-226.3144509792328,1775399860000.0,550.203125,1775399860000.0,,,,,,,,,,,,,,,,,,,,,,
94,94.0,1775399892000.0,0.1288849860429763,1775399892000.0,0.0024770678137429,1775399892000.0,0.000231345362863,1775399892000.0,-243.10944056510925,1775399892000.0,581.484375,1775399892000.0,,,,,,,,,,,,,,,,,,,,,,
95,95.0,1775399922000.0,0.1285024881362915,1775399922000.0,0.0026418248307891,1775399922000.0,4.304327291038135e-05,1775399922000.0,-229.0926010608673,1775399922000.0,539.109375,1775399922000.0,,,,,,,,,,,,,,,,,,,,,,
96,96.0,1775399983000.0,0.1457858830690384,1775399983000.0,0.0022195257988641,1775399983000.0,5.4591200523645966e-05,1775399983000.0,-228.86512279510492,1775399983000.0,545.78125,1775399983000.0,0.506,1775399983000.0,0.506,1775399983000.0,584.984375,1775399983000.0,0.2860421502420467,1775399983000.0,0.0550228371484281,1775399983000.0,584.984375,1775399983000.0,0.91003542194261,1775399983000.0,0.0015867102680123,1775399983000.0,0.9865975904300422,1775399983000.0,64.0,1775399983000.0,0.128,1775399983000.0
97,97.0,1775400015000.0,0.1275000274181366,1775400015000.0,0.0025215919158654,1775400015000.0,-1.66859591672619e-05,1775400015000.0,-242.93718814849856,1775400015000.0,536.0625,1775400015000.0,,,,,,,,,,,,,,,,,,,,,,
98,98.0,1775400039000.0,0.1193762123584747,1775400039000.0,0.0027833103813463,1775400039000.0,6.915021640452323e-05,1775400039000.0,-238.4686393737793,1775400039000.0,525.484375,1775400039000.0,,,,,,,,,,,,,,,,,,,,,,
99,99.0,1775400069000.0,0.1395676434040069,1775400069000.0,0.0031081115157576,1775400069000.0,-5.687107568519423e-05,1775400069000.0,-243.1862313747406,1775400069000.0,559.109375,1775400069000.0,,,,,,,,,,,,,,,,,,,,,,
100,100.0,1775400092000.0,0.121803767979145,1775400092000.0,0.0029607603137264,1775400092000.0,0.0002378298005396,1775400092000.0,-247.30173444747925,1775400092000.0,510.0,1775400092000.0,,,,,,,,,,,,,,,,,,,,,,
101,101.0,1775400126000.0,0.1638125479221344,1775400126000.0,0.0025846702847047,1775400126000.0,4.511457427724963e-05,1775400126000.0,-243.7524425983429,1775400126000.0,568.015625,1775400126000.0,,,,,,,,,,,,,,,,,,,,,,
102,102.0,1775400190000.0,0.1548734605312347,1775400190000.0,0.0030959600990172,1775400190000.0,-8.903757429834513e-05,1775400190000.0,-212.94025254249573,1775400190000.0,560.453125,1775400190000.0,0.548,1775400190000.0,0.548,1775400190000.0,610.34375,1775400190000.0,0.2349768670788986,1775400190000.0,0.044262966565972,1775400190000.0,610.34375,1775400190000.0,0.920751489330001,1775400190000.0,0.0015875036960779,1775400190000.0,0.9919357377930688,1775400190000.0,64.0,1775400190000.0,0.128,1775400190000.0
103,103.0,1775400218000.0,0.1200347617268562,1775400218000.0,0.003257569274865,1775400218000.0,9.13310370833642e-05,1775400218000.0,-244.4806523323059,1775400218000.0,522.125,1775400218000.0,,,,,,,,,,,,,,,,,,,,,,
104,104.0,1775400251000.0,0.1255562305450439,1775400251000.0,0.0030737942433916,1775400251000.0,-0.0001852258242251,1775400251000.0,-234.43660354614252,1775400251000.0,528.34375,1775400251000.0,,,,,,,,,,,,,,,,,,,,,,
105,105.0,1775400282000.0,0.139429971575737,1775400282000.0,0.0030507150513585,1775400282000.0,2.0747150188071828e-05,1775400282000.0,-215.16133069992063,1775400282000.0,581.78125,1775400282000.0,,,,,,,,,,,,,,,,,,,,,,
106,106.0,1775400313000.0,0.1442666053771973,1775400313000.0,0.0028895007999381,1775400313000.0,7.509067847877304e-05,1775400313000.0,-235.8918943405151,1775400313000.0,563.59375,1775400313000.0,,,,,,,,,,,,,,,,,,,,,,
107,107.0,1775400334000.0,0.1178771555423736,1775400334000.0,0.0034686207072809,1775400334000.0,-0.000288832346996,1775400334000.0,-249.1902666091919,1775400334000.0,491.15625,1775400334000.0,,,,,,,,,,,,,,,,,,,,,,
108,108.0,1775400393000.0,0.1368800103664398,1775400393000.0,0.0031331045975093,1775400393000.0,-2.620223949634237e-05,1775400393000.0,-230.30127811431885,1775400393000.0,587.640625,1775400393000.0,0.544,1775400393000.0,0.544,1775400393000.0,715.296875,1775400393000.0,0.2093826864662488,1775400393000.0,0.0394504030232202,1775400393000.0,715.296875,1775400393000.0,0.9267188667399524,1775400393000.0,0.0012903101668155,1775400393000.0,0.9935804997154192,1775400393000.0,64.0,1775400393000.0,0.128,1775400393000.0
109,109.0,1775400415000.0,0.1146159023046493,1775400415000.0,0.0030941429286031,1775400415000.0,-0.0001609216069482,1775400415000.0,-256.0615634918213,1775400415000.0,512.578125,1775400415000.0,,,,,,,,,,,,,,,,,,,,,,
110,110.0,1775400445000.0,0.1171426996588707,1775400445000.0,0.0030269225972006,1775400445000.0,-0.0001068195333573,1775400445000.0,-236.7492637634277,1775400445000.0,525.734375,1775400445000.0,,,,,,,,,,,,,,,,,,,,,,
111,111.0,1775400476000.0,0.1419321000576019,1775400476000.0,0.0033410685937269,1775400476000.0,-1.1570484730327737e-06,1775400476000.0,-231.42990016937256,1775400476000.0,548.015625,1775400476000.0,,,,,,,,,,,,,,,,,,,,,,
112,112.0,1775400507000.0,0.1287386864423751,1775400507000.0,0.0033502768565085,1775400507000.0,7.243511026899796e-05,1775400507000.0,-247.46416664123532,1775400507000.0,550.390625,1775400507000.0,,,,,,,,,,,,,,,,,,,,,,
113,113.0,1775400538000.0,0.1258628666400909,1775400538000.0,0.0033224174112547,1775400538000.0,-1.939674461937102e-05,1775400538000.0,-243.1060667037964,1775400538000.0,522.5,1775400538000.0,,,,,,,,,,,,,,,,,,,,,,
114,114.0,1775400604000.0,0.1325128674507141,1775400604000.0,0.0038770698592998,1775400604000.0,2.64099764990533e-06,1775400604000.0,-247.9215931892395,1775400604000.0,556.203125,1775400604000.0,0.558,1775400604000.0,0.558,1775400604000.0,574.234375,1775400604000.0,0.2108922346326394,1775400604000.0,0.0391009768441675,1775400604000.0,574.234375,1775400604000.0,0.92581302499269,1775400604000.0,0.0017086016226254,1775400604000.0,0.9945598173711072,1775400604000.0,64.0,1775400604000.0,0.128,1775400604000.0
115,115.0,1775400652000.0,0.1378881931304931,1775400652000.0,0.0036950563007849,1775400652000.0,7.502515654778108e-05,1775400652000.0,-243.45516109466556,1775400652000.0,549.1875,1775400652000.0,,,,,,,,,,,,,,,,,,,,,,
116,116.0,1775400699000.0,0.117170825600624,1775400699000.0,0.003597697650548,1775400699000.0,-7.599368399269224e-05,1775400699000.0,-243.1174845695496,1775400699000.0,545.140625,1775400699000.0,,,,,,,,,,,,,,,,,,,,,,
117,117.0,1775400741000.0,0.1245554387569427,1775400741000.0,0.0038244769675657,1775400741000.0,-0.0001620079220856,1775400741000.0,-243.8514790534973,1775400741000.0,531.046875,1775400741000.0,,,,,,,,,,,,,,,,,,,,,,
118,118.0,1775400784000.0,0.1132441982626915,1775400784000.0,0.0036840328684775,1775400784000.0,0.0002206799942996,1775400784000.0,-247.2952175140381,1775400784000.0,499.984375,1775400784000.0,,,,,,,,,,,,,,,,,,,,,,
119,119.0,1775400832000.0,0.129636213183403,1775400832000.0,0.0037607275007758,1775400832000.0,0.0002386615319096,1775400832000.0,-226.726722240448,1775400832000.0,527.484375,1775400832000.0,,,,,,,,,,,,,,,,,,,,,,
120,120.0,1775400906000.0,0.1224798560142517,1775400906000.0,0.003873523310176,1775400906000.0,0.0003039693560822,1775400906000.0,-255.9435272216797,1775400906000.0,533.140625,1775400906000.0,0.542,1775400906000.0,0.542,1775400906000.0,606.875,1775400906000.0,0.2142611810525094,1775400906000.0,0.0394696189495365,1775400906000.0,606.875,1775400906000.0,0.9246887002742622,1775400906000.0,0.0015709376980799,1775400906000.0,0.993779813175221,1775400906000.0,64.0,1775400906000.0,0.128,1775400906000.0
121,121.0,1775400948000.0,0.1164636611938476,1775400948000.0,0.0036308298513176,1775400948000.0,-3.923747362932773e-05,1775400948000.0,-236.3080575466156,1775400948000.0,517.5,1775400948000.0,,,,,,,,,,,,,,,,,,,,,,
122,122.0,1775400981000.0,0.1204888448119163,1775400981000.0,0.0039752922602929,1775400981000.0,0.0001513900739382,1775400981000.0,-239.6554517745972,1775400981000.0,495.09375,1775400981000.0,,,,,,,,,,,,,,,,,,,,,,
123,123.0,1775401031000.0,0.1229028701782226,1775401031000.0,0.0037178256534389,1775401031000.0,-4.880782398686279e-05,1775401031000.0,-226.4357569217682,1775401031000.0,522.65625,1775401031000.0,,,,,,,,,,,,,,,,,,,,,,
124,124.0,1775401073000.0,0.1526024788618087,1775401073000.0,0.00343349025934,1775401073000.0,3.535394267828451e-05,1775401073000.0,-256.0154733657837,1775401073000.0,534.90625,1775401073000.0,,,,,,,,,,,,,,,,,,,,,,
125,125.0,1775401113000.0,0.1239145770668983,1775401113000.0,0.0035882938973372,1775401113000.0,-0.0002714284438525,1775401113000.0,-234.4942364692688,1775401113000.0,530.390625,1775401113000.0,,,,,,,,,,,,,,,,,,,,,,
126,126.0,1775401184000.0,0.115628570318222,1775401184000.0,0.0041927836718969,1775401184000.0,-3.3230636290682014e-05,1775401184000.0,-240.3101716041565,1775401184000.0,492.609375,1775401184000.0,0.546,1775401184000.0,0.546,1775401184000.0,584.40625,1775401184000.0,0.2324689325371704,1775401184000.0,0.0434468744986899,1775401184000.0,584.40625,1775401184000.0,0.9205859454390416,1775401184000.0,0.0016311998909215,1775401184000.0,0.9925913944594216,1775401184000.0,64.0,1775401184000.0,0.128,1775401184000.0
127,127.0,1775401221000.0,0.1268468201160431,1775401221000.0,0.0036618762969737,1775401221000.0,6.099578274643136e-05,1775401221000.0,-243.2245960235596,1775401221000.0,561.390625,1775401221000.0,,,,,,,,,,,,,,,,,,,,,,
128,128.0,1775401257000.0,0.139455109834671,1775401257000.0,0.0038235278698266,1775401257000.0,-2.057116830656014e-05,1775401257000.0,-223.3772459030151,1775401257000.0,571.90625,1775401257000.0,,,,,,,,,,,,,,,,,,,,,,
129,129.0,1775401296000.0,0.1259019523859024,1775401296000.0,0.0037196688281255,1775401296000.0,-1.73000660197431e-05,1775401296000.0,-244.04620790481567,1775401296000.0,548.28125,1775401296000.0,,,,,,,,,,,,,,,,,,,,,,
130,130.0,1775401345000.0,0.1223173588514328,1775401345000.0,0.0040002111563808,1775401345000.0,-1.341366578344605e-05,1775401345000.0,-226.91525745391849,1775401345000.0,527.59375,1775401345000.0,,,,,,,,,,,,,,,,,,,,,,
131,131.0,1775401373000.0,0.1160956919193267,1775401373000.0,0.0042503450531512,1775401373000.0,0.0002564734409133,1775401373000.0,-230.4231195449829,1775401373000.0,498.140625,1775401373000.0,,,,,,,,,,,,,,,,,,,,,,
132,132.0,1775401438000.0,0.1342736631631851,1775401438000.0,0.0040154434900614,1775401438000.0,7.373451239800488e-06,1775401438000.0,-221.5634524822235,1775401438000.0,565.265625,1775401438000.0,0.516,1775401438000.0,0.516,1775401438000.0,627.375,1775401438000.0,0.2500109075431116,1775401438000.0,0.0468469814704124,1775401438000.0,627.375,1775401438000.0,0.9177064226784776,1775401438000.0,0.0014907384884742,1775401438000.0,0.9907917984929973,1775401438000.0,64.0,1775401438000.0,0.128,1775401438000.0
133,133.0,1775401480000.0,0.1316152662038803,1775401480000.0,0.004203053897072,1775401480000.0,-9.70416267591645e-05,1775401480000.0,-235.7021691799164,1775401480000.0,521.0625,1775401480000.0,,,,,,,,,,,,,,,,,,,,,,
134,134.0,1775401514000.0,0.1142205223441124,1775401514000.0,0.0041246612017857,1775401514000.0,4.615660736817517e-05,1775401514000.0,-235.7983536720276,1775401514000.0,519.765625,1775401514000.0,,,,,,,,,,,,,,,,,,,,,,
135,135.0,1775401541000.0,0.1149105504155159,1775401541000.0,0.0042175595881417,1775401541000.0,-2.8701550490950467e-05,1775401541000.0,-256.029676437378,1775401541000.0,506.0,1775401541000.0,,,,,,,,,,,,,,,,,,,,,,
136,136.0,1775401573000.0,0.116613745689392,1775401573000.0,0.0045898413227405,1775401573000.0,-0.0002178181421186,1775401573000.0,-256.08074951171875,1775401573000.0,511.265625,1775401573000.0,,,,,,,,,,,,,,,,,,,,,,
137,137.0,1775401607000.0,0.1152598336338996,1775401607000.0,0.0046498722804244,1775401607000.0,0.0001239924397395,1775401607000.0,-249.18126010894773,1775401607000.0,503.78125,1775401607000.0,,,,,,,,,,,,,,,,,,,,,,
138,138.0,1775401674000.0,0.1683994829654693,1775401674000.0,0.0045088327751727,1775401674000.0,5.860047485839459e-05,1775401674000.0,-228.8864827156067,1775401674000.0,548.921875,1775401674000.0,0.57,1775401674000.0,0.57,1775401674000.0,622.03125,1775401674000.0,0.2326585952674465,1775401674000.0,0.043381060035167,1775401674000.0,622.03125,1775401674000.0,0.9192371518849668,1775401674000.0,0.0014985105081653,1775401674000.0,0.992874065400128,1775401674000.0,64.0,1775401674000.0,0.128,1775401674000.0
139,139.0,1775401706000.0,0.1196280047297477,1775401706000.0,0.0043754505459219,1775401706000.0,-3.548996681956851e-05,1775401706000.0,-229.32693672180176,1775401706000.0,510.484375,1775401706000.0,,,,,,,,,,,,,,,,,,,,,,
140,140.0,1775401750000.0,0.1281761527061462,1775401750000.0,0.0044832494750153,1775401750000.0,1.378994267042799e-05,1775401750000.0,-240.0207223892212,1775401750000.0,524.875,1775401750000.0,,,,,,,,,,,,,,,,,,,,,,
141,141.0,1775401779000.0,0.1125091165304184,1775401779000.0,0.0042383261170471,1775401779000.0,-8.24010783162521e-05,1775401779000.0,-249.49996185302737,1775401779000.0,502.46875,1775401779000.0,,,,,,,,,,,,,,,,,,,,,,
142,142.0,1775401815000.0,0.1349657475948333,1775401815000.0,0.0041030167631106,1775401815000.0,-0.000140601038197,1775401815000.0,-243.4925575256348,1775401815000.0,555.3125,1775401815000.0,,,,,,,,,,,,,,,,,,,,,,
143,143.0,1775401858000.0,0.1209882423281669,1775401858000.0,0.003974504317739,1775401858000.0,5.7494119403145305e-06,1775401858000.0,-243.5041661262512,1775401858000.0,524.328125,1775401858000.0,,,,,,,,,,,,,,,,,,,,,,
144,144.0,1775401936000.0,0.1391976028680801,1775401936000.0,0.0047140172100625,1775401936000.0,-0.0001017431263363,1775401936000.0,-234.30576300621036,1775401936000.0,537.59375,1775401936000.0,0.532,1775401936000.0,0.532,1775401936000.0,593.90625,1775401936000.0,0.2167095346909954,1775401936000.0,0.0404367271770586,1775401936000.0,593.90625,1775401936000.0,0.924522616881441,1775401936000.0,0.0016644737620809,1775401936000.0,0.9934110997256966,1775401936000.0,64.0,1775401936000.0,0.128,1775401936000.0
145,145.0,1775401963000.0,0.1159088015556335,1775401963000.0,0.0044278288405621,1775401963000.0,7.646461210697453e-05,1775401963000.0,-247.2508130073547,1775401963000.0,496.765625,1775401963000.0,,,,,,,,,,,,,,,,,,,,,,
146,146.0,1775401997000.0,0.1139983758330345,1775401997000.0,0.0046837898480589,1775401997000.0,-3.4154326783664146e-05,1775401997000.0,-234.18304181098932,1775401997000.0,520.375,1775401997000.0,,,,,,,,,,,,,,,,,,,,,,
147,147.0,1775402041000.0,0.1184076964855194,1775402041000.0,0.0047908435080898,1775402041000.0,0.0001152616437138,1775402041000.0,-243.5581121444702,1775402041000.0,529.28125,1775402041000.0,,,,,,,,,,,,,,,,,,,,,,
148,148.0,1775402074000.0,0.1252716034650802,1775402074000.0,0.0051195110499975,1775402074000.0,-2.084135917357344e-05,1775402074000.0,-235.0709936618805,1775402074000.0,517.21875,1775402074000.0,,,,,,,,,,,,,,,,,,,,,,
149,149.0,1775402106000.0,0.1090235486626625,1775402106000.0,0.0050682119617704,1775402106000.0,-0.0002188413549504,1775402106000.0,-256.0781917572021,1775402106000.0,491.3125,1775402106000.0,,,,,,,,,,,,,,,,,,,,,,
150,150.0,1775402178000.0,0.1111280471086502,1775402178000.0,0.0047020777419675,1775402178000.0,-0.0002225542298219,1775402178000.0,-256.07834243774414,1775402178000.0,484.46875,1775402178000.0,0.54,1775402178000.0,0.54,1775402178000.0,518.6875,1775402178000.0,0.228310432817896,1775402178000.0,0.0420231353175081,1775402178000.0,518.6875,1775402178000.0,0.924065750669982,1775402178000.0,0.0018938457819335,1775402178000.0,0.9915814078533588,1775402178000.0,64.0,1775402178000.0,0.128,1775402178000.0
151,151.0,1775402216000.0,0.1498812735080719,1775402216000.0,0.0049990713159786,1775402216000.0,0.000137088025724,1775402216000.0,-241.82861518859863,1775402216000.0,507.515625,1775402216000.0,,,,,,,,,,,,,,,,,,,,,,
152,152.0,1775402255000.0,0.106607124209404,1775402255000.0,0.0047983264666981,1775402255000.0,0.0001110126733436,1775402255000.0,-255.9950017929077,1775402255000.0,485.34375,1775402255000.0,,,,,,,,,,,,,,,,,,,,,,
153,153.0,1775402296000.0,0.1127083450555801,1775402296000.0,0.0045762483641738,1775402296000.0,8.754874011174252e-05,1775402296000.0,-234.0905945301056,1775402296000.0,507.984375,1775402296000.0,,,,,,,,,,,,,,,,,,,,,,
154,154.0,1775402350000.0,0.1199901551008224,1775402350000.0,0.0045016821095487,1775402350000.0,-2.13874112691137e-05,1775402350000.0,-227.84784507751465,1775402350000.0,560.21875,1775402350000.0,,,,,,,,,,,,,,,,,,,,,,
155,155.0,1775402386000.0,0.1099250167608261,1775402386000.0,0.0051064287836197,1775402386000.0,-1.594062851495437e-05,1775402386000.0,-256.0270652770996,1775402386000.0,474.296875,1775402386000.0,,,,,,,,,,,,,,,,,,,,,,
156,156.0,1775402475000.0,0.1060429736971855,1775402475000.0,0.0046792603679932,1775402475000.0,-8.624934389445116e-05,1775402475000.0,-235.16422367095947,1775402475000.0,518.296875,1775402475000.0,0.578,1775402475000.0,0.578,1775402475000.0,624.109375,1775402475000.0,0.3048148287365403,1775402475000.0,0.058959016598653,1775402475000.0,624.109375,1775402475000.0,0.9058720171071046,1775402475000.0,0.0015642511431059,1775402475000.0,0.9840219295833966,1775402475000.0,64.0,1775402475000.0,0.128,1775402475000.0
157,157.0,1775402514000.0,0.1270574629306793,1775402514000.0,0.0046777089737588,1775402514000.0,-3.8634056409136974e-05,1775402514000.0,-220.42294120788577,1775402514000.0,526.765625,1775402514000.0,,,,,,,,,,,,,,,,,,,,,,
158,158.0,1775402560000.0,0.1058481782674789,1775402560000.0,0.0053458265174413,1775402560000.0,-0.0001937660621251,1775402560000.0,-256.07172870635986,1775402560000.0,494.765625,1775402560000.0,,,,,,,,,,,,,,,,,,,,,,
159,159.0,1775402606000.0,0.1099670007824897,1775402606000.0,0.0053864831861574,1775402606000.0,0.0001202495200232,1775402606000.0,-242.98212456703183,1775402606000.0,508.953125,1775402606000.0,,,,,,,,,,,,,,,,,,,,,,
160,160.0,1775402651000.0,0.1037660166621208,1775402651000.0,0.0055855931423138,1775402651000.0,-0.0001395902079366,1775402651000.0,-256.057954788208,1775402651000.0,479.265625,1775402651000.0,,,,,,,,,,,,,,,,,,,,,,
161,161.0,1775402700000.0,0.1166291907429695,1775402700000.0,0.0048987861082423,1775402700000.0,5.217441628246888e-05,1775402700000.0,-247.59565210342407,1775402700000.0,527.265625,1775402700000.0,,,,,,,,,,,,,,,,,,,,,,
162,162.0,1775402772000.0,0.1076262816786766,1775402772000.0,0.0055176708992803,1775402772000.0,-2.952719182758301e-05,1775402772000.0,-256.030668258667,1775402772000.0,489.171875,1775402772000.0,0.536,1775402772000.0,0.536,1775402772000.0,532.859375,1775402772000.0,0.2317361560688757,1775402772000.0,0.0441310148667272,1775402772000.0,532.859375,1775402772000.0,0.9213059806818138,1775402772000.0,0.0018857197335165,1775402772000.0,0.9923519587211272,1775402772000.0,64.0,1775402772000.0,0.128,1775402772000.0
163,163.0,1775402821000.0,0.109682448208332,1775402821000.0,0.004856411491346,1775402821000.0,-0.0001602027206217,1775402821000.0,-242.85211205482483,1775402821000.0,501.015625,1775402821000.0,,,,,,,,,,,,,,,,,,,,,,
164,164.0,1775402863000.0,0.1351969987154007,1775402863000.0,0.0056267806648975,1775402863000.0,0.0002277593316648,1775402863000.0,-242.95919799804688,1775402863000.0,534.734375,1775402863000.0,,,,,,,,,,,,,,,,,,,,,,
165,165.0,1775402896000.0,0.1154617667198181,1775402896000.0,0.0058054850014741,1775402896000.0,4.719111029771739e-05,1775402896000.0,-235.0144476890564,1775402896000.0,519.484375,1775402896000.0,,,,,,,,,,,,,,,,,,,,,,
166,166.0,1775402933000.0,0.1085957214236259,1775402933000.0,0.0056237831013277,1775402933000.0,-3.792495490451131e-05,1775402933000.0,-242.9706325531006,1775402933000.0,511.375,1775402933000.0,,,,,,,,,,,,,,,,,,,,,,
167,167.0,1775402963000.0,0.1049355641007423,1775402963000.0,0.0055288785079028,1775402963000.0,5.955941196589265e-05,1775402963000.0,-256.0079517364502,1775402963000.0,481.21875,1775402963000.0,,,,,,,,,,,,,,,,,,,,,,
168,168.0,1775403036000.0,0.106002353131771,1775403036000.0,0.00575540761929,1775403036000.0,-4.8052493809791486e-05,1775403036000.0,-246.51258850097656,1775403036000.0,486.046875,1775403036000.0,0.57,1775403036000.0,0.57,1775403036000.0,599.0625,1775403036000.0,0.2296446467416014,1775403036000.0,0.0450443401147626,1775403036000.0,599.0625,1775403036000.0,0.9215831678984496,1775403036000.0,0.0016327046681922,1775403036000.0,0.9922514850296076,1775403036000.0,64.0,1775403036000.0,0.128,1775403036000.0
169,169.0,1775403079000.0,0.1106643602252006,1775403079000.0,0.0054946744348853,1775403079000.0,-0.0001626297457733,1775403079000.0,-243.1281411647797,1775403079000.0,532.609375,1775403079000.0,,,,,,,,,,,,,,,,,,,,,,
170,170.0,1775403109000.0,0.1104124188423156,1775403109000.0,0.0056998953950824,1775403109000.0,-1.7501530862773507e-05,1775403109000.0,-243.0933623313904,1775403109000.0,510.625,1775403109000.0,,,,,,,,,,,,,,,,,,,,,,
171,171.0,1775403141000.0,0.1095480695366859,1775403141000.0,0.00553781974304,1775403141000.0,7.065344276213636e-05,1775403141000.0,-227.33095335960388,1775403141000.0,502.265625,1775403141000.0,,,,,,,,,,,,,,,,,,,,,,
172,172.0,1775403173000.0,0.1001049131155014,1775403173000.0,0.0055280783853959,1775403173000.0,1.582010781930876e-05,1775403173000.0,-256.01890659332275,1775403173000.0,470.1875,1775403173000.0,,,,,,,,,,,,,,,,,,,,,,
173,173.0,1775403208000.0,0.1014479994773864,1775403208000.0,0.0057022641703952,1775403208000.0,-0.0001326108756529,1775403208000.0,-256.0574035644531,1775403208000.0,480.28125,1775403208000.0,,,,,,,,,,,,,,,,,,,,,,
174,174.0,1775403277000.0,0.0965524613857269,1775403277000.0,0.0061683074454776,1775403277000.0,0.0001559483866913,1775403277000.0,-255.98202228546145,1775403277000.0,483.46875,1775403277000.0,0.576,1775403277000.0,0.576,1775403277000.0,554.625,1775403277000.0,0.2095224260343526,1775403277000.0,0.0381169709263015,1775403277000.0,554.625,1775403277000.0,0.9266223013333864,1775403277000.0,0.0017506752137144,1775403277000.0,0.9942112618103096,1775403277000.0,64.0,1775403277000.0,0.128,1775403277000.0
175,175.0,1775403307000.0,0.0998526513576507,1775403307000.0,0.0058912693348247,1775403307000.0,-2.339791376471112e-05,1775403307000.0,-256.03099632263184,1775403307000.0,467.84375,1775403307000.0,,,,,,,,,,,,,,,,,,,,,,
176,176.0,1775403340000.0,0.1001022011041641,1775403340000.0,0.0059847982483915,1775403340000.0,-9.480854990329136e-05,1775403340000.0,-240.39443254470825,1775403340000.0,473.1875,1775403340000.0,,,,,,,,,,,,,,,,,,,,,,
177,177.0,1775403382000.0,0.1117142587900161,1775403382000.0,0.0057382106169825,1775403382000.0,-6.3578109120499e-05,1775403382000.0,-242.8845934867859,1775403382000.0,522.640625,1775403382000.0,,,,,,,,,,,,,,,,,,,,,,
178,178.0,1775403428000.0,0.1096770837903022,1775403428000.0,0.0057228001969633,1775403428000.0,0.0001253452825551,1775403428000.0,-243.1253011226654,1775403428000.0,494.140625,1775403428000.0,,,,,,,,,,,,,,,,,,,,,,
179,179.0,1775403461000.0,0.0997842773795128,1775403461000.0,0.0056309757928829,1775403461000.0,0.0001612230452678,1775403461000.0,-246.476722240448,1775403461000.0,468.96875,1775403461000.0,,,,,,,,,,,,,,,,,,,,,,
180,180.0,1775403551000.0,0.0979107916355133,1775403551000.0,0.0057694035349413,1775403551000.0,7.454452128285993e-05,1775403551000.0,-256.00152492523193,1775403551000.0,476.5,1775403551000.0,0.59,1775403551000.0,0.59,1775403551000.0,550.65625,1775403551000.0,0.2947157930755485,1775403551000.0,0.0555303331252482,1775403551000.0,550.65625,1775403551000.0,0.9098282570425168,1775403551000.0,0.001821985755412,1775403551000.0,0.985163338006703,1775403551000.0,64.0,1775403551000.0,0.128,1775403551000.0
