formal_label,run_name,run_id,step,training_global_step,actor_entropy,actor_kl_loss,actor_ppo_kl,actor_pg_loss,train_response_length_mean,val_reward_mean,val_reward_pass1,val_aux_response_length_mean,val_token_entropy_mean,val_low_confidence_ratio,val_token_response_length_mean,val_top1_prob_mean,val_eos_prob_mean,val_topk_mass_mean,val_analyzed_samples,val_analyzed_sample_fraction
Base small-group ablation (n=1),base_c_n1_group_ablation_rerun180_2gpu_restart_20260405_213719,wr5lx7fw6wf99u6o9h4m0,144,144.0,0.1391976028680801,0.0047140172100625,-0.0001017431263363,-234.30576300621036,537.59375,0.532,0.532,593.90625,0.2167095346909954,0.0404367271770586,593.90625,0.924522616881441,0.0016644737620809,0.9934110997256966,64.0,0.128
Base small-group ablation (n=1),base_c_n1_group_ablation_rerun180_2gpu_restart_20260405_213719,wr5lx7fw6wf99u6o9h4m0,145,145.0,0.1159088015556335,0.0044278288405621,7.646461210697453e-05,-247.2508130073547,496.765625,,,,,,,,,,,
Base small-group ablation (n=1),base_c_n1_group_ablation_rerun180_2gpu_restart_20260405_213719,wr5lx7fw6wf99u6o9h4m0,146,146.0,0.1139983758330345,0.0046837898480589,-3.4154326783664146e-05,-234.18304181098932,520.375,,,,,,,,,,,
Base small-group ablation (n=1),base_c_n1_group_ablation_rerun180_2gpu_restart_20260405_213719,wr5lx7fw6wf99u6o9h4m0,147,147.0,0.1184076964855194,0.0047908435080898,0.0001152616437138,-243.5581121444702,529.28125,,,,,,,,,,,
Base small-group ablation (n=1),base_c_n1_group_ablation_rerun180_2gpu_restart_20260405_213719,wr5lx7fw6wf99u6o9h4m0,148,148.0,0.1252716034650802,0.0051195110499975,-2.084135917357344e-05,-235.0709936618805,517.21875,,,,,,,,,,,
Base small-group ablation (n=1),base_c_n1_group_ablation_rerun180_2gpu_restart_20260405_213719,wr5lx7fw6wf99u6o9h4m0,149,149.0,0.1090235486626625,0.0050682119617704,-0.0002188413549504,-256.0781917572021,491.3125,,,,,,,,,,,
Base small-group ablation (n=1),base_c_n1_group_ablation_rerun180_2gpu_restart_20260405_213719,wr5lx7fw6wf99u6o9h4m0,150,150.0,0.1111280471086502,0.0047020777419675,-0.0002225542298219,-256.07834243774414,484.46875,0.54,0.54,518.6875,0.228310432817896,0.0420231353175081,518.6875,0.924065750669982,0.0018938457819335,0.9915814078533588,64.0,0.128
Base small-group ablation (n=1),base_c_n1_group_ablation_rerun180_2gpu_restart_20260405_213719,wr5lx7fw6wf99u6o9h4m0,151,151.0,0.1498812735080719,0.0049990713159786,0.000137088025724,-241.82861518859863,507.515625,,,,,,,,,,,
Base small-group ablation (n=1),base_c_n1_group_ablation_rerun180_2gpu_restart_20260405_213719,wr5lx7fw6wf99u6o9h4m0,152,152.0,0.106607124209404,0.0047983264666981,0.0001110126733436,-255.9950017929077,485.34375,,,,,,,,,,,
Base small-group ablation (n=1),base_c_n1_group_ablation_rerun180_2gpu_restart_20260405_213719,wr5lx7fw6wf99u6o9h4m0,153,153.0,0.1127083450555801,0.0045762483641738,8.754874011174252e-05,-234.0905945301056,507.984375,,,,,,,,,,,
Base small-group ablation (n=1),base_c_n1_group_ablation_rerun180_2gpu_restart_20260405_213719,wr5lx7fw6wf99u6o9h4m0,154,154.0,0.1199901551008224,0.0045016821095487,-2.13874112691137e-05,-227.84784507751465,560.21875,,,,,,,,,,,
Base small-group ablation (n=1),base_c_n1_group_ablation_rerun180_2gpu_restart_20260405_213719,wr5lx7fw6wf99u6o9h4m0,155,155.0,0.1099250167608261,0.0051064287836197,-1.594062851495437e-05,-256.0270652770996,474.296875,,,,,,,,,,,
Base small-group ablation (n=1),base_c_n1_group_ablation_rerun180_2gpu_restart_20260405_213719,wr5lx7fw6wf99u6o9h4m0,156,156.0,0.1060429736971855,0.0046792603679932,-8.624934389445116e-05,-235.16422367095947,518.296875,0.578,0.578,624.109375,0.3048148287365403,0.058959016598653,624.109375,0.9058720171071046,0.0015642511431059,0.9840219295833966,64.0,0.128
Base small-group ablation (n=1),base_c_n1_group_ablation_rerun180_2gpu_restart_20260405_213719,wr5lx7fw6wf99u6o9h4m0,157,157.0,0.1270574629306793,0.0046777089737588,-3.8634056409136974e-05,-220.42294120788577,526.765625,,,,,,,,,,,
Base small-group ablation (n=1),base_c_n1_group_ablation_rerun180_2gpu_restart_20260405_213719,wr5lx7fw6wf99u6o9h4m0,158,158.0,0.1058481782674789,0.0053458265174413,-0.0001937660621251,-256.07172870635986,494.765625,,,,,,,,,,,
Base small-group ablation (n=1),base_c_n1_group_ablation_rerun180_2gpu_restart_20260405_213719,wr5lx7fw6wf99u6o9h4m0,159,159.0,0.1099670007824897,0.0053864831861574,0.0001202495200232,-242.98212456703183,508.953125,,,,,,,,,,,
Base small-group ablation (n=1),base_c_n1_group_ablation_rerun180_2gpu_restart_20260405_213719,wr5lx7fw6wf99u6o9h4m0,160,160.0,0.1037660166621208,0.0055855931423138,-0.0001395902079366,-256.057954788208,479.265625,,,,,,,,,,,
Base small-group ablation (n=1),base_c_n1_group_ablation_rerun180_2gpu_restart_20260405_213719,wr5lx7fw6wf99u6o9h4m0,161,161.0,0.1166291907429695,0.0048987861082423,5.217441628246888e-05,-247.59565210342407,527.265625,,,,,,,,,,,
Base small-group ablation (n=1),base_c_n1_group_ablation_rerun180_2gpu_restart_20260405_213719,wr5lx7fw6wf99u6o9h4m0,162,162.0,0.1076262816786766,0.0055176708992803,-2.952719182758301e-05,-256.030668258667,489.171875,0.536,0.536,532.859375,0.2317361560688757,0.0441310148667272,532.859375,0.9213059806818138,0.0018857197335165,0.9923519587211272,64.0,0.128
Base small-group ablation (n=1),base_c_n1_group_ablation_rerun180_2gpu_restart_20260405_213719,wr5lx7fw6wf99u6o9h4m0,163,163.0,0.109682448208332,0.004856411491346,-0.0001602027206217,-242.85211205482483,501.015625,,,,,,,,,,,
Base small-group ablation (n=1),base_c_n1_group_ablation_rerun180_2gpu_restart_20260405_213719,wr5lx7fw6wf99u6o9h4m0,164,164.0,0.1351969987154007,0.0056267806648975,0.0002277593316648,-242.95919799804688,534.734375,,,,,,,,,,,
Base small-group ablation (n=1),base_c_n1_group_ablation_rerun180_2gpu_restart_20260405_213719,wr5lx7fw6wf99u6o9h4m0,165,165.0,0.1154617667198181,0.0058054850014741,4.719111029771739e-05,-235.0144476890564,519.484375,,,,,,,,,,,
Base small-group ablation (n=1),base_c_n1_group_ablation_rerun180_2gpu_restart_20260405_213719,wr5lx7fw6wf99u6o9h4m0,166,166.0,0.1085957214236259,0.0056237831013277,-3.792495490451131e-05,-242.9706325531006,511.375,,,,,,,,,,,
Base small-group ablation (n=1),base_c_n1_group_ablation_rerun180_2gpu_restart_20260405_213719,wr5lx7fw6wf99u6o9h4m0,167,167.0,0.1049355641007423,0.0055288785079028,5.955941196589265e-05,-256.0079517364502,481.21875,,,,,,,,,,,
Base small-group ablation (n=1),base_c_n1_group_ablation_rerun180_2gpu_restart_20260405_213719,wr5lx7fw6wf99u6o9h4m0,168,168.0,0.106002353131771,0.00575540761929,-4.8052493809791486e-05,-246.51258850097656,486.046875,0.57,0.57,599.0625,0.2296446467416014,0.0450443401147626,599.0625,0.9215831678984496,0.0016327046681922,0.9922514850296076,64.0,0.128
Base small-group ablation (n=1),base_c_n1_group_ablation_rerun180_2gpu_restart_20260405_213719,wr5lx7fw6wf99u6o9h4m0,169,169.0,0.1106643602252006,0.0054946744348853,-0.0001626297457733,-243.1281411647797,532.609375,,,,,,,,,,,
Base small-group ablation (n=1),base_c_n1_group_ablation_rerun180_2gpu_restart_20260405_213719,wr5lx7fw6wf99u6o9h4m0,170,170.0,0.1104124188423156,0.0056998953950824,-1.7501530862773507e-05,-243.0933623313904,510.625,,,,,,,,,,,
Base small-group ablation (n=1),base_c_n1_group_ablation_rerun180_2gpu_restart_20260405_213719,wr5lx7fw6wf99u6o9h4m0,171,171.0,0.1095480695366859,0.00553781974304,7.065344276213636e-05,-227.33095335960388,502.265625,,,,,,,,,,,
Base small-group ablation (n=1),base_c_n1_group_ablation_rerun180_2gpu_restart_20260405_213719,wr5lx7fw6wf99u6o9h4m0,172,172.0,0.1001049131155014,0.0055280783853959,1.582010781930876e-05,-256.01890659332275,470.1875,,,,,,,,,,,
Base small-group ablation (n=1),base_c_n1_group_ablation_rerun180_2gpu_restart_20260405_213719,wr5lx7fw6wf99u6o9h4m0,173,173.0,0.1014479994773864,0.0057022641703952,-0.0001326108756529,-256.0574035644531,480.28125,,,,,,,,,,,
Base small-group ablation (n=1),base_c_n1_group_ablation_rerun180_2gpu_restart_20260405_213719,wr5lx7fw6wf99u6o9h4m0,174,174.0,0.0965524613857269,0.0061683074454776,0.0001559483866913,-255.98202228546145,483.46875,0.576,0.576,554.625,0.2095224260343526,0.0381169709263015,554.625,0.9266223013333864,0.0017506752137144,0.9942112618103096,64.0,0.128
Base small-group ablation (n=1),base_c_n1_group_ablation_rerun180_2gpu_restart_20260405_213719,wr5lx7fw6wf99u6o9h4m0,175,175.0,0.0998526513576507,0.0058912693348247,-2.339791376471112e-05,-256.03099632263184,467.84375,,,,,,,,,,,
Base small-group ablation (n=1),base_c_n1_group_ablation_rerun180_2gpu_restart_20260405_213719,wr5lx7fw6wf99u6o9h4m0,176,176.0,0.1001022011041641,0.0059847982483915,-9.480854990329136e-05,-240.39443254470825,473.1875,,,,,,,,,,,
Base small-group ablation (n=1),base_c_n1_group_ablation_rerun180_2gpu_restart_20260405_213719,wr5lx7fw6wf99u6o9h4m0,177,177.0,0.1117142587900161,0.0057382106169825,-6.3578109120499e-05,-242.8845934867859,522.640625,,,,,,,,,,,
Base small-group ablation (n=1),base_c_n1_group_ablation_rerun180_2gpu_restart_20260405_213719,wr5lx7fw6wf99u6o9h4m0,178,178.0,0.1096770837903022,0.0057228001969633,0.0001253452825551,-243.1253011226654,494.140625,,,,,,,,,,,
Base small-group ablation (n=1),base_c_n1_group_ablation_rerun180_2gpu_restart_20260405_213719,wr5lx7fw6wf99u6o9h4m0,179,179.0,0.0997842773795128,0.0056309757928829,0.0001612230452678,-246.476722240448,468.96875,,,,,,,,,,,
Base small-group ablation (n=1),base_c_n1_group_ablation_rerun180_2gpu_restart_20260405_213719,wr5lx7fw6wf99u6o9h4m0,180,180.0,0.0979107916355133,0.0057694035349413,7.454452128285993e-05,-256.00152492523193,476.5,0.59,0.59,550.65625,0.2947157930755485,0.0555303331252482,550.65625,0.9098282570425168,0.001821985755412,0.985163338006703,64.0,0.128
