step,training/global_step,training/global_step_timestamp,actor/entropy,actor/entropy_timestamp,actor/kl_loss,actor/kl_loss_timestamp,actor/ppo_kl,actor/ppo_kl_timestamp,actor/pg_loss,actor/pg_loss_timestamp,response_length/mean,response_length/mean_timestamp,val-core/math500/reward/mean@8,val-core/math500/reward/mean@8_timestamp,val-core/math500/reward/pass@1,val-core/math500/reward/pass@1_timestamp,val-core/math500/reward/pass@8,val-core/math500/reward/pass@8_timestamp,val-core/math500/reward/best@8/mean,val-core/math500/reward/best@8/mean_timestamp,val-aux/math500/response_length/mean@8,val-aux/math500/response_length/mean@8_timestamp,val-token/math500/summary/token_entropy_mean,val-token/math500/summary/token_entropy_mean_timestamp,val-token/math500/summary/low_confidence_token_ratio,val-token/math500/summary/low_confidence_token_ratio_timestamp,val-token/math500/summary/response_length_mean,val-token/math500/summary/response_length_mean_timestamp,val-token/math500/summary/top1_prob_mean,val-token/math500/summary/top1_prob_mean_timestamp,val-token/math500/summary/eos_prob_mean,val-token/math500/summary/eos_prob_mean_timestamp,val-token/math500/summary/topk_mass_mean,val-token/math500/summary/topk_mass_mean_timestamp,val-token/math500/summary/analyzed_samples,val-token/math500/summary/analyzed_samples_timestamp,val-token/math500/summary/analyzed_sample_fraction,val-token/math500/summary/analyzed_sample_fraction_timestamp
24,24.0,1775151925000.0,0.0634168535470962,1775151925000.0,2.189522832196644e-05,1775151925000.0,1.7485476905276798e-05,1775151925000.0,1.0189955901296344e-05,1775151925000.0,514.38671875,1775151925000.0,0.67575,1775151925000.0,0.67575,1775151925000.0,0.852,1775151925000.0,0.824444,1775151925000.0,517.96875,1775151925000.0,0.2115869059497954,1775151925000.0,0.0280844645550527,1775151925000.0,517.96875,1775151925000.0,0.9552115609239488,1775151925000.0,0.001911261317462,1775151925000.0,0.987404789759203,1775151925000.0,64.0,1775151925000.0,0.016,1775151925000.0
25,25.0,1775152048000.0,0.0622789710760116,1775152048000.0,2.1973141077324957e-05,1775152048000.0,1.397143534376255e-05,1775152048000.0,3.801441380346659e-06,1775152048000.0,515.708984375,1775152048000.0,,,,,,,,,,,,,,,,,,,,,,,,,,
26,26.0,1775152182000.0,0.0613002441823482,1775152182000.0,2.185446221147913e-05,1775152182000.0,1.929925721455561e-06,1775152182000.0,1.2735619748127648e-05,1775152182000.0,520.6328125,1775152183000.0,,,,,,,,,,,,,,,,,,,,,,,,,,
27,27.0,1775152310000.0,0.0817446336150169,1775152310000.0,2.368609074565597e-05,1775152310000.0,3.850393929027973e-05,1775152310000.0,3.294609450676944e-05,1775152310000.0,519.185546875,1775152310000.0,,,,,,,,,,,,,,,,,,,,,,,,,,
28,28.0,1775152435000.0,0.0601361095905304,1775152435000.0,2.288773564629309e-05,1775152435000.0,3.728470180336396e-05,1775152435000.0,2.015637255681213e-05,1775152435000.0,516.171875,1775152435000.0,,,,,,,,,,,,,,,,,,,,,,,,,,
29,29.0,1775152559000.0,0.0602724216878414,1775152559000.0,2.2751874499959968e-05,1775152559000.0,2.321147420614178e-05,1775152559000.0,8.40042866911972e-06,1775152559000.0,514.234375,1775152559000.0,,,,,,,,,,,,,,,,,,,,,,,,,,
30,30.0,1775152963000.0,0.0716539919376373,1775152963000.0,2.191817184638012e-05,1775152963000.0,2.666193163070041e-05,1775152963000.0,8.775669812166598e-06,1775152963000.0,515.193359375,1775152963000.0,0.6905,1775152963000.0,0.6905,1775152963000.0,0.858,1775152963000.0,0.8277060000000002,1775152963000.0,477.40625,1775152963000.0,0.1193544246486057,1775152963000.0,0.0191137003338351,1775152963000.0,477.40625,1775152963000.0,0.9647390169959078,1775152963000.0,0.0020873821994323,1775152963000.0,0.9958193290137632,1775152963000.0,64.0,1775152963000.0,0.016,1775152963000.0
31,31.0,1775153087000.0,0.0614409670233726,1775153087000.0,2.320670995104024e-05,1775153087000.0,-4.8150535302271535e-05,1775153087000.0,9.225736903317738e-06,1775153087000.0,513.244140625,1775153087000.0,,,,,,,,,,,,,,,,,,,,,,,,,,
32,32.0,1775153215000.0,0.0595847144722938,1775153215000.0,2.3231572662041344e-05,1775153215000.0,4.625016467008081e-05,1775153215000.0,1.0965048204525374e-05,1775153215000.0,515.9921875,1775153215000.0,,,,,,,,,,,,,,,,,,,,,,,,,,
33,33.0,1775153340000.0,0.0609668530523777,1775153340000.0,2.2391348828421087e-05,1775153340000.0,1.0137592907577542e-05,1775153340000.0,3.379843292350415e-06,1775153340000.0,517.796875,1775153340000.0,,,,,,,,,,,,,,,,,,,,,,,,,,
34,34.0,1775153463000.0,0.0618029870092868,1775153463000.0,2.1377956173296297e-05,1775153463000.0,1.9145845618684376e-05,1775153463000.0,0.0,1775153463000.0,516.4140625,1775153463000.0,,,,,,,,,,,,,,,,,,,,,,,,,,
35,35.0,1775153587000.0,0.0592267028987407,1775153587000.0,2.392559021302532e-05,1775153587000.0,-4.204442796895691e-05,1775153587000.0,1.053356027114205e-05,1775153587000.0,516.015625,1775153587000.0,,,,,,,,,,,,,,,,,,,,,,,,,,
36,36.0,1775153984000.0,0.0644688010215759,1775153984000.0,2.194975968450308e-05,1775153984000.0,1.5127839676942756e-05,1775153984000.0,9.42965107242344e-06,1775153984000.0,515.19921875,1775153984000.0,0.69275,1775153984000.0,0.69275,1775153984000.0,0.846,1775153984000.0,0.821166,1775153984000.0,474.484375,1775153984000.0,0.1197419490193019,1775153984000.0,0.0179800441268482,1775153984000.0,474.484375,1775153984000.0,0.9644144351989504,1775153984000.0,0.0020843315345131,1775153984000.0,0.9960808644206962,1775153984000.0,64.0,1775153984000.0,0.016,1775153984000.0
37,37.0,1775154112000.0,0.0592999793589115,1775154112000.0,2.18773148041862e-05,1775154112000.0,-2.8220099466125248e-05,1775154112000.0,4.215128683426883e-06,1775154112000.0,516.625,1775154112000.0,,,,,,,,,,,,,,,,,,,,,,,,,,
38,38.0,1775154238000.0,0.0590444654226303,1775154238000.0,2.461644865903168e-05,1775154238000.0,3.5878154187259786e-05,1775154238000.0,1.736873855406884e-06,1775154238000.0,515.76171875,1775154238000.0,,,,,,,,,,,,,,,,,,,,,,,,,,
39,39.0,1775154363000.0,0.0615879967808723,1775154363000.0,2.328475452273437e-05,1775154363000.0,-2.802400542678551e-06,1775154363000.0,1.372112183162244e-05,1775154363000.0,515.7265625,1775154363000.0,,,,,,,,,,,,,,,,,,,,,,,,,,
40,40.0,1775154490000.0,0.0612521469593048,1775154490000.0,2.167264799624036e-05,1775154490000.0,6.496929344734781e-06,1775154490000.0,3.5869998100679368e-06,1775154490000.0,518.697265625,1775154490000.0,,,,,,,,,,,,,,,,,,,,,,,,,,
41,41.0,1775154623000.0,0.0626878589391708,1775154623000.0,2.30271556809214e-05,1775154623000.0,8.96841760456013e-06,1775154623000.0,-1.396552579535637e-05,1775154623000.0,520.9921875,1775154623000.0,,,,,,,,,,,,,,,,,,,,,,,,,,
42,42.0,1775155020000.0,0.0612005107104778,1775155020000.0,2.40099031074692e-05,1775155020000.0,1.1996699513499437e-06,1775155020000.0,1.1775151506299151e-05,1775155020000.0,516.193359375,1775155020000.0,0.68,1775155020000.0,0.68,1775155020000.0,0.856,1775155020000.0,0.8277819999999999,1775155020000.0,479.3125,1775155020000.0,0.1216204057291319,1775155020000.0,0.0188746903116442,1775155020000.0,479.3125,1775155020000.0,0.9625063846561772,1775155020000.0,0.0020709912206315,1775155020000.0,0.9960233315539836,1775155020000.0,64.0,1775155020000.0,0.016,1775155020000.0
43,43.0,1775155147000.0,0.0581017658114433,1775155147000.0,2.2469533540459e-05,1775155147000.0,-2.202302788179011e-05,1775155147000.0,0.0,1775155147000.0,519.107421875,1775155147000.0,,,,,,,,,,,,,,,,,,,,,,,,,,
44,44.0,1775155273000.0,0.0616334341466426,1775155273000.0,2.4422157032688577e-05,1775155273000.0,3.617957634705071e-05,1775155273000.0,0.0,1775155273000.0,515.111328125,1775155273000.0,,,,,,,,,,,,,,,,,,,,,,,,,,
45,45.0,1775155397000.0,0.0719365701079368,1775155397000.0,2.3568604813561933e-05,1775155397000.0,-8.376525961750758e-06,1775155397000.0,7.37560822017258e-06,1775155397000.0,515.939453125,1775155397000.0,,,,,,,,,,,,,,,,,,,,,,,,,,
46,46.0,1775155523000.0,0.057718064635992,1775155523000.0,2.307177910054747e-05,1775155523000.0,-1.4435241180166258e-05,1775155523000.0,0.0,1775155523000.0,518.751953125,1775155524000.0,,,,,,,,,,,,,,,,,,,,,,,,,,
47,47.0,1775155649000.0,0.0608645938336849,1775155649000.0,2.5596581100018057e-05,1775155649000.0,-5.7314279415132674e-05,1775155649000.0,9.976186447602233e-06,1775155649000.0,515.1875,1775155649000.0,,,,,,,,,,,,,,,,,,,,,,,,,,
48,48.0,1775156053000.0,0.0602954365313053,1775156053000.0,2.5128688701414603e-05,1775156053000.0,3.0056296164149288e-06,1775156053000.0,1.1224457921343856e-05,1775156053000.0,517.47265625,1775156053000.0,0.6795,1775156053000.0,0.6795,1775156053000.0,0.848,1775156053000.0,0.821758,1775156053000.0,479.65625,1775156053000.0,0.3030211874713135,1775156053000.0,0.0401654830933611,1775156053000.0,479.65625,1775156053000.0,0.9423570870902688,1775156053000.0,0.0021135017292314,1775156053000.0,0.9785389192827098,1775156053000.0,64.0,1775156053000.0,0.016,1775156053000.0
49,49.0,1775156177000.0,0.060030773282051,1775156177000.0,2.485652485972878e-05,1775156177000.0,2.844901364706942e-06,1775156177000.0,1.2337432053755035e-06,1775156177000.0,516.41015625,1775156177000.0,,,,,,,,,,,,,,,,,,,,,,,,,,
50,50.0,1775156311000.0,0.0567740052938461,1775156311000.0,2.5686763214238795e-05,1775156311000.0,-1.7933166275074797e-05,1775156311000.0,7.70847691455856e-06,1775156311000.0,515.865234375,1775156311000.0,,,,,,,,,,,,,,,,,,,,,,,,,,
51,51.0,1775156436000.0,0.0579745173454284,1775156436000.0,2.3916245254440582e-05,1775156436000.0,1.284922070965422e-07,1775156436000.0,2.424207195872441e-06,1775156436000.0,513.5078125,1775156436000.0,,,,,,,,,,,,,,,,,,,,,,,,,,
52,52.0,1775156561000.0,0.0579949505627155,1775156561000.0,2.3308092966800587e-05,1775156561000.0,2.411771187871281e-05,1775156561000.0,0.0,1775156561000.0,515.44140625,1775156561000.0,,,,,,,,,,,,,,,,,,,,,,,,,,
53,53.0,1775156687000.0,0.063085600733757,1775156687000.0,2.4215266073213115e-05,1775156687000.0,9.02150554926706e-06,1775156687000.0,2.1691466827178374e-06,1775156687000.0,515.13671875,1775156687000.0,,,,,,,,,,,,,,,,,,,,,,,,,,
54,54.0,1775157084000.0,0.0583320371806621,1775157084000.0,2.526371859801202e-05,1775157084000.0,-1.5818083346275102e-05,1775157084000.0,3.97010262531694e-06,1775157084000.0,515.880859375,1775157084000.0,0.6875,1775157084000.0,0.6875,1775157084000.0,0.844,1775157084000.0,0.818902,1775157084000.0,498.5625,1775157084000.0,0.1563385009646072,1775157084000.0,0.0222828130876269,1775157084000.0,498.5625,1775157084000.0,0.9607479960544524,1775157084000.0,0.0019593488019189,1775157084000.0,0.9919977009976376,1775157084000.0,64.0,1775157084000.0,0.016,1775157084000.0
55,55.0,1775157211000.0,0.0605740249156951,1775157211000.0,2.4808135680842724e-05,1775157211000.0,2.0124937326393425e-05,1775157211000.0,0.0,1775157211000.0,519.556640625,1775157211000.0,,,,,,,,,,,,,,,,,,,,,,,,,,
56,56.0,1775157336000.0,0.0613545477390289,1775157336000.0,2.5874089793376243e-05,1775157336000.0,1.934946030246465e-05,1775157336000.0,1.5914414689177647e-05,1775157336000.0,514.697265625,1775157336000.0,,,,,,,,,,,,,,,,,,,,,,,,,,
57,57.0,1775157463000.0,0.0584592930972576,1775157463000.0,2.5990899203520712e-05,1775157463000.0,6.56487728711852e-06,1775157463000.0,4.985759005649015e-06,1775157463000.0,519.123046875,1775157463000.0,,,,,,,,,,,,,,,,,,,,,,,,,,
58,58.0,1775157588000.0,0.0591843128204345,1775157588000.0,2.606833572826872e-05,1775157588000.0,2.136990173084996e-05,1775157588000.0,-4.685371095547453e-07,1775157588000.0,517.451171875,1775157588000.0,,,,,,,,,,,,,,,,,,,,,,,,,,
59,59.0,1775157714000.0,0.0572555214166641,1775157713000.0,2.5230068150250418e-05,1775157713000.0,2.8965292822036304e-06,1775157713000.0,0.0,1775157713000.0,517.0703125,1775157714000.0,,,,,,,,,,,,,,,,,,,,,,,,,,
60,60.0,1775158118000.0,0.0621853023767471,1775158118000.0,2.5848175511100635e-05,1775158118000.0,2.4569445852051786e-05,1775158118000.0,2.8207523428136483e-06,1775158118000.0,516.51953125,1775158118000.0,0.69125,1775158118000.0,0.69125,1775158118000.0,0.852,1775158118000.0,0.826432,1775158118000.0,485.0625,1775158118000.0,0.2469204013732548,1775158118000.0,0.0327277412704548,1775158118000.0,485.0625,1775158118000.0,0.9500411802492656,1775158118000.0,0.0020165998220343,1775158118000.0,0.9839310500443926,1775158118000.0,64.0,1775158118000.0,0.016,1775158118000.0
61,61.0,1775158243000.0,0.0588390789926052,1775158243000.0,2.6332527511385703e-05,1775158243000.0,-1.4370559782150847e-05,1775158243000.0,0.0,1775158243000.0,518.2421875,1775158243000.0,,,,,,,,,,,,,,,,,,,,,,,,,,
62,62.0,1775158368000.0,0.0582724213600158,1775158368000.0,2.562042753595506e-05,1775158368000.0,-2.2155636925980104e-05,1775158368000.0,2.8766771720256656e-06,1775158368000.0,517.306640625,1775158368000.0,,,,,,,,,,,,,,,,,,,,,,,,,,
63,63.0,1775158493000.0,0.05916678160429,1775158493000.0,2.4466644532594728e-05,1775158493000.0,3.2613064036013384e-06,1775158493000.0,-2.9221091608633287e-06,1775158493000.0,517.3515625,1775158493000.0,,,,,,,,,,,,,,,,,,,,,,,,,,
64,64.0,1775158618000.0,0.0685620084404945,1775158618000.0,2.5599341402227083e-05,1775158618000.0,3.338604791969235e-05,1775158618000.0,1.573920872033341e-05,1775158618000.0,516.87890625,1775158618000.0,,,,,,,,,,,,,,,,,,,,,,,,,,
65,65.0,1775158744000.0,0.0576990060508251,1775158744000.0,2.6617080230550982e-05,1775158744000.0,-3.657246706456618e-05,1775158744000.0,0.0,1775158744000.0,516.435546875,1775158744000.0,,,,,,,,,,,,,,,,,,,,,,,,,,
66,66.0,1775159147000.0,0.0583441145718097,1775159147000.0,2.5865313038053728e-05,1775159147000.0,-1.0621153317735832e-05,1775159147000.0,3.690070116135757e-06,1775159147000.0,516.0625,1775159147000.0,0.6905,1775159147000.0,0.6905,1775159147000.0,0.862,1775159147000.0,0.835704,1775159147000.0,474.53125,1775159147000.0,0.1906460065844815,1775159147000.0,0.0243661508067171,1775159147000.0,474.53125,1775159147000.0,0.9593525157698604,1775159147000.0,0.0020435476905623,1775159147000.0,0.9890251694755566,1775159147000.0,64.0,1775159147000.0,0.016,1775159147000.0
67,67.0,1775159281000.0,0.072906419634819,1775159281000.0,2.453249596001683e-05,1775159281000.0,6.494791437106073e-06,1775159281000.0,2.475973178661661e-05,1775159281000.0,516.7421875,1775159281000.0,,,,,,,,,,,,,,,,,,,,,,,,,,
68,68.0,1775159406000.0,0.0590685121715068,1775159406000.0,2.6029404221361577e-05,1775159406000.0,-5.729975639745533e-06,1775159406000.0,6.512279469461646e-06,1775159406000.0,514.904296875,1775159406000.0,,,,,,,,,,,,,,,,,,,,,,,,,,
69,69.0,1775159532000.0,0.0590877458453178,1775159532000.0,2.5357046585128277e-05,1775159532000.0,6.009798733774829e-05,1775159532000.0,0.0,1775159532000.0,516.3828125,1775159532000.0,,,,,,,,,,,,,,,,,,,,,,,,,,
70,70.0,1775159658000.0,0.0609613843262195,1775159658000.0,2.5091664220155963e-05,1775159658000.0,1.31872486446305e-05,1775159658000.0,7.264834493980743e-06,1775159658000.0,514.18359375,1775159658000.0,,,,,,,,,,,,,,,,,,,,,,,,,,
71,71.0,1775159783000.0,0.0600833445787429,1775159783000.0,2.6072162324197737e-05,1775159783000.0,1.6516117078424486e-05,1775159783000.0,8.051305485423654e-06,1775159783000.0,513.89453125,1775159783000.0,,,,,,,,,,,,,,,,,,,,,,,,,,
72,72.0,1775160190000.0,0.05990856513381,1775160190000.0,2.636078793116781e-05,1775160190000.0,-7.419989804802185e-07,1775160190000.0,0.0,1775160190000.0,516.1328125,1775160190000.0,0.688,1775160190000.0,0.688,1775160190000.0,0.846,1775160190000.0,0.8207199999999999,1775160190000.0,468.484375,1775160190000.0,0.1955562091289596,1775160190000.0,0.02558116265884,1775160190000.0,468.484375,1775160190000.0,0.957485450251236,1775160190000.0,0.0020934775478148,1775160190000.0,0.9884176808671398,1775160190000.0,64.0,1775160190000.0,0.016,1775160190000.0
73,73.0,1775160315000.0,0.0581476241350173,1775160315000.0,2.6654369040812757e-05,1775160315000.0,1.5980265164472485e-06,1775160315000.0,4.487774276640266e-07,1775160315000.0,515.384765625,1775160315000.0,,,,,,,,,,,,,,,,,,,,,,,,,,
74,74.0,1775160440000.0,0.0717281177639961,1775160440000.0,2.70338410288673e-05,1775160440000.0,-3.436349269625438e-05,1775160440000.0,-4.906723916064948e-09,1775160440000.0,516.19921875,1775160440000.0,,,,,,,,,,,,,,,,,,,,,,,,,,
75,75.0,1775160567000.0,0.0587726607918739,1775160567000.0,2.579775594213629e-05,1775160567000.0,-1.543733193498653e-05,1775160567000.0,4.858784450334497e-06,1775160567000.0,516.310546875,1775160567000.0,,,,,,,,,,,,,,,,,,,,,,,,,,
76,76.0,1775160693000.0,0.0586158819496631,1775160693000.0,2.7208662903177583e-05,1775160693000.0,1.7166754392228256e-05,1775160693000.0,1.9069739209953698e-07,1775160693000.0,514.96484375,1775160693000.0,,,,,,,,,,,,,,,,,,,,,,,,,,
77,77.0,1775160827000.0,0.0575851164758205,1775160827000.0,2.548644767941255e-05,1775160827000.0,2.9635643800096645e-05,1775160827000.0,2.540665263950359e-05,1775160827000.0,519.21875,1775160827000.0,,,,,,,,,,,,,,,,,,,,,,,,,,
78,78.0,1775161231000.0,0.057346124202013,1775161231000.0,2.8886564770402856e-05,1775161231000.0,-4.713382776522224e-05,1775161231000.0,4.011511919088662e-06,1775161231000.0,514.9296875,1775161231000.0,0.69,1775161231000.0,0.69,1775161231000.0,0.85,1775161231000.0,0.8267840000000001,1775161231000.0,476.109375,1775161231000.0,0.1963753395572567,1775161231000.0,0.0269436513406189,1775161231000.0,476.109375,1775161231000.0,0.9556977517189116,1775161231000.0,0.0020833934852978,1775161231000.0,0.989239929205228,1775161231000.0,64.0,1775161231000.0,0.016,1775161231000.0
79,79.0,1775161356000.0,0.0596481785178184,1775161356000.0,2.774703371599685e-05,1775161356000.0,4.298060031437956e-06,1775161356000.0,0.0,1775161356000.0,514.115234375,1775161356000.0,,,,,,,,,,,,,,,,,,,,,,,,,,
80,80.0,1775161480000.0,0.0604876317083835,1775161480000.0,2.88844427061008e-05,1775161480000.0,4.383349631398304e-05,1775161480000.0,0.0,1775161480000.0,516.59375,1775161480000.0,,,,,,,,,,,,,,,,,,,,,,,,,,
81,81.0,1775161605000.0,0.0611565038561821,1775161605000.0,2.756278066939899e-05,1775161605000.0,-1.3518359083253273e-06,1775161605000.0,-1.6255398804787546e-07,1775161605000.0,514.7734375,1775161605000.0,,,,,,,,,,,,,,,,,,,,,,,,,,
