step,position_bucket,token_count,logprob,logprob_min,logprob_max,prob,prob_min,prob_max,entropy,entropy_min,entropy_max,eos_prob,eos_prob_min,eos_prob_max,top1_prob,top1_prob_min,top1_prob_max,topk_mass,topk_mass_min,topk_mass_max
60,8,7815,-0.21978993762339172,-14.795297622680664,0.0,0.903533011174164,3.7539103914241423e-07,1.0,0.21061993463390466,1.4621952537652305e-09,8.921855926513672,2.7589556865295663e-05,3.4872613721194976e-19,0.06323478370904922,0.9316818967976406,0.04057515412569046,1.0,0.9954009555828396,0.09610855579376221,1.000000238418579
60,9,7746,-0.17968064254972338,-14.774456977844238,0.0,0.9151656772335645,3.8329650919877167e-07,1.0,0.19573086723545607,6.93049645450472e-11,9.37157917022705,0.00039214028869985983,1.4659724155489896e-15,0.9758396148681641,0.9352062702487473,0.015552333556115627,1.0,0.9953681539235314,0.04996538907289505,1.000000238418579
120,0,7851,-0.3260354799964965,-10.806719779968262,0.0,0.8414583295214519,2.0262881662347354e-05,1.0,0.3277516846720315,1.695717628535931e-07,6.081150531768799,4.189539724614117e-06,1.0277338062612135e-13,0.01751137338578701,0.8864028434296533,0.09466556459665298,1.0,0.995895170547479,0.29605329036712646,1.000000238418579
120,1,7795,-0.266964395281316,-14.054207801818848,0.0,0.8707231601912452,7.876532777117973e-07,1.0,0.2727637964437238,1.6604451147372856e-08,5.219254493713379,2.3083212214177903e-06,2.7661080620033224e-14,0.01632133685052395,0.9056702981542287,0.08753419667482376,1.0,0.9967129639626466,0.46635717153549194,1.000000238418579
120,2,7798,-0.28225576243834727,-14.983631134033203,0.0,0.8762494317656085,3.1095078156795353e-07,1.0,0.27237195971081757,1.7096898119461912e-08,7.535240173339844,3.874459249577208e-06,9.997139182495586e-16,0.009692646563053131,0.9103650956243377,0.03925663232803345,1.0,0.9939888721610467,0.1675374060869217,1.000000238418579
120,3,7786,-0.28122545910220376,-16.024547576904297,0.0,0.8796795640325817,1.0980633646795468e-07,1.0,0.2676401464194946,3.3555598299983558e-09,5.799433708190918,9.982255314054723e-07,5.5408986980982015e-18,0.0022560127545148134,0.9144062148194186,0.06575945019721985,1.0,0.9933753292112892,0.2826416492462158,1.000000238418579
120,4,7774,-0.3501878991438491,-17.121994018554688,0.0,0.8600052362284145,3.664480985321461e-08,1.0,0.343657213516321,1.6949428527368582e-08,7.885349273681641,5.919176439725447e-06,6.003726516746628e-17,0.016444969922304153,0.8969237543743153,0.0421939380466938,1.0,0.9871121025139886,0.1304282695055008,1.0000003576278687
120,5,7817,-0.3863370566822916,-15.337869644165039,0.0,0.8699514554711407,2.1819653284183005e-07,1.0,0.3807468174445902,1.5804847208755746e-08,9.026740074157715,2.2869920382358635e-05,1.8244460761894293e-15,0.008250790648162365,0.9025055060944227,0.006577200256288052,1.0,0.9793610890944344,0.038018710911273956,1.000000238418579
120,6,7796,-0.45100011656825195,-16.19568634033203,0.0,0.8704644275605972,9.25343073276963e-08,1.0,0.4400298435974549,1.7630346071939584e-09,10.099623680114746,2.2690521985200528e-05,1.334793164161545e-15,0.008446718566119671,0.9021434481262878,0.005939764436334372,1.0,0.9730393254401697,0.02666253224015236,1.000000238418579
120,7,7788,-0.47597958504566046,-15.88986873626709,0.0,0.8602651620238572,1.2563704387957841e-07,1.0,0.4769464355101054,3.9440322119332905e-09,10.19610595703125,1.87148053947057e-05,6.00374901605929e-17,0.007633925881236792,0.8912495444468966,0.008277492597699165,1.0,0.9706687456356581,0.023950863629579544,1.000000238418579
120,8,7805,-0.4102795626331701,-17.122011184692383,0.0,0.8897655732955434,3.664418102289346e-08,1.0,0.4060598186210654,2.7610715935821872e-09,9.956964492797852,4.3240103858179e-05,2.7702644328231645e-17,0.01808624342083931,0.913389555262348,0.006668799091130495,1.0,0.9733471453929657,0.03474000468850136,1.0000003576278687
120,9,7730,-0.4277016194641979,-16.931373596191406,0.0,0.8778457931037471,4.4340225713312975e-08,1.0,0.4280965218012328,2.7066966723499064e-11,10.151376724243164,0.00010620151529114863,2.8702564803406326e-15,0.14251405000686646,0.9039276464295876,0.005882692523300648,1.0,0.9723022153357678,0.03169868141412735,1.000000238418579
180,0,8543,-0.2959987637318522,-14.426745414733887,0.0,0.854572535204445,5.426803681984893e-07,1.0,0.29910938589933483,6.16875439618525e-08,3.1030149459838867,5.049682103542473e-07,8.750124783811833e-14,0.0025546937249600887,0.8949353127876266,0.20747563242912292,1.0,0.9970303954305629,0.7245866060256958,1.000000238418579
180,1,8479,-0.26863867446305206,-12.074338912963867,0.0,0.8744710794271575,5.704022441932466e-06,1.0,0.2699489298824323,5.28923704834483e-09,5.163187026977539,2.2897397055890146e-06,1.5516430642518314e-14,0.017952298745512962,0.9092166352551815,0.09968207031488419,1.0,0.9953321207946083,0.32582736015319824,1.000000238418579
180,2,8491,-0.2493167292081145,-11.978606224060059,0.0,0.8826454121645652,6.2770768636255525e-06,1.0,0.2513649115779594,2.407728683095911e-09,5.786317348480225,5.917733328590617e-07,8.71705759693287e-18,0.0016818791627883911,0.9151308041734123,0.09764212369918823,1.0,0.9952852623529505,0.36842843890190125,1.000000238418579
180,3,8480,-0.2231603517557278,-12.187763214111328,0.0,0.8984054896869655,5.092390438221628e-06,1.0,0.21235146886191178,1.3445673019418791e-08,4.243681907653809,7.756075175878864e-07,4.2496069127199835e-16,0.0007587890140712261,0.9282449271819853,0.12062204629182816,1.0,0.996446968291728,0.5507777333259583,1.000000238418579
180,4,8463,-0.23988768170700292,-11.938647270202637,0.0,0.8905583891978539,6.5329804783686996e-06,1.0,0.23600535867273875,1.1054719806224966e-08,6.050378799438477,4.190809492311098e-06,1.42642487075816e-15,0.024449624121189117,0.9215084769137218,0.07447227090597153,1.0,0.9947672055698126,0.28821560740470886,1.000000238418579
180,5,8502,-0.22239155490212165,-10.915255546569824,0.0,0.8969270349864669,1.81787800102029e-05,1.0,0.21528672582215078,3.816100502262998e-08,6.27993631362915,1.7017820438853834e-06,3.9849567093667385e-15,0.0047545903362333775,0.9276134197906245,0.05877579748630524,1.0,0.9960022154092172,0.20868343114852905,1.0000003576278687
180,6,8494,-0.19410590217051804,-16.44721221923828,0.0,0.9085971962541478,7.195590967512544e-08,1.0,0.19619611268125023,2.3801401738410277e-08,7.249706268310547,2.4774660729895604e-06,6.697665537974104e-17,0.002249208278954029,0.934085886512756,0.027563560754060745,1.0,0.9960459913450577,0.13874036073684692,1.000000238418579
180,7,8477,-0.19595808737598147,-13.119453430175781,0.0,0.9079174287281364,2.0058284917467972e-06,1.0,0.20702348718362565,1.2865823961760725e-09,6.763432502746582,1.0010957664778217e-05,1.0514777494000491e-17,0.0473991297185421,0.9314493509280846,0.03185686469078064,1.0,0.9949218948009485,0.1668969690799713,1.000000238418579
180,8,8493,-0.16649076387906112,-15.603128433227539,0.0,0.9214165248900014,1.6735836538828153e-07,1.0,0.16905642419849487,5.182214102283922e-10,6.284731864929199,5.308716459052602e-06,1.7335937126961822e-17,0.005478410981595516,0.943006671890555,0.08379019796848297,1.0,0.9963990927767195,0.20606562495231628,1.0000003576278687
180,9,8428,-0.22997072338144617,-16.718908309936523,0.0,0.9118528417682548,5.483658327420926e-08,1.0,0.2213889052186381,3.967426387418982e-11,8.506526947021484,0.0006817329762591739,1.9644191243735946e-17,0.9977810978889465,0.9348642468347697,0.025723537430167198,1.0,0.9905803166754193,0.10496044158935547,1.000000238418579
