step,uid,case_uid,sample_index,rollout_index,data_source,score,reward,response_length,token_logprob_mean,token_logprob_std,token_logprob_min,token_logprob_max,token_prob_mean,token_prob_min,token_entropy_mean,token_entropy_std,low_confidence_token_ratio,answer_tail_confidence,logprob_slope,entropy_slope,eos_prob_mean,eos_prob_max,eos_prob_final,eos_prob_slope,eos_high_prob_ratio,eos_top1_ratio,top1_prob_mean,top1_prob_final,topk_mass_mean,topk_mass_final
0,val::math500::0::2c4303ce28478c25::sample0,val::math500::0::2c4303ce28478c25,0,0,math500,0.0,0.0,2048,-0.11965776347292237,0.5178394591094041,-8.127545356750488,0.0,0.9419563657924215,0.0002952921495307237,0.12517759555289273,0.3922545896761233,0.02099609375,0.9995880834758282,0.00011834795531940678,-0.00013388111547485548,4.671013585395507e-07,0.00033199795871041715,1.5426199271965924e-13,-9.095082069742171e-10,0.0,0.0,0.9574656871554907,0.9998766779899597,0.997144348679285,1.0000001192092896
0,val::math500::0::2c4303ce28478c25::sample1,val::math500::0::2c4303ce28478c25,1,1,math500,1.0,1.0,115,-0.9630392968057372,1.679199752546332,-11.461466789245605,-0.0002592465898487717,0.646426534688465,1.0528056918701623e-05,1.0798127416015157,1.19176013283164,0.19130434782608696,0.527986483190034,-0.0034656769112277747,0.004426347241284776,0.0008752275418417624,0.029152359813451767,0.026166513562202454,2.4298151320248297e-05,0.0,0.0,0.7275862330327864,0.559464693069458,0.9361498840477156,0.9475253224372864
0,val::math500::0::2c4303ce28478c25::sample2,val::math500::0::2c4303ce28478c25,2,2,math500,0.0,0.0,635,-0.5861412021713369,1.372352702661971,-11.463220596313477,0.0,0.7818398405925553,1.050960872817086e-05,0.6344659324794623,1.010321395240838,0.12125984251968504,0.8287727942879428,0.00029111931759337505,-0.00022504939765013123,2.2533545327989626e-05,0.0042100646533071995,5.3166910220170394e-05,3.185743245068151e-08,0.0,0.0,0.8323335056933832,0.5196632742881775,0.9659053085357185,0.9966833591461182
0,val::math500::0::2c4303ce28478c25::sample3,val::math500::0::2c4303ce28478c25,3,3,math500,0.0,0.0,539,-0.16422687104914502,0.5153386307218604,-4.51223611831665,0.0,0.9109380370963206,0.010973893105983734,0.18542281274866826,0.38871594952759914,0.027829313543599257,0.9555671103298664,-0.00027493199822844317,0.00018393390555346978,2.470263687455733e-06,0.0009921680903062224,8.095191333268303e-06,1.9456089006281925e-08,0.0,0.0,0.9351700352770942,0.7052239179611206,0.9980631717282014,0.9997970461845398
0,val::math500::1::0242d16f52e4149b::sample0,val::math500::1::0242d16f52e4149b,4,0,math500,0.0,0.0,1239,-0.24587169902456163,0.7275550929666964,-9.202924728393555,0.0,0.8833364596805872,0.00010074432066176087,0.26783341582295284,0.5491028560848257,0.05004035512510089,0.8679414441980953,-0.0002478651042797834,0.00020945934888196008,5.770605599859244e-06,0.0007680588751100004,0.0007680588751100004,2.2611190531359253e-08,0.0,0.0,0.9113387698675953,0.24131694436073303,0.9934344325361952,0.7601326704025269
0,val::math500::1::0242d16f52e4149b::sample1,val::math500::1::0242d16f52e4149b,5,1,math500,0.0,0.0,636,-0.5823695832555914,1.2624013463606456,-14.912023544311523,-7.152555099310121e-07,0.7602155872837876,3.3403384236407874e-07,0.5873967730819541,0.8261869574209485,0.1069182389937107,0.9038756028749049,0.001015188076696301,-0.0008422340929784171,1.1698292705305723e-05,0.0005967981414869428,2.5322131591565267e-07,-1.5858180184209446e-08,0.0,0.0,0.8242182800979734,0.7305176854133606,0.977317214668172,0.999424397945404
0,val::math500::1::0242d16f52e4149b::sample2,val::math500::1::0242d16f52e4149b,6,2,math500,0.0,0.0,744,-0.653815229594089,1.4594561125288472,-15.613526344299316,-3.576278118089249e-07,0.756982862785105,1.6562719906687562e-07,0.7000779416746818,1.0289388747704455,0.13709677419354838,0.7198548152373405,-0.0008160469071396824,0.0009477178462557468,3.276863178852649e-05,0.004781128838658333,0.00012444308958947659,2.045066210578166e-08,0.0,0.0,0.8123343700182534,0.5397433042526245,0.9601936340332031,0.9973440170288086
0,val::math500::1::0242d16f52e4149b::sample3,val::math500::1::0242d16f52e4149b,7,3,math500,0.0,0.0,2048,-0.2519049772019728,0.7140115339463831,-8.543573379516602,0.0,0.875358952157633,0.00019479294132906944,0.2581004287442916,0.46031916897282055,0.044921875,0.9800519412383437,-5.961769993264784e-05,5.080707366739136e-05,2.629609333899852e-07,5.756169048254378e-05,4.139937814784389e-08,-1.9428390164933608e-10,0.0,0.0,0.9087615164098679,1.0,0.9970655195647851,1.0
0,val::math500::2::6b2a4988c67e4477::sample0,val::math500::2::6b2a4988c67e4477,8,0,math500,1.0,1.0,441,-0.05789806941769663,0.23568540618785774,-2.127215623855591,0.0,0.9614748509089692,0.11916863918304443,0.09056308917619761,0.28057325893220664,0.009070294784580499,0.9800999257713556,0.00011084512381946206,-0.00016999013492301513,4.0938141818497594e-07,1.8577835362521e-05,4.0530537148697476e-07,1.4270315345224296e-09,0.0,0.0,0.9671259292331683,0.9395306706428528,0.9992793067242283,0.9997815489768982
0,val::math500::2::6b2a4988c67e4477::sample1,val::math500::2::6b2a4988c67e4477,9,1,math500,0.0,0.0,755,-1.5563098906235913,2.5005166884215058,-16.185659408569336,-1.1920928244535389e-07,0.5924820247063202,9.346680940325314e-08,1.5428069237804227,1.8182091756061696,0.2980132450331126,0.22598144603707748,-0.0033930153150155194,0.0037931614413517973,0.0006455073347231984,0.05266308784484863,0.0036384600680321455,3.0240695836864964e-06,0.0,0.0,0.6717735172551594,0.3275238275527954,0.8712242035084213,0.9542381763458252
