formal_label,run_name,run_id,step,training_global_step,actor_entropy,actor_ppo_kl,actor_pg_loss,train_response_length_mean,val_reward_mean,val_reward_pass1,val_reward_pass8,val_reward_best8_mean,val_aux_response_length_mean,val_token_entropy_mean,val_low_confidence_ratio,val_token_response_length_mean,val_top1_prob_mean,val_eos_prob_mean,val_topk_mass_mean,val_analyzed_samples,val_analyzed_sample_fraction
Base weak-regularization variant,base_d_weak_constraint_20260402_003007,rq4nirwa1qsaynipprodn,117,117.0,0.1029615849256515,3.090010798878495e-05,7.845699656172656e-05,571.744140625,,,,,,,,,,,,,
Base weak-regularization variant,base_d_weak_constraint_20260402_003007,rq4nirwa1qsaynipprodn,118,118.0,0.100935012102127,3.5959277262520573e-06,1.803625571028533e-05,573.95703125,,,,,,,,,,,,,
Base weak-regularization variant,base_d_weak_constraint_20260402_003007,rq4nirwa1qsaynipprodn,119,119.0,0.1099531725049018,5.853870278760276e-05,0.0001242940088559,580.453125,,,,,,,,,,,,,
Base weak-regularization variant,base_d_weak_constraint_20260402_003007,rq4nirwa1qsaynipprodn,120,120.0,0.0994271785020828,1.413988471998806e-05,2.440348180243745e-05,561.087890625,0.56575,0.56575,0.824,0.7835319999999999,569.21875,0.1707601110587694,0.0326928355750754,569.21875,0.939928329681388,0.0017677930531644,0.9954874705195002,64.0,0.016
Base weak-regularization variant,base_d_weak_constraint_20260402_003007,rq4nirwa1qsaynipprodn,121,121.0,0.0981670916080474,1.2936327035362185e-05,5.361676903703483e-05,565.1484375,,,,,,,,,,,,,
Base weak-regularization variant,base_d_weak_constraint_20260402_003007,rq4nirwa1qsaynipprodn,122,122.0,0.1060561910271644,-1.0652662344207142e-05,9.155967654805865e-05,581.384765625,,,,,,,,,,,,,
Base weak-regularization variant,base_d_weak_constraint_20260402_003007,rq4nirwa1qsaynipprodn,123,123.0,0.0996797904372215,7.095518110844523e-06,4.120886660530232e-05,576.45703125,,,,,,,,,,,,,
Base weak-regularization variant,base_d_weak_constraint_20260402_003007,rq4nirwa1qsaynipprodn,124,124.0,0.1009023860096931,2.5967068894572343e-05,2.861254233721411e-05,569.365234375,,,,,,,,,,,,,
Base weak-regularization variant,base_d_weak_constraint_20260402_003007,rq4nirwa1qsaynipprodn,125,125.0,0.0978294163942337,3.103907417933982e-05,1.3292137737153098e-06,566.21484375,,,,,,,,,,,,,
Base weak-regularization variant,base_d_weak_constraint_20260402_003007,rq4nirwa1qsaynipprodn,126,126.0,0.0979020968079567,-5.33437501724944e-05,4.008893120044377e-05,573.93359375,0.569,0.569,0.826,0.792124,611.921875,0.1769163552847172,0.0308199065444424,611.921875,0.937751092271055,0.0015713161318841,0.9953920537615822,64.0,0.016
Base weak-regularization variant,base_d_weak_constraint_20260402_003007,rq4nirwa1qsaynipprodn,127,127.0,0.0975003913044929,1.330296671309128e-05,5.763840636063833e-05,567.970703125,,,,,,,,,,,,,
Base weak-regularization variant,base_d_weak_constraint_20260402_003007,rq4nirwa1qsaynipprodn,128,128.0,0.0991050228476524,-2.0341908481658063e-05,9.782277629710734e-05,579.5703125,,,,,,,,,,,,,
Base weak-regularization variant,base_d_weak_constraint_20260402_003007,rq4nirwa1qsaynipprodn,129,129.0,0.0971168354153633,5.974808053643699e-06,2.1539228328038007e-05,570.845703125,,,,,,,,,,,,,
Base weak-regularization variant,base_d_weak_constraint_20260402_003007,rq4nirwa1qsaynipprodn,130,130.0,0.0972660556435585,2.617097066837104e-05,4.374763011583127e-05,568.44921875,,,,,,,,,,,,,
Base weak-regularization variant,base_d_weak_constraint_20260402_003007,rq4nirwa1qsaynipprodn,131,131.0,0.0976183712482452,8.11410723811079e-06,7.95393289081403e-05,575.109375,,,,,,,,,,,,,
Base weak-regularization variant,base_d_weak_constraint_20260402_003007,rq4nirwa1qsaynipprodn,132,132.0,0.1006181687116622,3.614678579222375e-05,5.412114933278645e-05,575.533203125,0.57475,0.57475,0.82,0.7840499999999999,549.640625,0.1669346363442731,0.0309861557267532,549.640625,0.9405885880709908,0.0018096885073329,0.9956934116358211,64.0,0.016
Base weak-regularization variant,base_d_weak_constraint_20260402_003007,rq4nirwa1qsaynipprodn,133,133.0,0.1006953045725822,-2.465643306592824e-05,0.0001422980312781,588.916015625,,,,,,,,,,,,,
Base weak-regularization variant,base_d_weak_constraint_20260402_003007,rq4nirwa1qsaynipprodn,134,134.0,0.098427802324295,-2.723358628120565e-05,4.549913319351617e-05,571.505859375,,,,,,,,,,,,,
Base weak-regularization variant,base_d_weak_constraint_20260402_003007,rq4nirwa1qsaynipprodn,135,135.0,0.0967542827129364,5.218724790534424e-06,2.0158559891569897e-05,578.390625,,,,,,,,,,,,,
Base weak-regularization variant,base_d_weak_constraint_20260402_003007,rq4nirwa1qsaynipprodn,136,136.0,0.0968631729483604,-1.4145816273902769e-05,2.3726997824269347e-05,573.56640625,,,,,,,,,,,,,
Base weak-regularization variant,base_d_weak_constraint_20260402_003007,rq4nirwa1qsaynipprodn,137,137.0,0.0950556918978691,1.8453593617184797e-05,1.775311648088973e-05,570.974609375,,,,,,,,,,,,,
Base weak-regularization variant,base_d_weak_constraint_20260402_003007,rq4nirwa1qsaynipprodn,138,138.0,0.0955703631043434,3.1053193443320026e-05,2.550581120885909e-05,571.958984375,0.5695,0.5695,0.804,0.7749159999999999,575.203125,0.1987169547758822,0.0362100344986825,575.203125,0.9322518660937796,0.0016083290936889,0.9933841508333716,64.0,0.016
Base weak-regularization variant,base_d_weak_constraint_20260402_003007,rq4nirwa1qsaynipprodn,139,139.0,0.094875156879425,4.246255766826579e-05,-4.460327545530163e-06,568.771484375,,,,,,,,,,,,,
Base weak-regularization variant,base_d_weak_constraint_20260402_003007,rq4nirwa1qsaynipprodn,140,140.0,0.0965196713805198,4.442534821769151e-05,5.0183355597255286e-05,578.73828125,,,,,,,,,,,,,
Base weak-regularization variant,base_d_weak_constraint_20260402_003007,rq4nirwa1qsaynipprodn,141,141.0,0.1151028573513031,3.5278638228497528e-06,7.995114992809249e-05,579.904296875,,,,,,,,,,,,,
Base weak-regularization variant,base_d_weak_constraint_20260402_003007,rq4nirwa1qsaynipprodn,142,142.0,0.096265323460102,1.4923545157863316e-05,4.755515692522749e-05,574.4453125,,,,,,,,,,,,,
Base weak-regularization variant,base_d_weak_constraint_20260402_003007,rq4nirwa1qsaynipprodn,143,143.0,0.0995386093854904,2.08521503353154e-06,4.425122551765526e-05,572.21875,,,,,,,,,,,,,
Base weak-regularization variant,base_d_weak_constraint_20260402_003007,rq4nirwa1qsaynipprodn,144,144.0,0.0976243391633033,-1.5736153573087108e-05,2.388783195783617e-05,572.302734375,0.569,0.569,0.83,0.7911900000000001,579.53125,0.1677974513226938,0.0320841197088163,579.53125,0.9402849342920092,0.0017181554455164,0.9959977208330612,64.0,0.016
Base weak-regularization variant,base_d_weak_constraint_20260402_003007,rq4nirwa1qsaynipprodn,145,145.0,0.0966342836618423,-3.315312061147324e-05,7.832452320144512e-05,577.234375,,,,,,,,,,,,,
Base weak-regularization variant,base_d_weak_constraint_20260402_003007,rq4nirwa1qsaynipprodn,146,146.0,0.0961625501513481,-1.7981907992958845e-05,5.545361364056589e-05,574.720703125,,,,,,,,,,,,,
Base weak-regularization variant,base_d_weak_constraint_20260402_003007,rq4nirwa1qsaynipprodn,147,147.0,0.0983270853757858,4.004407061053428e-05,5.873159716429655e-05,579.07421875,,,,,,,,,,,,,
Base weak-regularization variant,base_d_weak_constraint_20260402_003007,rq4nirwa1qsaynipprodn,148,148.0,0.0941046476364135,-5.979827736091181e-06,5.799051905341912e-06,568.296875,,,,,,,,,,,,,
Base weak-regularization variant,base_d_weak_constraint_20260402_003007,rq4nirwa1qsaynipprodn,149,149.0,0.0924372673034668,2.3119828589379665e-06,2.6786065973283257e-05,566.201171875,,,,,,,,,,,,,
Base weak-regularization variant,base_d_weak_constraint_20260402_003007,rq4nirwa1qsaynipprodn,150,150.0,0.093531921505928,-2.358853815209727e-05,-3.258681317674927e-06,570.115234375,0.56775,0.56775,0.788,0.7577039999999999,600.828125,0.1541789529091254,0.028554339063272,600.828125,0.9448645111116524,0.0015898191943867,0.9963895261878264,64.0,0.016
Base weak-regularization variant,base_d_weak_constraint_20260402_003007,rq4nirwa1qsaynipprodn,151,151.0,0.0927185639739036,-7.542441837316005e-06,-1.0630671567923857e-05,565.85546875,,,,,,,,,,,,,
Base weak-regularization variant,base_d_weak_constraint_20260402_003007,rq4nirwa1qsaynipprodn,152,152.0,0.1093570366501808,2.3612333356348717e-05,2.3210465769807342e-05,574.146484375,,,,,,,,,,,,,
Base weak-regularization variant,base_d_weak_constraint_20260402_003007,rq4nirwa1qsaynipprodn,153,153.0,0.0934913977980613,-3.5721174318048554e-05,1.4124873814580496e-05,576.796875,,,,,,,,,,,,,
Base weak-regularization variant,base_d_weak_constraint_20260402_003007,rq4nirwa1qsaynipprodn,154,154.0,0.0936686471104622,2.23587647925072e-05,4.343005639384501e-05,572.306640625,,,,,,,,,,,,,
Base weak-regularization variant,base_d_weak_constraint_20260402_003007,rq4nirwa1qsaynipprodn,155,155.0,0.0938881114125251,-9.929411671549817e-06,4.682517101173289e-05,570.00390625,,,,,,,,,,,,,
Base weak-regularization variant,base_d_weak_constraint_20260402_003007,rq4nirwa1qsaynipprodn,156,156.0,0.0910915955901146,3.0272459956570685e-06,-3.141180059174076e-06,570.990234375,0.569,0.569,0.818,0.784404,559.84375,0.1730469813068718,0.0317331844822774,559.84375,0.9386593481431684,0.0017659394009682,0.9955496619541552,64.0,0.016
Base weak-regularization variant,base_d_weak_constraint_20260402_003007,rq4nirwa1qsaynipprodn,157,157.0,0.0925843194127082,2.456058145872131e-05,5.478034017869504e-05,574.89453125,,,,,,,,,,,,,
Base weak-regularization variant,base_d_weak_constraint_20260402_003007,rq4nirwa1qsaynipprodn,158,158.0,0.0895806699991226,-4.327544142812556e-06,-2.6298494049115106e-07,566.8515625,,,,,,,,,,,,,
Base weak-regularization variant,base_d_weak_constraint_20260402_003007,rq4nirwa1qsaynipprodn,159,159.0,0.0910109356045723,3.4772725885597044e-05,2.731924359977711e-05,565.478515625,,,,,,,,,,,,,
Base weak-regularization variant,base_d_weak_constraint_20260402_003007,rq4nirwa1qsaynipprodn,160,160.0,0.0903900191187858,3.939710387323992e-05,-1.702453118923586e-06,568.341796875,,,,,,,,,,,,,
Base weak-regularization variant,base_d_weak_constraint_20260402_003007,rq4nirwa1qsaynipprodn,161,161.0,0.0926330983638763,1.1908322036902064e-05,7.354964509431738e-06,571.419921875,,,,,,,,,,,,,
Base weak-regularization variant,base_d_weak_constraint_20260402_003007,rq4nirwa1qsaynipprodn,162,162.0,0.0917924270033836,-2.6427359927749805e-05,5.853619768458884e-05,577.37890625,0.56725,0.56725,0.826,0.787328,606.078125,0.1596341985644343,0.0289515068705045,606.078125,0.9433742828947408,0.001557272774122,0.9960895144852449,64.0,0.016
Base weak-regularization variant,base_d_weak_constraint_20260402_003007,rq4nirwa1qsaynipprodn,163,163.0,0.0944915115833282,3.248352661544551e-05,7.193571491370676e-05,574.0390625,,,,,,,,,,,,,
Base weak-regularization variant,base_d_weak_constraint_20260402_003007,rq4nirwa1qsaynipprodn,164,164.0,0.0915667340159416,-1.7924749541181617e-05,3.817244396486785e-05,572.083984375,,,,,,,,,,,,,
Base weak-regularization variant,base_d_weak_constraint_20260402_003007,rq4nirwa1qsaynipprodn,165,165.0,0.0893451198935508,-6.29137255124812e-05,-1.7649099390837364e-06,565.4140625,,,,,,,,,,,,,
Base weak-regularization variant,base_d_weak_constraint_20260402_003007,rq4nirwa1qsaynipprodn,166,166.0,0.0899827778339386,-1.621178342281482e-05,9.303075785283e-07,568.6640625,,,,,,,,,,,,,
Base weak-regularization variant,base_d_weak_constraint_20260402_003007,rq4nirwa1qsaynipprodn,167,167.0,0.0918881967663765,-5.1316431053827216e-05,3.1534798836219124e-05,569.54296875,,,,,,,,,,,,,
Base weak-regularization variant,base_d_weak_constraint_20260402_003007,rq4nirwa1qsaynipprodn,168,168.0,0.0928664728999138,1.0165769275261027e-05,7.12167293386301e-05,573.673828125,0.57,0.57,0.808,0.7790459999999999,632.703125,0.1615175029528637,0.0300298817079495,632.703125,0.9425370561612308,0.0015611829293919,0.9954839798790214,64.0,0.016
Base weak-regularization variant,base_d_weak_constraint_20260402_003007,rq4nirwa1qsaynipprodn,169,169.0,0.0904039293527603,-2.3676824070784086e-06,1.637902187212603e-05,568.818359375,,,,,,,,,,,,,
Base weak-regularization variant,base_d_weak_constraint_20260402_003007,rq4nirwa1qsaynipprodn,170,170.0,0.0913760811090469,-2.8927831952293287e-05,1.421570050297305e-05,567.427734375,,,,,,,,,,,,,
Base weak-regularization variant,base_d_weak_constraint_20260402_003007,rq4nirwa1qsaynipprodn,171,171.0,0.0880522057414054,4.331910951727025e-06,2.9259012080729008e-05,564.05078125,,,,,,,,,,,,,
Base weak-regularization variant,base_d_weak_constraint_20260402_003007,rq4nirwa1qsaynipprodn,172,172.0,0.0909252613782882,1.3520125620836154e-05,6.500351810245775e-05,573.484375,,,,,,,,,,,,,
Base weak-regularization variant,base_d_weak_constraint_20260402_003007,rq4nirwa1qsaynipprodn,173,173.0,0.1074988692998886,1.83083903082526e-06,3.187434504070552e-05,567.333984375,,,,,,,,,,,,,
Base weak-regularization variant,base_d_weak_constraint_20260402_003007,rq4nirwa1qsaynipprodn,174,174.0,0.0883117765188217,4.652158349571778e-05,-3.899871444446035e-06,562.978515625,0.5765,0.5765,0.822,0.790172,561.6875,0.1554114035163557,0.0270946923333704,561.6875,0.943812723351862,0.0017579470148563,0.9967647186174028,64.0,0.016
Base weak-regularization variant,base_d_weak_constraint_20260402_003007,rq4nirwa1qsaynipprodn,175,175.0,0.0899380818009376,-1.0806662963602776e-05,2.6771871489472687e-05,561.521484375,,,,,,,,,,,,,
Base weak-regularization variant,base_d_weak_constraint_20260402_003007,rq4nirwa1qsaynipprodn,176,176.0,0.0894689112901687,1.4372464949730102e-05,-6.567969649040606e-06,562.310546875,,,,,,,,,,,,,
Base weak-regularization variant,base_d_weak_constraint_20260402_003007,rq4nirwa1qsaynipprodn,177,177.0,0.0901733487844467,-3.06252225201753e-06,2.3732131012366157e-05,565.44921875,,,,,,,,,,,,,
Base weak-regularization variant,base_d_weak_constraint_20260402_003007,rq4nirwa1qsaynipprodn,178,178.0,0.0895723402500152,-1.1409087151026398e-05,1.613360655028373e-05,565.677734375,,,,,,,,,,,,,
Base weak-regularization variant,base_d_weak_constraint_20260402_003007,rq4nirwa1qsaynipprodn,179,179.0,0.0915527045726776,2.1879790288115156e-05,5.897477603866719e-05,566.720703125,,,,,,,,,,,,,
Base weak-regularization variant,base_d_weak_constraint_20260402_003007,rq4nirwa1qsaynipprodn,180,180.0,0.0907386690378189,-2.735548706533919e-05,2.7851177037518937e-05,564.89453125,0.57475,0.57475,0.814,0.7805019999999999,578.609375,0.1557419273617722,0.0300829035132726,578.609375,0.9442185901558302,0.0016863610965585,0.9963314753489634,64.0,0.016
