step,training/global_step,training/global_step_timestamp,actor/entropy,actor/entropy_timestamp,actor/ppo_kl,actor/ppo_kl_timestamp,actor/pg_loss,actor/pg_loss_timestamp,response_length/mean,response_length/mean_timestamp,val-core/math500/reward/mean@8,val-core/math500/reward/mean@8_timestamp,val-core/math500/reward/pass@1,val-core/math500/reward/pass@1_timestamp,val-core/math500/reward/pass@8,val-core/math500/reward/pass@8_timestamp,val-core/math500/reward/best@8/mean,val-core/math500/reward/best@8/mean_timestamp,val-aux/math500/response_length/mean@8,val-aux/math500/response_length/mean@8_timestamp,val-token/math500/summary/token_entropy_mean,val-token/math500/summary/token_entropy_mean_timestamp,val-token/math500/summary/low_confidence_token_ratio,val-token/math500/summary/low_confidence_token_ratio_timestamp,val-token/math500/summary/response_length_mean,val-token/math500/summary/response_length_mean_timestamp,val-token/math500/summary/top1_prob_mean,val-token/math500/summary/top1_prob_mean_timestamp,val-token/math500/summary/eos_prob_mean,val-token/math500/summary/eos_prob_mean_timestamp,val-token/math500/summary/topk_mass_mean,val-token/math500/summary/topk_mass_mean_timestamp,val-token/math500/summary/analyzed_samples,val-token/math500/summary/analyzed_samples_timestamp,val-token/math500/summary/analyzed_sample_fraction,val-token/math500/summary/analyzed_sample_fraction_timestamp
74,74.0,1775074331000.0,0.1125259324908256,1775074331000.0,-4.251741510330475e-05,1775074331000.0,3.8086539461801294e-05,1775074331000.0,582.90234375,1775074331000.0,,,,,,,,,,,,,,,,,,,,,,,,,,
75,75.0,1775074444000.0,0.1211324781179428,1775074444000.0,4.068335355622565e-05,1775074444000.0,0.0001976485891646,1775074444000.0,601.24609375,1775074444000.0,,,,,,,,,,,,,,,,,,,,,,,,,,
76,76.0,1775074558000.0,0.1208045482635498,1775074558000.0,5.017435055498787e-05,1775074558000.0,0.0003065857254114,1775074558000.0,611.634765625,1775074558000.0,,,,,,,,,,,,,,,,,,,,,,,,,,
77,77.0,1775074671000.0,0.1146662086248397,1775074671000.0,3.121116865822948e-05,1775074671000.0,0.0001973042490135,1775074671000.0,595.005859375,1775074671000.0,,,,,,,,,,,,,,,,,,,,,,,,,,
78,78.0,1775075122000.0,0.1139248758554458,1775075122000.0,-1.9561574774229484e-05,1775075122000.0,0.0001991421722777,1775075122000.0,606.2109375,1775075122000.0,0.56,1775075122000.0,0.56,1775075122000.0,0.82,1775075122000.0,0.7851279999999999,1775075122000.0,641.203125,1775075122000.0,0.2276341958181561,1775075122000.0,0.0456904744498866,1775075122000.0,641.203125,1775075122000.0,0.9240015892878254,1775075122000.0,0.0015073474561091,1775075122000.0,0.9909651537580844,1775075122000.0,64.0,1775075122000.0,0.016,1775075122000.0
79,79.0,1775075235000.0,0.1183323189616203,1775075235000.0,-2.9745079247689432e-05,1775075235000.0,0.0001933002977239,1775075235000.0,595.166015625,1775075235000.0,,,,,,,,,,,,,,,,,,,,,,,,,,
80,80.0,1775075348000.0,0.1211246699094772,1775075348000.0,-1.2362073003452378e-05,1775075348000.0,0.000180255815394,1775075348000.0,591.01953125,1775075348000.0,,,,,,,,,,,,,,,,,,,,,,,,,,
81,81.0,1775075462000.0,0.1120528504252433,1775075462000.0,-3.087734080309268e-05,1775075462000.0,0.0003137690346193,1775075462000.0,604.2890625,1775075462000.0,,,,,,,,,,,,,,,,,,,,,,,,,,
82,82.0,1775075574000.0,0.1144386827945709,1775075574000.0,-8.729822763342554e-06,1775075574000.0,0.0001765517108651,1775075574000.0,591.4375,1775075574000.0,,,,,,,,,,,,,,,,,,,,,,,,,,
83,83.0,1775075688000.0,0.1151701509952545,1775075688000.0,-4.4743225806942455e-05,1775075688000.0,0.0002834287543009,1775075688000.0,606.478515625,1775075688000.0,,,,,,,,,,,,,,,,,,,,,,,,,,
84,84.0,1775076144000.0,0.1123344376683235,1775076144000.0,1.1720582717700267e-06,1775076144000.0,0.0001426963362973,1775076144000.0,598.595703125,1775076144000.0,0.562,1775076144000.0,0.562,1775076144000.0,0.83,1775076144000.0,0.7890260000000001,1775076144000.0,602.28125,1775076144000.0,0.1757111333881584,1775076144000.0,0.0317802106573963,1775076144000.0,602.28125,1775076144000.0,0.9383245458342132,1775076144000.0,0.0015853559491699,1775076144000.0,0.995269107971999,1775076144000.0,64.0,1775076144000.0,0.016,1775076144000.0
85,85.0,1775076256000.0,0.1104659363627433,1775076256000.0,-2.63309522310351e-05,1775076256000.0,0.0001250417017217,1775076256000.0,581.58203125,1775076256000.0,,,,,,,,,,,,,,,,,,,,,,,,,,
86,86.0,1775076370000.0,0.109015591442585,1775076370000.0,1.2821582192401593e-05,1775076370000.0,0.0001459688955947,1775076370000.0,593.798828125,1775076370000.0,,,,,,,,,,,,,,,,,,,,,,,,,,
87,87.0,1775076483000.0,0.1145917251706123,1775076483000.0,-2.100403724458744e-05,1775076483000.0,0.0001465888863094,1775076483000.0,592.69921875,1775076483000.0,,,,,,,,,,,,,,,,,,,,,,,,,,
88,88.0,1775076595000.0,0.1122639700770378,1775076595000.0,-2.5068473352263258e-05,1775076595000.0,0.000164104050782,1775076595000.0,586.24609375,1775076595000.0,,,,,,,,,,,,,,,,,,,,,,,,,,
89,89.0,1775076708000.0,0.1103909164667129,1775076708000.0,3.89816063921522e-05,1775076708000.0,0.0001541528499728,1775076708000.0,587.32421875,1775076708000.0,,,,,,,,,,,,,,,,,,,,,,,,,,
90,90.0,1775077155000.0,0.1136214360594749,1775077155000.0,8.754991649262411e-06,1775077155000.0,0.000167380521816,1775077155000.0,597.26171875,1775077155000.0,0.557,1775077155000.0,0.557,1775077155000.0,0.796,1775077155000.0,0.7661939999999999,1775077155000.0,599.828125,1775077155000.0,0.1841971220944442,1775077155000.0,0.0346453411133397,1775077155000.0,599.828125,1775077155000.0,0.9361649606925264,1775077155000.0,0.0015837810072536,1775077155000.0,0.9948593036701594,1775077155000.0,64.0,1775077155000.0,0.016,1775077155000.0
91,91.0,1775077270000.0,0.1107103675603866,1775077270000.0,3.556331601473062e-05,1775077270000.0,0.0001736860940582,1775077270000.0,589.890625,1775077270000.0,,,,,,,,,,,,,,,,,,,,,,,,,,
92,92.0,1775077384000.0,0.1087188944220542,1775077384000.0,2.1388854417825343e-05,1775077384000.0,0.0001811786241887,1775077384000.0,593.11328125,1775077384000.0,,,,,,,,,,,,,,,,,,,,,,,,,,
93,93.0,1775077496000.0,0.1119202226400375,1775077496000.0,6.179577551820858e-05,1775077496000.0,0.0001149229983639,1775077496000.0,583.845703125,1775077496000.0,,,,,,,,,,,,,,,,,,,,,,,,,,
94,94.0,1775077610000.0,0.1098785698413848,1775077610000.0,-6.338120415616544e-06,1775077610000.0,8.219248957175296e-05,1775077610000.0,584.86328125,1775077610000.0,,,,,,,,,,,,,,,,,,,,,,,,,,
95,95.0,1775077722000.0,0.107337549328804,1775077722000.0,5.297849405350164e-05,1775077722000.0,0.0001148648789239,1775077722000.0,584.24609375,1775077722000.0,,,,,,,,,,,,,,,,,,,,,,,,,,
96,96.0,1775078166000.0,0.1085785254836082,1775078166000.0,8.431117317631021e-07,1775078166000.0,0.0001748963368299,1775078166000.0,594.001953125,1775078166000.0,0.55775,1775078166000.0,0.55775,1775078166000.0,0.82,1775078166000.0,0.781672,1775078166000.0,766.9375,1775078166000.0,0.2511786180393162,1775078166000.0,0.0450452285877271,1775078166000.0,766.9375,1775078166000.0,0.9264459368283198,1775078166000.0,0.0012544514327309,1775078166000.0,0.9887312720529357,1775078166000.0,64.0,1775078166000.0,0.016,1775078166000.0
97,97.0,1775078279000.0,0.1093707457184791,1775078279000.0,-4.692454211530084e-06,1775078279000.0,0.0001982226895052,1775078279000.0,590.021484375,1775078279000.0,,,,,,,,,,,,,,,,,,,,,,,,,,
98,98.0,1775078390000.0,0.109768345952034,1775078390000.0,-6.203277726157808e-06,1775078390000.0,7.822518455213867e-05,1775078390000.0,577.892578125,1775078390000.0,,,,,,,,,,,,,,,,,,,,,,,,,,
99,99.0,1775078504000.0,0.1122512072324752,1775078504000.0,-6.457293877737413e-05,1775078504000.0,0.0001177422445834,1775078504000.0,585.267578125,1775078504000.0,,,,,,,,,,,,,,,,,,,,,,,,,,
100,100.0,1775078713000.0,0.1097558960318565,1775078713000.0,-1.5032166666928417e-05,1775078713000.0,0.0001433849847671,1775078713000.0,587.62890625,1775078713000.0,,,,,,,,,,,,,,,,,,,,,,,,,,
101,101.0,1775078824000.0,0.108680747449398,1775078824000.0,2.3628545136489265e-05,1775078824000.0,0.0001353164598185,1775078824000.0,585.82421875,1775078824000.0,,,,,,,,,,,,,,,,,,,,,,,,,,
102,102.0,1775079263000.0,0.1093989983201026,1775079263000.0,1.37379481972566e-05,1775079263000.0,9.461111767450348e-05,1775079263000.0,581.15234375,1775079263000.0,0.57475,1775079263000.0,0.57475,1775079263000.0,0.808,1775079263000.0,0.777664,1775079263000.0,623.0625,1775079263000.0,0.1716451353122291,1775079263000.0,0.0315728759153375,1775079263000.0,623.0625,1775079263000.0,0.939933869840867,1775079263000.0,0.0014960608363046,1775079263000.0,0.9956450418814192,1775079263000.0,64.0,1775079263000.0,0.016,1775079263000.0
103,103.0,1775079374000.0,0.1044280007481575,1775079374000.0,-2.0050364972656887e-05,1775079374000.0,9.451881214772584e-05,1775079374000.0,575.640625,1775079374000.0,,,,,,,,,,,,,,,,,,,,,,,,,,
104,104.0,1775079487000.0,0.1148879155516624,1775079487000.0,1.1332179588041669e-05,1775079487000.0,0.0002260136707263,1775079487000.0,597.435546875,1775079487000.0,,,,,,,,,,,,,,,,,,,,,,,,,,
105,105.0,1775079598000.0,0.1069637313485145,1775079598000.0,2.1986520767125484e-05,1775079598000.0,0.00013239197051,1775079598000.0,578.939453125,1775079598000.0,,,,,,,,,,,,,,,,,,,,,,,,,,
106,106.0,1775079711000.0,0.105677843093872,1775079710000.0,1.9240830344102733e-05,1775079711000.0,9.156726900982905e-05,1775079711000.0,583.419921875,1775079711000.0,,,,,,,,,,,,,,,,,,,,,,,,,,
107,107.0,1775079822000.0,0.1072694733738899,1775079822000.0,9.328477013514911e-06,1775079822000.0,8.922743018047186e-05,1775079822000.0,582.744140625,1775079822000.0,,,,,,,,,,,,,,,,,,,,,,,,,,
108,108.0,1775080261000.0,0.1060054153203964,1775080261000.0,-5.865889362821619e-05,1775080261000.0,0.0001556248298584,1775080261000.0,583.21484375,1775080261000.0,0.5695,1775080261000.0,0.5695,1775080261000.0,0.82,1775080261000.0,0.78293,1775080261000.0,604.3125,1775080261000.0,0.1917332060298353,1775080261000.0,0.0366635639673182,1775080261000.0,604.3125,1775080261000.0,0.9347436107762142,1775080261000.0,0.0016211751425031,1775080261000.0,0.993180264212474,1775080261000.0,64.0,1775080261000.0,0.016,1775080261000.0
109,109.0,1775080375000.0,0.1072315350174904,1775080375000.0,1.3563664452043156e-05,1775080375000.0,0.0002088284518322,1775080375000.0,597.0390625,1775080375000.0,,,,,,,,,,,,,,,,,,,,,,,,,,
110,110.0,1775080486000.0,0.1037291511893272,1775080486000.0,2.8636969065631845e-05,1775080486000.0,0.000123103435726,1775080486000.0,585.48828125,1775080486000.0,,,,,,,,,,,,,,,,,,,,,,,,,,
111,111.0,1775080597000.0,0.1049700379371643,1775080597000.0,1.6435780346935047e-05,1775080597000.0,7.200430991360918e-05,1775080597000.0,572.91015625,1775080597000.0,,,,,,,,,,,,,,,,,,,,,,,,,,
112,112.0,1775080709000.0,0.1052219569683075,1775080709000.0,-5.599026026814613e-06,1775080709000.0,0.0001608814563951,1775080709000.0,588.458984375,1775080709000.0,,,,,,,,,,,,,,,,,,,,,,,,,,
113,113.0,1775080822000.0,0.1045270413160324,1775080822000.0,-1.2840161550009556e-05,1775080822000.0,0.000195742743017,1775080822000.0,581.076171875,1775080822000.0,,,,,,,,,,,,,,,,,,,,,,,,,,
114,114.0,1775081260000.0,0.1033991277217865,1775081260000.0,-3.393089512027103e-06,1775081260000.0,5.600325130217243e-05,1775081260000.0,575.48828125,1775081260000.0,0.56375,1775081260000.0,0.56375,1775081260000.0,0.814,1775081260000.0,0.775624,1775081260000.0,651.4375,1775081260000.0,0.187222003891019,1775081260000.0,0.0358342127986184,1775081260000.0,651.4375,1775081260000.0,0.9358087726967425,1775081260000.0,0.0014344009985668,1775081260000.0,0.9940751978912544,1775081260000.0,64.0,1775081260000.0,0.016,1775081260000.0
115,115.0,1775081372000.0,0.1044964790344238,1775081372000.0,1.993856813697903e-05,1775081372000.0,0.0001902937547129,1775081372000.0,587.59765625,1775081372000.0,,,,,,,,,,,,,,,,,,,,,,,,,,
116,116.0,1775081485000.0,0.1010660007596016,1775081485000.0,-2.2278130344943747e-06,1775081485000.0,4.127157444600016e-05,1775081485000.0,574.662109375,1775081485000.0,,,,,,,,,,,,,,,,,,,,,,,,,,
117,117.0,1775081597000.0,0.1029615849256515,1775081597000.0,3.090010798878495e-05,1775081597000.0,7.845699656172656e-05,1775081597000.0,571.744140625,1775081597000.0,,,,,,,,,,,,,,,,,,,,,,,,,,
118,118.0,1775081708000.0,0.100935012102127,1775081708000.0,3.5959277262520573e-06,1775081708000.0,1.803625571028533e-05,1775081708000.0,573.95703125,1775081708000.0,,,,,,,,,,,,,,,,,,,,,,,,,,
119,119.0,1775081820000.0,0.1099531725049018,1775081820000.0,5.853870278760276e-05,1775081820000.0,0.0001242940088559,1775081820000.0,580.453125,1775081820000.0,,,,,,,,,,,,,,,,,,,,,,,,,,
120,120.0,1775082253000.0,0.0994271785020828,1775082253000.0,1.413988471998806e-05,1775082253000.0,2.440348180243745e-05,1775082253000.0,561.087890625,1775082253000.0,0.56575,1775082253000.0,0.56575,1775082253000.0,0.824,1775082253000.0,0.7835319999999999,1775082253000.0,569.21875,1775082253000.0,0.1707601110587694,1775082253000.0,0.0326928355750754,1775082253000.0,569.21875,1775082253000.0,0.939928329681388,1775082253000.0,0.0017677930531644,1775082253000.0,0.9954874705195002,1775082253000.0,64.0,1775082253000.0,0.016,1775082253000.0
121,121.0,1775082364000.0,0.0981670916080474,1775082364000.0,1.2936327035362185e-05,1775082364000.0,5.361676903703483e-05,1775082364000.0,565.1484375,1775082364000.0,,,,,,,,,,,,,,,,,,,,,,,,,,
122,122.0,1775082477000.0,0.1060561910271644,1775082477000.0,-1.0652662344207142e-05,1775082477000.0,9.155967654805865e-05,1775082477000.0,581.384765625,1775082477000.0,,,,,,,,,,,,,,,,,,,,,,,,,,
123,123.0,1775082588000.0,0.0996797904372215,1775082588000.0,7.095518110844523e-06,1775082588000.0,4.120886660530232e-05,1775082588000.0,576.45703125,1775082588000.0,,,,,,,,,,,,,,,,,,,,,,,,,,
124,124.0,1775082700000.0,0.1009023860096931,1775082700000.0,2.5967068894572343e-05,1775082700000.0,2.861254233721411e-05,1775082700000.0,569.365234375,1775082700000.0,,,,,,,,,,,,,,,,,,,,,,,,,,
125,125.0,1775082810000.0,0.0978294163942337,1775082810000.0,3.103907417933982e-05,1775082810000.0,1.3292137737153098e-06,1775082810000.0,566.21484375,1775082810000.0,,,,,,,,,,,,,,,,,,,,,,,,,,
126,126.0,1775083251000.0,0.0979020968079567,1775083251000.0,-5.33437501724944e-05,1775083251000.0,4.008893120044377e-05,1775083251000.0,573.93359375,1775083251000.0,0.569,1775083251000.0,0.569,1775083251000.0,0.826,1775083251000.0,0.792124,1775083251000.0,611.921875,1775083251000.0,0.1769163552847172,1775083251000.0,0.0308199065444424,1775083251000.0,611.921875,1775083251000.0,0.937751092271055,1775083251000.0,0.0015713161318841,1775083251000.0,0.9953920537615822,1775083251000.0,64.0,1775083251000.0,0.016,1775083251000.0
127,127.0,1775083364000.0,0.0975003913044929,1775083364000.0,1.330296671309128e-05,1775083364000.0,5.763840636063833e-05,1775083364000.0,567.970703125,1775083364000.0,,,,,,,,,,,,,,,,,,,,,,,,,,
128,128.0,1775083476000.0,0.0991050228476524,1775083476000.0,-2.0341908481658063e-05,1775083476000.0,9.782277629710734e-05,1775083476000.0,579.5703125,1775083476000.0,,,,,,,,,,,,,,,,,,,,,,,,,,
129,129.0,1775083585000.0,0.0971168354153633,1775083585000.0,5.974808053643699e-06,1775083585000.0,2.1539228328038007e-05,1775083585000.0,570.845703125,1775083585000.0,,,,,,,,,,,,,,,,,,,,,,,,,,
130,130.0,1775083697000.0,0.0972660556435585,1775083697000.0,2.617097066837104e-05,1775083697000.0,4.374763011583127e-05,1775083697000.0,568.44921875,1775083697000.0,,,,,,,,,,,,,,,,,,,,,,,,,,
131,131.0,1775083810000.0,0.0976183712482452,1775083810000.0,8.11410723811079e-06,1775083810000.0,7.95393289081403e-05,1775083810000.0,575.109375,1775083810000.0,,,,,,,,,,,,,,,,,,,,,,,,,,
132,132.0,1775084250000.0,0.1006181687116622,1775084250000.0,3.614678579222375e-05,1775084250000.0,5.412114933278645e-05,1775084250000.0,575.533203125,1775084250000.0,0.57475,1775084250000.0,0.57475,1775084250000.0,0.82,1775084250000.0,0.7840499999999999,1775084250000.0,549.640625,1775084250000.0,0.1669346363442731,1775084250000.0,0.0309861557267532,1775084250000.0,549.640625,1775084250000.0,0.9405885880709908,1775084250000.0,0.0018096885073329,1775084250000.0,0.9956934116358211,1775084250000.0,64.0,1775084250000.0,0.016,1775084250000.0
133,133.0,1775084363000.0,0.1006953045725822,1775084363000.0,-2.465643306592824e-05,1775084363000.0,0.0001422980312781,1775084363000.0,588.916015625,1775084363000.0,,,,,,,,,,,,,,,,,,,,,,,,,,
134,134.0,1775084475000.0,0.098427802324295,1775084475000.0,-2.723358628120565e-05,1775084475000.0,4.549913319351617e-05,1775084475000.0,571.505859375,1775084475000.0,,,,,,,,,,,,,,,,,,,,,,,,,,
135,135.0,1775084588000.0,0.0967542827129364,1775084588000.0,5.218724790534424e-06,1775084588000.0,2.0158559891569897e-05,1775084588000.0,578.390625,1775084588000.0,,,,,,,,,,,,,,,,,,,,,,,,,,
136,136.0,1775084700000.0,0.0968631729483604,1775084700000.0,-1.4145816273902769e-05,1775084700000.0,2.3726997824269347e-05,1775084700000.0,573.56640625,1775084700000.0,,,,,,,,,,,,,,,,,,,,,,,,,,
137,137.0,1775084811000.0,0.0950556918978691,1775084811000.0,1.8453593617184797e-05,1775084811000.0,1.775311648088973e-05,1775084811000.0,570.974609375,1775084811000.0,,,,,,,,,,,,,,,,,,,,,,,,,,
138,138.0,1775085262000.0,0.0955703631043434,1775085262000.0,3.1053193443320026e-05,1775085262000.0,2.550581120885909e-05,1775085262000.0,571.958984375,1775085262000.0,0.5695,1775085262000.0,0.5695,1775085262000.0,0.804,1775085262000.0,0.7749159999999999,1775085262000.0,575.203125,1775085262000.0,0.1987169547758822,1775085262000.0,0.0362100344986825,1775085262000.0,575.203125,1775085262000.0,0.9322518660937796,1775085262000.0,0.0016083290936889,1775085262000.0,0.9933841508333716,1775085262000.0,64.0,1775085262000.0,0.016,1775085262000.0
139,139.0,1775085367000.0,0.094875156879425,1775085367000.0,4.246255766826579e-05,1775085367000.0,-4.460327545530163e-06,1775085367000.0,568.771484375,1775085367000.0,,,,,,,,,,,,,,,,,,,,,,,,,,
140,140.0,1775085480000.0,0.0965196713805198,1775085480000.0,4.442534821769151e-05,1775085480000.0,5.0183355597255286e-05,1775085480000.0,578.73828125,1775085480000.0,,,,,,,,,,,,,,,,,,,,,,,,,,
141,141.0,1775085593000.0,0.1151028573513031,1775085593000.0,3.5278638228497528e-06,1775085593000.0,7.995114992809249e-05,1775085593000.0,579.904296875,1775085593000.0,,,,,,,,,,,,,,,,,,,,,,,,,,
142,142.0,1775085707000.0,0.096265323460102,1775085707000.0,1.4923545157863316e-05,1775085707000.0,4.755515692522749e-05,1775085707000.0,574.4453125,1775085707000.0,,,,,,,,,,,,,,,,,,,,,,,,,,
143,143.0,1775085819000.0,0.0995386093854904,1775085819000.0,2.08521503353154e-06,1775085819000.0,4.425122551765526e-05,1775085819000.0,572.21875,1775085819000.0,,,,,,,,,,,,,,,,,,,,,,,,,,
144,144.0,1775086258000.0,0.0976243391633033,1775086258000.0,-1.5736153573087108e-05,1775086258000.0,2.388783195783617e-05,1775086258000.0,572.302734375,1775086258000.0,0.569,1775086258000.0,0.569,1775086258000.0,0.83,1775086258000.0,0.7911900000000001,1775086258000.0,579.53125,1775086258000.0,0.1677974513226938,1775086258000.0,0.0320841197088163,1775086258000.0,579.53125,1775086258000.0,0.9402849342920092,1775086258000.0,0.0017181554455164,1775086258000.0,0.9959977208330612,1775086258000.0,64.0,1775086258000.0,0.016,1775086258000.0
145,145.0,1775086370000.0,0.0966342836618423,1775086370000.0,-3.315312061147324e-05,1775086370000.0,7.832452320144512e-05,1775086370000.0,577.234375,1775086370000.0,,,,,,,,,,,,,,,,,,,,,,,,,,
146,146.0,1775086481000.0,0.0961625501513481,1775086481000.0,-1.7981907992958845e-05,1775086481000.0,5.545361364056589e-05,1775086481000.0,574.720703125,1775086481000.0,,,,,,,,,,,,,,,,,,,,,,,,,,
147,147.0,1775086594000.0,0.0983270853757858,1775086594000.0,4.004407061053428e-05,1775086594000.0,5.873159716429655e-05,1775086594000.0,579.07421875,1775086594000.0,,,,,,,,,,,,,,,,,,,,,,,,,,
148,148.0,1775086705000.0,0.0941046476364135,1775086705000.0,-5.979827736091181e-06,1775086705000.0,5.799051905341912e-06,1775086705000.0,568.296875,1775086705000.0,,,,,,,,,,,,,,,,,,,,,,,,,,
149,149.0,1775086817000.0,0.0924372673034668,1775086817000.0,2.3119828589379665e-06,1775086817000.0,2.6786065973283257e-05,1775086817000.0,566.201171875,1775086817000.0,,,,,,,,,,,,,,,,,,,,,,,,,,
150,150.0,1775087255000.0,0.093531921505928,1775087255000.0,-2.358853815209727e-05,1775087255000.0,-3.258681317674927e-06,1775087255000.0,570.115234375,1775087255000.0,0.56775,1775087255000.0,0.56775,1775087255000.0,0.788,1775087255000.0,0.7577039999999999,1775087255000.0,600.828125,1775087255000.0,0.1541789529091254,1775087255000.0,0.028554339063272,1775087255000.0,600.828125,1775087255000.0,0.9448645111116524,1775087255000.0,0.0015898191943867,1775087255000.0,0.9963895261878264,1775087255000.0,64.0,1775087255000.0,0.016,1775087255000.0
151,151.0,1775087358000.0,0.0927185639739036,1775087358000.0,-7.542441837316005e-06,1775087358000.0,-1.0630671567923857e-05,1775087358000.0,565.85546875,1775087358000.0,,,,,,,,,,,,,,,,,,,,,,,,,,
152,152.0,1775087470000.0,0.1093570366501808,1775087470000.0,2.3612333356348717e-05,1775087470000.0,2.3210465769807342e-05,1775087470000.0,574.146484375,1775087470000.0,,,,,,,,,,,,,,,,,,,,,,,,,,
153,153.0,1775087583000.0,0.0934913977980613,1775087583000.0,-3.5721174318048554e-05,1775087583000.0,1.4124873814580496e-05,1775087583000.0,576.796875,1775087583000.0,,,,,,,,,,,,,,,,,,,,,,,,,,
154,154.0,1775087694000.0,0.0936686471104622,1775087694000.0,2.23587647925072e-05,1775087694000.0,4.343005639384501e-05,1775087694000.0,572.306640625,1775087694000.0,,,,,,,,,,,,,,,,,,,,,,,,,,
155,155.0,1775087806000.0,0.0938881114125251,1775087806000.0,-9.929411671549817e-06,1775087806000.0,4.682517101173289e-05,1775087806000.0,570.00390625,1775087806000.0,,,,,,,,,,,,,,,,,,,,,,,,,,
156,156.0,1775088234000.0,0.0910915955901146,1775088234000.0,3.0272459956570685e-06,1775088234000.0,-3.141180059174076e-06,1775088234000.0,570.990234375,1775088234000.0,0.569,1775088234000.0,0.569,1775088234000.0,0.818,1775088234000.0,0.784404,1775088234000.0,559.84375,1775088234000.0,0.1730469813068718,1775088234000.0,0.0317331844822774,1775088234000.0,559.84375,1775088234000.0,0.9386593481431684,1775088234000.0,0.0017659394009682,1775088234000.0,0.9955496619541552,1775088234000.0,64.0,1775088234000.0,0.016,1775088234000.0
157,157.0,1775088348000.0,0.0925843194127082,1775088348000.0,2.456058145872131e-05,1775088348000.0,5.478034017869504e-05,1775088348000.0,574.89453125,1775088348000.0,,,,,,,,,,,,,,,,,,,,,,,,,,
158,158.0,1775088452000.0,0.0895806699991226,1775088452000.0,-4.327544142812556e-06,1775088452000.0,-2.6298494049115106e-07,1775088452000.0,566.8515625,1775088452000.0,,,,,,,,,,,,,,,,,,,,,,,,,,
159,159.0,1775088563000.0,0.0910109356045723,1775088563000.0,3.4772725885597044e-05,1775088563000.0,2.731924359977711e-05,1775088563000.0,565.478515625,1775088563000.0,,,,,,,,,,,,,,,,,,,,,,,,,,
160,160.0,1775088667000.0,0.0903900191187858,1775088667000.0,3.939710387323992e-05,1775088667000.0,-1.702453118923586e-06,1775088667000.0,568.341796875,1775088667000.0,,,,,,,,,,,,,,,,,,,,,,,,,,
161,161.0,1775088779000.0,0.0926330983638763,1775088779000.0,1.1908322036902064e-05,1775088779000.0,7.354964509431738e-06,1775088779000.0,571.419921875,1775088779000.0,,,,,,,,,,,,,,,,,,,,,,,,,,
162,162.0,1775089216000.0,0.0917924270033836,1775089216000.0,-2.6427359927749805e-05,1775089216000.0,5.853619768458884e-05,1775089216000.0,577.37890625,1775089216000.0,0.56725,1775089216000.0,0.56725,1775089216000.0,0.826,1775089216000.0,0.787328,1775089216000.0,606.078125,1775089216000.0,0.1596341985644343,1775089216000.0,0.0289515068705045,1775089216000.0,606.078125,1775089216000.0,0.9433742828947408,1775089216000.0,0.001557272774122,1775089216000.0,0.9960895144852449,1775089216000.0,64.0,1775089216000.0,0.016,1775089216000.0
163,163.0,1775089330000.0,0.0944915115833282,1775089330000.0,3.248352661544551e-05,1775089330000.0,7.193571491370676e-05,1775089330000.0,574.0390625,1775089330000.0,,,,,,,,,,,,,,,,,,,,,,,,,,
164,164.0,1775089441000.0,0.0915667340159416,1775089441000.0,-1.7924749541181617e-05,1775089441000.0,3.817244396486785e-05,1775089441000.0,572.083984375,1775089441000.0,,,,,,,,,,,,,,,,,,,,,,,,,,
165,165.0,1775089544000.0,0.0893451198935508,1775089544000.0,-6.29137255124812e-05,1775089544000.0,-1.7649099390837364e-06,1775089544000.0,565.4140625,1775089544000.0,,,,,,,,,,,,,,,,,,,,,,,,,,
166,166.0,1775089648000.0,0.0899827778339386,1775089648000.0,-1.621178342281482e-05,1775089648000.0,9.303075785283e-07,1775089648000.0,568.6640625,1775089648000.0,,,,,,,,,,,,,,,,,,,,,,,,,,
167,167.0,1775089758000.0,0.0918881967663765,1775089758000.0,-5.1316431053827216e-05,1775089758000.0,3.1534798836219124e-05,1775089758000.0,569.54296875,1775089758000.0,,,,,,,,,,,,,,,,,,,,,,,,,,
168,168.0,1775090194000.0,0.0928664728999138,1775090194000.0,1.0165769275261027e-05,1775090194000.0,7.12167293386301e-05,1775090194000.0,573.673828125,1775090194000.0,0.57,1775090194000.0,0.57,1775090194000.0,0.808,1775090194000.0,0.7790459999999999,1775090194000.0,632.703125,1775090194000.0,0.1615175029528637,1775090194000.0,0.0300298817079495,1775090194000.0,632.703125,1775090194000.0,0.9425370561612308,1775090194000.0,0.0015611829293919,1775090194000.0,0.9954839798790214,1775090194000.0,64.0,1775090194000.0,0.016,1775090194000.0
169,169.0,1775090306000.0,0.0904039293527603,1775090306000.0,-2.3676824070784086e-06,1775090306000.0,1.637902187212603e-05,1775090306000.0,568.818359375,1775090306000.0,,,,,,,,,,,,,,,,,,,,,,,,,,
170,170.0,1775090418000.0,0.0913760811090469,1775090418000.0,-2.8927831952293287e-05,1775090418000.0,1.421570050297305e-05,1775090418000.0,567.427734375,1775090418000.0,,,,,,,,,,,,,,,,,,,,,,,,,,
171,171.0,1775090528000.0,0.0880522057414054,1775090528000.0,4.331910951727025e-06,1775090528000.0,2.9259012080729008e-05,1775090528000.0,564.05078125,1775090528000.0,,,,,,,,,,,,,,,,,,,,,,,,,,
